playerid,mlbamid,name,season,age,g,gs,ip,tbf,h,er,hr,so,bb,ibb,hbp,babip,lob_percent,fip,x_fip,ld_percent,hr_fb,f_bv,c_tv,s_fv,o_swing_percent,c_sw_str_percent,x_era,position,ev90,barrels,barrel_percent,k_percent,bb_percent,k_minus_bb_percent,era,xera_gap,fip_era_gap
26389,687792,DJ Herz,2024,23,19,19,88.2,382,76,41,11,106,36,0,3,0.28761061946902655,0.70281124,3.707833177275504,3.851482044262386,0.19047619,0.106796116,93.56744186,86.31501832,NA,0.32560706,0.28292376,3.26,SP,103.7,19,0.08016878,27.748691099476442,10.209424083769633,17.53926701570681,4.183673469387755,0.9236734693877553,0.4758402921122511
22100,667755,Jose Soriano,2024,25,22,20,113,468,91,43,8,97,45,1,9,0.2686084142394822,0.71001495,3.8036479198827156,3.8199363131175,0.18095238,0.114285714,98.04806786,NA,92.77142857,0.31980676,0.26739505,4.14,SP,105.8,21,0.06624606,20.726495726495727,11.752136752136751,8.974358974358976,3.4247787610619467,-0.715221238938053,-0.3788691588207689
20539,670955,Edwin Uceta,2024,26,30,0,41.2,159,26,7,2,57,8,0,1,0.26373626373626374,0.83850932,1.7024795549010892,2.493719543858397,0.23076923,0.051282051,94.21851852,89.34507042,NA,0.3721519,0.31454006,1.98,RP,102.1,3,0.03225806,35.84905660377358,5.660377358490567,30.188679245283016,1.5291262135922328,-0.4508737864077672,-0.17335334130885638
29921,681293,Spencer Arrighetti,2024,24,29,28,145,632,139,73,21,171,65,0,7,0.32065217391304346,0.72136564,4.180272955083682,4.007647967562841,0.218508997,0.12804878,94.17996109,88.21995927,NA,0.2966954,0.29374253,4.05,SP,104.6,30,0.07712082,27.056962025316455,11.39240506329114,15.664556962025316,4.531034482758621,0.4810344827586208,0.35076152767493873
17586,656945,Tanner Scott,2024,29,72,0,72,294,45,14,3,84,36,4,1,0.24705882352941178,0.79691517,2.9164797584215782,3.3828187329641146,0.203703703,0.0625,97.09724238,NA,NA,0.36334913,0.30927835,2.96,RP,102,8,0.04624277,28.57142857142857,13.945578231292515,14.625850340136054,1.75,-1.21,-1.1664797584215782
16137,607074,Carlos Rodon,2024,31,32,32,175,736,157,77,31,195,57,0,10,0.28442437923250563,0.79180509,4.389336921146938,4.0909709225382125,0.168085106,0.133620689,95.48727984,91.83962264,NA,0.33653846,0.28465506,4.14,SP,105,52,0.10970464,26.4945652173913,9.103260869565217,17.391304347826086,3.96,-0.17999999999999972,-0.42933692114693844
22210,669093,Jeremiah Estrada,2024,25,62,0,61,252,42,20,4,94,23,1,0,0.2900763358778626,0.72390572,2.068118916490737,2.653307346946776,0.21641791,0.068965517,97.24691358,NA,83.69346734,0.36464088,0.31474104,2.53,RP,103.6,7,0.05185185,37.301587301587304,9.523809523809524,27.77777777777778,2.9508196721311473,0.42081967213114746,0.8827007556404101
25636,683769,Hunter Gaddis,2024,26,78,0,74.2,278,43,13,4,66,14,1,4,0.20526315789473684,0.81227437,2.8182654451350713,3.94434715962253,0.154639175,0.044444444,95.46585366,NA,NA,0.34343434,0.2827907,2.72,RP,103.7,11,0.05670103,23.741007194244602,6.83453237410072,16.906474820143885,1.5768194070080863,-1.1431805929919139,-1.241446038126985
17130,628452,Raisel Iglesias,2024,34,66,0,69.1,259,38,15,4,68,13,3,3,0.19883040935672514,0.7231405,2.647248970968481,3.380180346222837,0.157894736,0.058823529,95.55654102,NA,NA,0.39963168,0.31896552,2.24,RP,102.3,6,0.03428571,26.254826254826252,7.335907335907336,18.918918918918916,1.9536903039073807,-0.28630969609261947,-0.6935586670611003
27597,674003,Cody Bradford,2024,26,14,13,76.1,308,64,30,10,70,13,0,1,0.2523364485981308,0.71875,3.5856937800221007,3.823818125274144,0.198198198,0.102040816,89.84527687,86.16666667,NA,0.34472511,0.29166667,3.51,SP,105.5,20,0.08928571,22.727272727272727,4.545454545454546,18.18181818181818,3.5479632063074904,0.037963206307490616,-0.037730573714610305
23363,676395,Robert Garcia,2024,28,72,0,59.2,251,55,28,4,75,16,1,1,0.32903225806451614,0.57228916,2.378770046065,2.7743079346531694,0.207792207,0.08,94.488,NA,NA,0.38049713,0.31540084,2.53,RP,103.8,5,0.03144654,29.880478087649404,7.171314741035857,22.709163346613547,4.256756756756757,1.7267567567567572,1.877986710691757
21461,663485,Cole Sands,2024,26,62,0,71.1,292,59,26,6,85,12,0,6,0.2896174863387978,0.6851312,2.633769402956673,3.257218311809954,0.202127659,0.074074074,95.45575221,90.82404692,87.86868687,0.33639144,0.28509532,3.24,RP,104.2,12,0.06349206,29.10958904109589,6.164383561643835,22.945205479452056,3.2911392405063293,0.05113924050632912,0.6573698375496564
22543,671737,Taj Bradley,2024,23,25,25,138,578,122,63,22,154,47,0,3,0.2840909090909091,0.73654391,4.094016010173853,3.621213309510031,0.184281842,0.150684931,96.38935282,90.93786408,90.92207792,0.32953683,0.26567944,4.14,SP,105.7,38,0.10160428,26.643598615916954,8.650519031141869,17.993079584775085,4.108695652173913,-0.0313043478260866,0.014679642000060333
12880,542881,Tyler Anderson,2024,34,31,31,179.1,765,158,76,24,142,73,2,7,0.2581888246628131,0.75831703,4.660903612496297,4.8518883299472595,0.201851851,0.104803493,89.40432346,84.21530249,NA,0.33806818,0.27272727,4.37,SP,103,43,0.07918969,18.562091503267975,10.718954248366012,7.843137254901963,3.8190954773869348,-0.5509045226130653,-0.8418081351093618
6175,544150,Albert Suarez,2024,34,32,24,133.2,565,130,55,17,108,43,1,3,0.2868020304568528,0.78843627,4.236305296116438,4.52856551190087,0.235148514,0.098837209,94.82959641,86.40410959,NA,0.32770022,0.22788204,4.05,SP,103.6,29,0.07055961,19.115044247787612,8.31858407079646,10.796460176991152,3.7162162162162162,-0.3337837837837836,-0.5200890799002216
25648,686580,Justin Slaten,2024,26,44,0,55.1,224,47,18,4,58,9,0,2,0.2847682119205298,0.70610687,2.606238762936786,2.896125144040805,0.207792207,0.088888888,96.4978903,91.50488599,NA,0.38359202,0.27955665,3.19,RP,103.6,6,0.03870968,25.892857142857146,4.910714285714286,20.98214285714286,2.94010889292196,-0.24989110707804008,0.33387012998517385
31776,689147,Orion Kerkering,2024,23,64,2,63,257,51,16,2,74,17,0,8,0.3141025641025641,0.76502732,2.4204479419124745,2.943754796438939,0.212903225,0.051282051,97.23443983,NA,NA,0.32441472,0.31186753,3.19,RP,102.9,8,0.05063291,28.793774319066145,9.72762645914397,19.066147859922175,2.2857142857142856,-0.9042857142857144,-0.1347336561981889
10123,502043,Kyle Gibson,2024,36,30,30,169.2,722,161,80,23,151,68,1,4,0.28991596638655465,0.70717131,4.421882604049823,4.192405846893454,0.205645161,0.13372093,90.97416974,88.66946309,NA,0.29514673,0.27243126,4.87,SP,104.1,46,0.09218437,20.914127423822716,10.110803324099724,10.803324099722992,4.25531914893617,-0.61468085106383,-0.16656345511365256
19350,665152,Dean Kremer,2024,28,24,24,129.2,553,110,59,18,123,51,0,3,0.2569832402234637,0.66282421,4.32329220837492,4.337739340901206,0.163978494,0.115384615,93.09197652,86.992,84.10972569,0.3043131,0.26807923,4.49,SP,103.6,37,0.09840426,22.24231464737794,9.764918625678119,12.47739602169982,4.109907120743035,-0.38009287925696533,-0.21338508763188546
19362,669211,Keegan Akin,2024,29,66,0,78.2,313,55,29,9,97,19,1,2,0.24731182795698925,0.70977918,2.9885136363219247,3.2695065817620836,0.142857142,0.097826086,93.9352518,NA,NA,0.30044843,0.3159164,2.47,RP,103.9,15,0.07692308,30.990415335463258,7.0287539936102235,23.961661341853034,3.337595907928389,0.8675959079283886,0.3490822716064641
26231,663947,Tyler Holton,2024,28,66,9,94.1,354,57,23,7,77,17,1,4,0.20080321285140562,0.7771261,3.166479778289795,3.676424451392295,0.16535433,0.076086956,91.80933063,87.69398907,NA,0.33589744,0.29253731,2.78,RP,103.2,14,0.0546875,21.75141242937853,6.214689265536723,15.536723163841806,2.199787460148778,-0.5802125398512219,-0.9666923181410172
3096,445276,Kenley Jansen,2024,36,54,0,54.2,218,38,20,4,62,20,2,1,0.2595419847328244,0.73033708,3.001845624289436,4.042051866241064,0.156716417,0.055555555,93.28813559,92.28235294,NA,0.2720403,0.29177057,3.24,RP,104.3,15,0.11111111,28.440366972477065,10.550458715596331,17.889908256880734,3.321033210332103,0.08103321033210298,0.31918758604266717
24453,679885,Justin Martinez,2024,22,64,0,72.2,308,59,20,2,91,36,6,2,0.3220338983050847,0.7537155,2.588498046002627,2.8757310301507397,0.234285714,0.064516129,100.32432432,NA,89.82421875,0.32653061,0.29796265,3.05,RP,103.9,5,0.02793296,29.545454545454547,14.285714285714285,15.259740259740262,2.493074792243767,-0.5569252077562328,-0.09542325375885996
21318,656731,Tylor Megill,2024,28,16,15,78,337,70,35,8,91,32,0,4,0.3069306930693069,0.70675105,3.5510951629051797,3.7879244052637846,0.210526315,0.098765432,95.55109961,90.2716763,84.72897196,0.32111252,0.27651792,4.2,SP,105.4,18,0.08571429,27.002967359050444,10.682492581602373,16.32047477744807,4.038461538461538,-0.16153846153846185,0.48736637555635864
12970,605397,Joe Musgrove,2024,31,19,19,99.2,410,94,43,14,101,23,0,10,0.3053435114503817,0.77281192,3.959121938983373,3.741124184854151,0.20289855,0.132075471,92.94588745,89.76851852,NA,0.30389908,0.30594185,4.34,SP,104.3,29,0.10507246,24.634146341463413,8.048780487804878,16.585365853658537,3.901209677419355,-0.4387903225806449,-0.057912261564017964
24586,680694,Kyle Bradish,2024,27,8,8,39.1,163,27,12,2,53,15,0,3,0.2777777777777778,0.78199052,2.505462807767934,2.9207908391830824,0.142857142,0.071428571,95.12290503,NA,NA,0.26370757,0.3115727,2.72,SP,103,6,0.06521739,32.515337423312886,11.042944785276074,21.472392638036812,2.762148337595908,0.04214833759590775,0.256685529827974
23150,674370,Osvaldo Bido,2024,28,16,9,63.1,259,43,24,3,63,26,1,7,0.25,0.71030641,3.3559534720106474,4.6261956003714655,0.216049382,0.037974683,94.9059501,87.01197605,NA,0.30971993,0.26041667,2.72,SP,102.7,7,0.04294479,24.324324324324326,13.127413127413126,11.1969111969112,3.4231378763866878,0.7031378763866876,0.06718440437604034
27451,679525,Alec Marsh,2024,26,26,25,129,548,123,65,19,123,39,1,11,0.29213483146067415,0.70355191,4.33702248317764,4.215606089577734,0.210242587,0.124183006,94.06010929,NA,NA,0.30494728,0.26814609,4.97,SP,105.3,36,0.096,22.445255474452555,9.306569343065693,13.138686131386862,4.534883720930233,-0.43511627906976713,0.19786123775259234
13896,623167,Chris Flexen,2024,29,33,30,160,707,180,88,24,123,63,1,2,0.3151515151515151,0.70955535,4.797729836627844,5.03069198144204,0.194552529,0.103896103,91.36023055,87.45479452,NA,0.31339031,0.25026814,4.71,SP,104.3,42,0.08092486,17.397454031117398,9.335219236209335,8.062234794908063,4.95,0.2400000000000002,0.15227016337215638
20116,676534,Calvin Faucher,2024,28,53,0,53.2,235,49,19,0,63,26,3,4,0.34507042253521125,0.6835443,2.495672245403843,3.7635055312544816,0.214285714,0,96.05792683,91.23907455,NA,0.27441077,0.26592518,3.72,RP,104,11,0.07746479,26.80851063829787,14.042553191489363,12.765957446808509,3.2142857142857144,-0.5057142857142858,0.7186134688818715
2520,458681,Lance Lynn,2024,37,23,23,117.1,511,113,50,16,109,44,0,4,0.2869822485207101,0.6998557,4.308525282341589,4.391444693571976,0.225714285,0.111111111,92.01911315,88.18625277,NA,0.3022113,0.23970588,4.94,SP,104.5,37,0.10451977,21.330724070450096,9.393346379647749,11.937377690802347,3.8428693424423574,-1.097130657557643,-0.46565593989923126
25645,686539,Declan Cronin,2024,26,56,0,70.1,306,75,34,1,72,25,3,5,0.3645320197044335,0.61776062,2.5835412842739713,3.4305993070637726,0.187192118,0.020833333,93.50381679,NA,NA,0.28311258,0.28441203,3.62,RP,105.1,10,0.04901961,23.52941176470588,10.784313725490197,12.745098039215684,4.365192582025678,0.7451925820256777,1.7816512977517065
11861,592094,Jason Adam,2024,32,74,0,73.2,282,40,16,5,81,23,4,6,0.20958083832335328,0.79032258,3.0307331602392917,3.5440803306491606,0.170588235,0.073529411,95.53493976,NA,NA,0.36656891,0.32281335,3.14,RP,104.7,11,0.06395349,28.723404255319153,11.702127659574469,17.021276595744684,1.9672131147540983,-1.1727868852459018,-1.0635200454851934
23590,676962,Ben Brown,2024,24,15,8,55.1,222,41,22,5,64,19,0,1,0.2706766917293233,0.72222222,3.112262909574006,3.631742220049449,0.160583941,0.080645161,96.44736842,NA,NA,0.30916844,0.32391048,4.17,SP,105.4,15,0.10869565,28.82882882882883,9.00900900900901,19.81981981981982,3.5934664246823953,-0.5765335753176046,0.4812035151083891
14309,593423,Frankie Montas,2024,31,30,30,150.2,655,140,81,24,148,66,0,6,0.2822384428223844,0.68946188,4.7063028521167745,4.261249924982076,0.205607476,0.148148148,95.38344227,NA,86.06418219,0.3072407,0.25284306,4.71,SP,105.1,40,0.09195402,22.595419847328245,10.992366412213741,11.603053435114504,4.85352862849534,0.1435286284953401,0.1472257763785656
20492,663554,Casey Mize,2024,27,22,20,102.1,452,121,51,11,78,29,0,2,0.3313253012048193,0.6954612,3.9482387383729987,4.043152572821671,0.214076246,0.108910891,95.56526946,NA,86.26234568,0.31881188,0.25418994,4.74,SP,105.6,27,0.0787172,17.25663716814159,6.8584070796460175,10.398230088495573,4.4955925563173365,-0.24440744368266376,0.5473538179443378
30122,668909,Gavin Williams,2024,24,16,16,76,332,72,41,7,79,32,0,3,0.3080568720379147,0.66872428,3.666479778289795,4.120383695611044,0.211981566,0.084337349,96.67613636,90.20923077,NA,0.32912989,0.25511696,4.22,SP,105.7,15,0.06880734,23.795180722891565,10.542168674698797,13.253012048192769,4.855263157894737,0.6352631578947374,1.188783379604942
19876,656464,Kevin Ginkel,2024,30,72,0,70,291,69,25,6,77,15,0,3,0.33157894736842103,0.71246819,2.852193995495217,3.2283166493307176,0.206185567,0.086956521,95.84773663,NA,NA,0.3460452,0.27257384,3.26,RP,104.8,11,0.05612245,26.46048109965636,6.185567010309279,20.27491408934708,3.2142857142857144,-0.045714285714285374,0.3620917187904973
16561,596295,Austin Gomber,2024,30,30,30,165,696,178,87,30,116,38,0,1,0.2896281800391389,0.73142857,4.833146444956462,4.503848664236791,0.20670391,0.135135135,90.46886792,NA,NA,0.30578512,0.26086957,5.07,SP,105,52,0.0961183,16.666666666666664,5.603448275862069,11.063218390804595,4.745454545454545,-0.32454545454545514,-0.08769189950191691
27707,687765,Mitch Spence,2024,26,35,24,151.1,651,165,77,20,126,44,0,6,0.31868131868131866,0.72727273,4.210532716292747,4.121043966823202,0.171247357,0.122699386,93.29333333,90.78751259,NA,0.35481682,0.24294923,4.14,SP,103.8,40,0.08421053,19.35483870967742,7.680491551459294,11.674347158218126,4.586366644606222,0.446366644606222,0.37583392831347506
19447,663776,Patrick Sandoval,2024,27,16,16,79.2,353,85,45,8,81,35,2,3,0.3407079646017699,0.66189624,3.8694086710216857,4.044345777258426,0.212121212,0.102564102,93.76397516,NA,NA,0.30861244,0.28196268,4.25,SP,104.1,12,0.05128205,22.946175637393768,11.3314447592068,11.614730878186968,5.113636363636363,0.8636363636363633,1.2442276926146776
7048,518585,Fernando Cruz,2024,34,69,3,66.2,288,54,36,9,109,35,2,1,0.3358208955223881,0.69767442,3.271479800319677,2.673166105548196,0.278571428,0.176470588,94.71081081,NA,81.56631579,0.33097595,0.32484636,4.05,RP,105.6,14,0.0979021,37.84722222222222,13.194444444444445,24.65277777777778,4.894259818731118,0.8442598187311185,1.6227800184114414
21029,661395,Jhoan Duran,2024,26,58,0,54.1,228,48,22,4,66,15,2,6,0.32116788321167883,0.61514196,2.8535963134172624,2.7035639763129105,0.18115942,0.137931034,100.52089136,NA,97.09025271,0.3097166,0.30690827,2.76,RP,104.1,5,0.03546099,28.947368421052634,10.087719298245613,18.85964912280702,3.6598890942698703,0.8998890942698705,0.8062927808526079
14857,573009,Joe Mantiply,2024,33,75,2,59.2,243,52,26,1,53,18,7,0,0.2982456140350877,0.62682216,2.512848235675161,3.714063302810929,0.136904761,0.017857142,89.03431373,NA,NA,0.42175573,0.28423475,3.19,RP,104,13,0.075581400000000007,21.810699588477366,10.2880658436214,11.522633744855966,3.952702702702702,0.7627027027027022,1.439854467027541
23429,676664,JP Sears,2024,28,32,32,180.2,758,172,88,28,137,49,0,14,0.27169811320754716,0.72522983,4.710760308045702,4.863584175754567,0.156363636,0.108108108,91.51708767,NA,NA,0.31218593,0.26242127,4.43,SP,105.8,56,0.10035842,18.073878627968337,8.311345646437996,9.762532981530342,4.39511653718091,-0.034883462819089495,-0.3156437708647921
16944,656550,Grant Holmes,2024,28,26,7,68.1,282,66,27,7,70,15,2,2,0.31382978723404253,0.76502732,3.195748073151252,3.5235622019413335,0.175257731,0.093333333,94.55181347,92.69047619,NA,0.39219015,0.29980469,3.46,RP,104.2,13,0.06666667,24.822695035460992,6.73758865248227,18.085106382978722,3.5682819383259914,0.10828193832599142,0.3725338651747392
13649,605280,Clay Holmes,2024,31,67,0,63,271,60,22,4,68,22,1,3,0.3218390804597701,0.70528967,3.023622609482326,3.014230319070536,0.15819209,0.117647058,96.62969005,NA,NA,0.29725363,0.3235023,3.29,RP,104.2,10,0.05617978,25.092250922509223,9.59409594095941,15.498154981549813,3.142857142857143,-0.14714285714285724,0.11923453337481682
17878,642701,Dennis Santana,2024,28,62,0,71.2,287,57,31,4,69,21,0,4,0.2804232804232804,0.64136126,3.012991376240355,3.954135710038356,0.22513089,0.050632911,95.56947608,90.29113924,NA,0.37660256,0.29395852,3.17,RP,102,9,0.04663212,24.041811846689896,8.710801393728223,15.331010452961673,3.918539325842697,0.7485393258426969,0.905547949602342
13133,571882,Derek Law,2024,33,75,0,90,365,82,26,7,76,24,0,1,0.2918287937743191,0.781893,3.3220353602185706,3.5373311039891107,0.236641221,0.09589041,94.99685535,91.58130841,NA,0.37257282,0.28081692,3.7,RP,102.8,10,0.03787879,20.82191780821918,6.8493150684931505,13.972602739726028,2.5999999999999996,-1.1000000000000005,-0.722035360218571
24975,681867,Cooper Criswell,2024,27,26,18,99.1,424,103,45,10,73,31,0,7,0.3069306930693069,0.7007874,4.153056972127021,4.427374501615815,0.163461538,0.096153846,89.11854685,86.39483395,NA,0.30984556,0.25498008,4.31,SP,104.7,22,0.07028754,17.21698113207547,8.962264150943396,8.254716981132075,4.086781029263371,-0.223218970736629,-0.06627594286365035
14168,621244,Jose Berrios,2024,30,32,32,192.1,786,168,77,31,153,54,1,13,0.2560747663551402,0.81419624,4.715873233475008,4.247861471122299,0.199288256,0.149758454,93.6625,91.37113402,NA,0.32669789,0.27743484,4.74,SP,104.4,44,0.07773852,19.46564885496183,8.651399491094146,10.814249363867685,3.6074960957834463,-1.132503904216554,-1.108377137691562
16990,621383,Tanner Banks,2024,32,63,2,72.1,311,69,32,6,78,25,2,3,0.3165829145728643,0.63205418,3.249429097252863,3.592515383108407,0.167487684,0.088235294,93.30585683,NA,NA,0.28959276,0.27768313,3.41,RP,104.3,13,0.06341463,25.080385852090032,9.646302250803858,15.434083601286174,3.9944521497919556,0.5844521497919555,0.7450230525390924
15551,643410,Mark Leiter Jr.,2024,33,60,0,58,256,55,29,8,86,22,1,3,0.34306569343065696,0.66860465,3.287169465213562,2.7453831761040255,0.208333333,0.166666666,91.54098361,88.66233766,84.28882834,0.3578125,0.32807882,3.44,RP,104.7,12,0.08275862,33.59375,10.15625,23.4375,4.5,1.06,1.212830534786438
14542,608032,Carlos Estevez,2024,31,54,0,55,212,38,15,5,50,12,4,1,0.22916666666666666,0.75,3.2392070535391824,4.091727484202306,0.174496644,0.067567567,96.79681275,NA,NA,0.30676329,0.2862363,3.19,RP,104,15,0.10067114,23.58490566037736,8.018867924528301,15.566037735849058,2.454545454545454,-0.7354545454545458,-0.7846615989937282
20039,670970,Adrian Morejon,2024,25,60,0,63.2,272,63,20,4,71,21,2,1,0.33714285714285713,0.76826196,2.789516322101206,3.326445464190468,0.163841807,0.070175438,97.25316456,NA,86.19512195,0.36170213,0.28195489,3.31,RP,104.3,15,0.08379888,26.10294117647059,8.823529411764707,17.279411764705884,2.8481012658227844,-0.4618987341772156,0.05858494372157841
19769,676684,Will Vest,2024,29,69,0,70.1,289,61,22,3,63,18,2,3,0.2871287128712871,0.75835476,2.8252474520946844,3.474619261951478,0.240196078,0.053571428,95.96486826,NA,NA,0.32543444,0.27366609,3.8,RP,103.2,6,0.02926829,21.79930795847751,7.958477508650519,13.84083044982699,2.8245363766048506,-0.9754636233951492,-7.110754898338456e-4
10233,547973,Aroldis Chapman,2024,36,68,0,61.2,265,44,26,5,98,39,0,2,0.32231404958677684,0.69230769,3.0367500351849386,3.1350915873633136,0.176,0.106382978,98.7568741,NA,91.59854015,0.27687296,0.31858407,2.96,RP,106.1,9,0.07142857,36.9811320754717,15.471698113207546,21.509433962264154,3.8235294117647056,0.8635294117647057,0.786779376579767
25007,681911,Alex Vesia,2024,28,67,0,66.1,263,33,13,7,87,33,3,1,0.1925925925925926,0.83916084,3.4529119940009605,4.086933317762603,0.132352941,0.079545454,93.41797432,NA,NA,0.29923664,0.27967626,2.78,RP,103.6,17,0.11971831,33.07984790874524,14.068441064638785,19.01140684410646,1.7700453857791225,-1.0099546142208773,-1.682866608221838
13273,548389,Ross Stripling,2024,34,22,14,85.1,381,109,57,7,49,22,2,1,0.33774834437086093,0.54828151,3.893042337836237,4.740271796396652,0.25490196,0.064814814,91.24172185,87.59808612,NA,0.32671958,0.2531273,4.78,SP,103.7,21,0.06796117,12.860892388451445,6.561679790026247,6.299212598425198,6.028202115158638,1.2482021151586373,2.1351597773224005
31730,686563,Jonathan Cannon,2024,23,23,21,124.1,522,125,62,18,91,40,0,4,0.2899728997289973,0.7232267,4.646372600223769,4.624956670274857,0.222797927,0.117647058,93.62591687,90.2622108,NA,0.32003257,0.24889108,4.37,SP,105,28,0.07235142,17.432950191570882,8.42911877394636,9.003831417624522,4.496373892022563,0.12637389202256255,-0.1499987082012062
20020,670167,John Schreiber,2024,30,59,0,51.2,224,48,21,1,46,20,1,4,0.30718954248366015,0.69405099,3.0309958806469535,4.213352472887431,0.164473684,0.020408163,92.48552339,88.75172414,NA,0.28787879,0.25139665,3.36,RP,105.4,6,0.03896104,20.535714285714285,11.160714285714286,9.374999999999998,3.69140625,0.3314062500000001,0.6604103693530465
16258,607481,Aaron Bummer,2024,30,56,0,55.1,244,61,22,2,69,18,2,2,0.38562091503267976,0.72890026,2.226720526187563,2.521953763445943,0.2147651,0.071428571,93.24742268,87.44897959,NA,0.30565371,0.31076923,2.8,RP,103,2,0.01290323,28.278688524590162,9.01639344262295,19.26229508196721,3.5934664246823953,0.7934664246823955,1.3667458984948322
4676,450203,Charlie Morton,2024,40,30,30,165.1,701,154,77,23,167,65,1,18,0.3060747663551402,0.7421875,4.4608346568186015,3.987567871947028,0.211581291,0.157534246,94.01757632,88.5520362,NA,0.31155475,0.27942755,4.49,SP,104.3,42,0.09312639,23.823109843081312,11.982881597717546,11.840228245363766,4.197456087219867,-0.2925439127801335,-0.26337856959873474
22264,669358,Shane Baz,2024,25,14,14,79.1,319,57,27,9,69,27,0,4,0.22857142857142856,0.79575597,4.074042861686071,4.390792338105314,0.178082191,0.09574468,95.69670711,NA,NA,0.28658537,0.26014913,3.62,SP,104.3,16,0.07305936,21.630094043887148,9.717868338557993,11.912225705329154,3.0720606826801515,-0.5479393173198486,-1.0019821790059198
33838,684320,Yariel Rodriguez,2024,27,21,21,86.2,368,74,43,11,85,40,0,3,0.27510917030567683,0.6988189,4.3434028897482975,4.420581725274152,0.210084033,0.111111111,93.81701031,NA,88.95862069,0.30921053,0.27163782,4,SP,104.2,15,0.0625,23.097826086956523,11.684782608695652,11.413043478260871,4.489559164733178,0.48955916473317806,0.1461562749848806
14710,621242,Edwin Diaz,2024,30,54,0,53.2,216,36,21,7,84,20,0,3,0.28431372549019607,0.73170732,3.017411437648472,2.5895923487040653,0.14678899,0.155555555,97.52854123,NA,NA,0.3269962,0.31947484,2.49,RP,103.6,7,0.06422018,38.88888888888889,10.648148148148149,28.240740740740744,3.5526315789473686,1.0626315789473684,0.5352201412988964
23796,677960,Ryan Weathers,2024,24,16,16,86.2,367,78,35,11,80,24,1,9,0.2757201646090535,0.75313808,4.112633652207415,4.032796225556618,0.175298804,0.122222222,95.63797814,90.85714286,NA,0.30252101,0.27349823,4.2,SP,106.1,21,0.08267717,21.798365122615802,9.264305177111716,12.534059945504087,3.6542923433874708,-0.5457076566125294,-0.45834130881994417
13074,506433,Yu Darvish,2024,37,16,16,81.2,331,65,30,12,78,22,0,3,0.24537037037037038,0.79234973,4.084847153826885,3.98905315667741,0.177777777,0.122448979,93.86696231,86.68079096,87.90566038,0.33482143,0.28085443,3.62,SP,104,17,0.0745614,23.564954682779458,7.552870090634441,16.012084592145015,3.3251231527093594,-0.2948768472906407,-0.7597240011175259
30056,701581,David Festa,2024,24,14,13,64.1,277,62,35,9,77,23,0,2,0.3192771084337349,0.68548387,3.7571533563380344,3.583690999556508,0.235632183,0.128571428,94.7918552,NA,NA,0.33792049,0.29026388,4.14,SP,103.9,15,0.08571429,27.79783393501805,9.025270758122744,18.772563176895307,4.9141965678627155,0.7741965678627158,1.1570432115246811
20099,663978,Chris Paddack,2024,28,17,17,88.1,384,102,49,14,79,21,0,1,0.3271375464684015,0.70881226,4.1853477614848575,4.093434171839778,0.215053763,0.12173913,93.33865815,NA,NA,0.33452381,0.27017784,4.81,SP,106.3,28,0.09893993,20.572916666666664,5.729166666666666,14.843749999999998,5.005675368898979,0.1956753688989794,0.8203276074141215
29911,671096,Andrew Abbott,2024,25,25,25,138,586,127,57,25,114,52,1,2,0.2595419847328244,0.82876712,5.0432913724926935,4.912405187442251,0.169902912,0.123152709,92.85028022,NA,NA,0.31109445,0.25503643,4.02,SP,103.8,39,0.09330144,19.453924914675767,9.385665529010238,10.06825938566553,3.717391304347826,-0.3026086956521734,-1.3259000681448674
21741,665871,Javier Assad,2024,26,29,29,147,638,143,61,20,124,63,0,5,0.2887323943661972,0.80327869,4.635867533391836,4.605455428980241,0.178082191,0.118343195,91.49270913,87.9689781,NA,0.26193724,0.25453113,4.97,SP,104.8,39,0.08744395,19.435736677115987,10.658307210031348,8.77742946708464,3.7346938775510203,-1.2353061224489794,-0.9011736558408154
20548,670102,Bowden Francis,2024,28,27,13,103.2,408,74,38,17,92,22,0,7,0.2111111111111111,0.78282828,4.362621286732996,4.170632066854422,0.192307692,0.127819548,92.80118343,NA,83.89160839,0.31294964,0.26008969,3.39,RP,103.1,25,0.08710801,22.54901960784314,7.107843137254902,15.441176470588237,3.3139534883720927,-0.07604651162790743,-1.0486677983609036
11423,500779,Jose Quintana,2024,35,31,31,170.1,717,150,71,22,135,63,0,11,0.26337448559670784,0.7815735,4.563740093985491,4.438112718935702,0.176,0.125714285,90.78739101,NA,NA,0.3012306,0.24805379,4.52,SP,104.7,34,0.06692913,18.828451882845187,10.320781032078104,8.507670850767083,3.7566137566137567,-0.7633862433862428,-0.8071263373717339
12572,595014,Blake Treinen,2024,36,50,0,46.2,184,33,10,5,56,11,0,2,0.2545454545454545,0.8974359,2.9950511975191074,3.0602021642120674,0.157894736,0.111111111,94.60182371,90.91935484,NA,0.36682243,0.30529172,2.41,RP,103.5,6,0.05217391,30.434782608695656,7.065217391304348,23.369565217391308,1.948051948051948,-0.4619480519480521,-1.0469992494671594
16918,596133,Luke Weaver,2024,30,62,0,84,331,52,27,10,103,26,0,4,0.22340425531914893,0.79411765,3.3331464752318425,3.423536550772711,0.169230769,0.109890109,95.71111111,91.30232558,NA,0.34807256,0.29912664,3.31,RP,105.7,17,0.08585859,31.1178247734139,9.06344410876133,22.05438066465257,2.8928571428571432,-0.4171428571428568,-0.44028933237469925
