Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,Barrels,NameASCII,PlayerId,MLBAMID
"Brandon Crawford","SFG",118,458,9,50,52,1,0.085152838,0.213973799,0.113022113,0.279605263,0.23095823,0.307860262,0.343980343,0.28885975565229144,0.287,86.73458482548692,-0.24864288419485092,-7.307472363277871,10.9563627243042,2.035632663595437,35,68,15,2,39,3,8,4,0,98,94,407,21,"Brandon Crawford",5343,543063
"DJ LeMahieu","NYY",125,541,12,74,46,4,0.123844731,0.131238447,0.115631691,0.284974093,0.26124197,0.357407407,0.376873661,0.3294658773475223,0.344,115.27378002455694,-2.460714577231556,6.83774783457366,5.148083806037903,3.0538616105134553,33,92,18,0,67,0,4,2,1,71,122,467,21,"DJ LeMahieu",9874,518934
"Trayce Thompson","- - -",80,255,13,36,41,4,0.125490196,0.364705882,0.251141553,0.373913043,0.255707762,0.352941176,0.506849315,0.3702984005797143,0.366,142.27486904760016,1.1671630507335067,13.69190588034665,-0.08212237060070038,2.349044745582611,31,28,14,1,32,0,2,2,0,93,56,219,21,"Trayce Thompson",9952,572204
"Max Stassi","LAA",102,375,9,32,30,0,0.101333333,0.298666666,0.123123123,0.239436619,0.18018018,0.267379679,0.303303303,0.2582516153865957,0.266,63.24308010414219,-0.6711019510403275,-16.182027838392088,3.469996929168701,-0.09022102647371433,31,38,12,1,38,0,2,1,1,112,60,333,21,"Max Stassi",10059,545358
"Michael A. Taylor","KCR",124,456,9,49,43,4,0.076754385,0.239035087,0.103864734,0.321070234,0.253623188,0.31277533,0.357487922,0.29729710617779637,0.289,88.12803568039766,0.5990071855485439,-5.492920908861125,7.9250242710113525,1.7686691291006795,31,83,10,3,35,0,2,3,2,109,105,414,21,"Michael A. Taylor",11489,572191
"Rougned Odor","BAL",135,472,13,49,53,6,0.06779661,0.230932203,0.150234742,0.243506493,0.206572769,0.275423728,0.356807511,0.2783553861002507,0.277,81.80546084421877,0.8014093181118369,-8.862445609314522,-2.8517857789993286,0.3364539232621936,28,53,19,3,32,1,10,4,0,109,88,426,21,"Rougned Odor",12282,596059
"Tyler Naquin","- - -",105,334,11,47,46,4,0.056886227,0.278443113,0.193548387,0.291262135,0.229032258,0.282282282,0.422580645,0.3034967364141228,0.317,92.27364306345848,1.6272666426375508,-1.3709816852664338,-5.631791144609451,0.4698416502045417,31,37,19,4,19,2,4,0,1,93,71,310,21,"Tyler Naquin",13359,571980
"Harold Castro","DET",120,443,7,37,47,0,0.038374717,0.178329571,0.109523809,0.31845238,0.271428571,0.3,0.38095238,0.29654052982569284,0.316,93.218980536535,-1.2601459897123277,-4.640530167854833,-12.123059749603271,-0.28995138181500313,28,84,21,2,17,1,1,2,3,79,114,420,21,"Harold Castro",14691,605612
"Jorge Mateo","BAL",150,533,13,63,50,35,0.05065666,0.275797373,0.157894737,0.285714285,0.220647773,0.267045454,0.37854251,0.2811475961723111,0.272,83.77670254258764,5.016693353652954,-4.713773628821263,14.71210765838623,2.8186323417578825,27,64,25,7,27,0,5,2,3,147,109,494,21,"Jorge Mateo",17273,622761
"Michael Chavis","PIT",129,426,14,39,49,1,0.044600938,0.295774647,0.159600998,0.294339622,0.229426433,0.265258215,0.389027431,0.282307503083173,0.261,77.67284866376379,0.09630975825712085,-10.95437731628629,-10.440161943435669,-0.7092957533509747,26,59,16,3,19,1,2,4,0,126,92,401,21,"Michael Chavis",17321,656308
"Luis García Jr.","WSN",93,377,7,29,45,3,0.029177718,0.222811671,0.133333333,0.336996336,0.275,0.295212765,0.408333333,0.3027901841799418,0.305,94.64686313794432,-1.4705101186409593,-3.8152575191811042,-7.217518091201782,0.20185456301438276,22,67,23,2,11,1,1,4,1,84,99,360,21,"Luis Garcia Jr.",20391,671277
"Oscar Gonzalez","CLE",91,382,11,39,43,1,0.039267015,0.196335078,0.165745856,0.345323741,0.29558011,0.32722513,0.461325966,0.3393471330404282,0.32,123.49177680506415,-0.4107343158684671,9.68752623674614,-8.391227722167969,1.4038332092155548,24,69,27,0,15,2,3,2,0,75,107,362,21,"Oscar Gonzalez",20970,660757
"Elvis Andrus","- - -",149,577,17,66,58,18,0.067590987,0.159445407,0.155140187,0.272300469,0.24859813,0.303292894,0.403738317,0.3099764456368815,0.293,103.99258531623698,4.1084514847025275,6.700823720540237,7.691133618354797,3.4259676730486093,33,84,32,0,39,0,3,0,0,92,133,535,20,"Elvis Andrus",8709,462101
"Darin Ruf","- - -",119,388,11,52,45,2,0.115979381,0.270618556,0.134730539,0.257918552,0.203592814,0.30670103,0.338323353,0.29128294015668105,0.31,88.68826762287674,0.25329993665218353,-4.845960730871424,-14.686673641204834,-0.6509105310725389,35,45,12,0,45,0,6,3,0,105,68,334,20,"Darin Ruf",9929,573131
"Eric Haase","DET",110,351,14,41,44,0,0.068376068,0.276353276,0.188854489,0.316279069,0.253869969,0.304843304,0.442724458,0.32230952620506287,0.302,111.41135105206962,-0.6234765006229281,3.8837722352405457,-3.5081226229667664,1.2042900877040055,29,50,17,1,24,1,1,3,0,97,82,323,20,"Eric Haase",14111,606992
"Austin Slater","SFG",125,325,7,49,34,12,0.123076923,0.273846153,0.144404332,0.360655737,0.263537906,0.366153846,0.407942238,0.3440263715157142,0.351,124.45609825448678,1.6391297592781484,10.873704430366521,-1.7721071392297745,2.1282689924389455,29,49,15,2,40,0,6,2,0,89,73,277,20,"Austin Slater",16153,596103
"Yandy Díaz","TBR",137,558,9,71,57,3,0.139784946,0.107526881,0.126849894,0.32345679,0.295983086,0.401433691,0.42283298,0.3661150184037874,0.365,145.17914806432864,-3.224106391891837,25.144603061083707,-5.830896019935608,3.8796790289525163,30,98,33,0,78,2,6,1,0,60,140,473,20,"Yandy Diaz",16578,650490
"Andrew Benintendi","- - -",126,521,5,54,51,8,0.099808061,0.147792706,0.095444686,0.3515625,0.303687635,0.373076923,0.399132321,0.34187086453804605,0.334,120.68380259654867,-2.147206722293049,9.979292709283374,-6.284572064876556,2.116951989728222,27,109,23,3,52,0,2,5,1,77,140,461,20,"Andrew Benintendi",17901,643217
"Yadiel Hernandez","WSN",94,327,9,30,41,2,0.058103975,0.226299694,0.140983606,0.325892857,0.268852459,0.311926605,0.409836065,0.31503819307420594,0.313,103.02173668696378,-3.687643089797348,-2.5396197014714477,-7.485738515853882,0.12722443663926253,34,57,16,0,19,0,1,2,0,74,82,305,20,"Yadiel Hernandez",19334,628450
"Gavin Lux","LAD",129,471,6,66,42,7,0.099787685,0.201698513,0.12351544,0.340557275,0.275534441,0.346072186,0.399049881,0.3282410111396935,0.314,113.39221612942931,0.9347793618217111,8.263357496750238,1.1339603662490845,2.686102020489329,24,83,20,7,47,0,0,3,0,95,116,421,20,"Gavin Lux",19955,666158
"Brandon Marsh","- - -",134,461,11,49,52,10,0.060737527,0.342733188,0.139150944,0.360465116,0.245283018,0.294759825,0.384433962,0.2963109346396031,0.287,89.50422426833846,1.7809491180814803,-3.5874550914792973,2.299804449081421,1.434645840240502,24,71,18,4,28,1,3,3,3,158,104,424,20,"Brandon Marsh",20202,669016
"Ryan Jeffers","MIN",67,236,7,25,27,0,0.097457627,0.262711864,0.155660378,0.258741258,0.207547169,0.285106382,0.363207547,0.2874100116973228,0.315,86.26132337468438,0.022765882778912783,-3.62581726255695,3.4941818714141846,0.7693815709841554,25,26,10,1,23,0,0,0,1,62,44,212,20,"Ryan Jeffers",24618,680777
"Vinnie Pasquantino","KCR",72,298,10,25,26,1,0.117449664,0.114093959,0.15503876,0.305555555,0.294573643,0.382550335,0.449612403,0.365011321775841,0.374,135.9328504738303,-2.11655326327309,9.933120183838394,-5.779221832752228,1.4251036982444607,24,56,10,0,35,1,3,2,0,34,76,258,20,"Vinnie Pasquantino",27676,686469
"Martín Maldonado","HOU",113,379,15,40,45,0,0.058047493,0.306068601,0.165697675,0.227906976,0.186046511,0.248,0.351744186,0.2643042187690735,0.253,70.81307801987656,-3.0971913328394294,-15.545055779486187,10.830881595611572,0.7627994669012147,35,37,12,0,22,0,7,2,4,116,64,344,19,"Martin Maldonado",6887,455117
"Charlie Blackmon","COL",135,577,16,60,78,4,0.055459272,0.188908145,0.154716981,0.303921568,0.264150943,0.314136125,0.418867924,0.31706286775625864,0.301,90.85542462739076,0.741938503459096,-5.388417883490824,-13.039079666137695,0.14705680802224208,35,96,22,6,32,4,8,3,4,109,140,530,19,"Charlie Blackmon",7859,453568
"Jurickson Profar","SDP",152,658,15,82,58,5,0.110942249,0.156534954,0.147826087,0.27173913,0.24347826,0.331297709,0.391304347,0.3202290915350878,0.315,109.9043288414183,-0.36314075998961926,7.208627450607672,-6.789222925901413,2.4181695512531496,29,87,36,2,73,0,4,3,3,103,140,575,19,"Jurickson Profar",10815,595777
"Kolten Wong","MIL",134,497,15,65,47,17,0.092555331,0.177062374,0.179069768,0.280120481,0.25116279,0.339393939,0.430232558,0.3359002992057413,0.305,116.54635098387884,2.2337210453115404,11.788155534539326,-6.580200552940369,2.3400449040533955,31,65,24,4,46,2,14,5,2,88,108,430,19,"Kolten Wong",12532,543939
"Mitch Haniger","SEA",57,247,11,31,34,0,0.080971659,0.263157894,0.183035714,0.293333333,0.245535714,0.307692307,0.428571428,0.31914150012217885,0.326,114.33199092999307,-0.5232019759714603,3.4603530546822583,-2.208207130432129,0.9511787921977743,31,36,8,0,20,1,1,2,0,65,55,224,19,"Mitch Haniger",14274,571745
"Franchy Cordero","BOS",84,275,8,36,29,4,0.101818181,0.334545454,0.17768595,0.3125,0.219008264,0.3003663,0.396694214,0.3044218107619706,0.313,91.83907317791635,1.4514024960808456,-1.0740518422205207,-11.247296333312988,-0.38106635702023306,27,27,17,1,28,1,1,2,2,92,53,242,19,"Franchy Cordero",14567,614173
"Kyle Farmer","CIN",145,583,14,58,78,4,0.056603773,0.16981132,0.131178707,0.286396181,0.254752851,0.314974182,0.385931558,0.3089160356997623,0.311,91.95568496108653,-2.7020164211280644,-8.150855613925552,2.7368584871292114,1.5350756595016501,31,94,25,1,33,0,16,6,2,99,134,526,19,"Kyle Farmer",14813,571657
"Gavin Sheets","CHW",124,410,15,34,53,0,0.065853658,0.209756097,0.169761273,0.272401433,0.24137931,0.295121951,0.411140583,0.3077665999168303,0.283,99.45268804015097,-1.2276988071389496,-1.4802132006857422,-9.809665203094482,0.17525277336575018,26,57,19,0,27,0,3,3,0,86,91,377,19,"Gavin Sheets",19901,657757
"Diego Castillo","PIT",96,283,11,28,29,1,0.049469964,0.265017667,0.175572519,0.238888888,0.20610687,0.250883392,0.381679389,0.2724150742622132,0.292,70.90866019987297,-0.2528191292658448,-9.818073515300355,-1.5885335803031921,-0.1765583264456268,24,30,13,0,14,1,3,4,0,75,54,262,19,"Diego Castillo",19906,660636
"Keston Hiura","MIL",80,266,14,34,32,5,0.086466165,0.417293233,0.222222222,0.354545454,0.226495726,0.315789473,0.448717948,0.33390794840074123,0.317,115.18403273270768,-0.9832264496944845,3.7093908116838232,-6.6603299379348755,0.6499182604951632,25,30,8,1,23,0,8,1,0,111,53,234,19,"Keston Hiura",20003,669374
"Eric Hosmer","- - -",104,419,8,38,44,0,0.088305489,0.15274463,0.113157895,0.304207119,0.268421052,0.334128878,0.381578947,0.31302633967952453,0.311,104.09573375889399,-2.595788424834609,-0.5640513988649958,-7.922226846218109,0.6062954774079176,32,75,19,0,37,5,1,1,0,64,102,380,18,"Eric Hosmer",3516,543333
"Kyle Higashioka","NYY",83,248,10,27,31,0,0.048387096,0.209677419,0.161572053,0.245614035,0.227074235,0.264227642,0.388646288,0.2823994801781042,0.317,82.04589161432554,-0.9899325147271156,-6.000453283243406,13.397322416305542,1.5996710379217876,32,35,7,0,12,0,1,4,2,52,52,229,18,"Kyle Higashioka",5517,543309
"Jonathan Schoop","DET",131,510,11,48,38,5,0.037254901,0.209803921,0.120582121,0.234332425,0.201663201,0.239215686,0.322245322,0.24543172015656656,0.268,57.1372337575627,-0.7255957471206784,-25.324610617243664,21.114232301712036,1.2504401326070875,30,62,23,1,19,1,6,4,0,107,97,481,18,"Jonathan Schoop",11265,570731
"Whit Merrifield","- - -",139,550,11,70,58,16,0.069090909,0.154545454,0.125,0.276442307,0.25,0.298181818,0.375,0.2943602772192522,0.288,87.4212009904396,1.3685823809355497,-6.416607517680491,1.5474846782162786,1.3140205920190642,33,86,28,1,38,0,0,8,0,85,126,504,18,"Whit Merrifield",11281,593160
"Mark Canha","NYM",140,542,13,71,61,3,0.088560885,0.178966789,0.136363636,0.308988764,0.266233766,0.367158671,0.402597402,0.3433633262701264,0.323,125.55877033944844,-1.646551116835326,14.44824975937221,-8.386298179626465,2.5920762010162357,33,86,24,0,48,1,28,4,0,97,123,462,18,"Mark Canha",11445,592192
"Jorge Alfaro","SDP",82,274,7,25,40,1,0.040145985,0.357664233,0.13671875,0.363636363,0.24609375,0.284671532,0.3828125,0.2910345135814082,0.295,89.94182711645968,-0.7098499867133796,-3.9118108904155537,-1.8656939268112183,0.3820039888331789,29,42,14,0,11,0,4,3,0,98,63,256,18,"Jorge Alfaro",12180,595751
"Thairo Estrada","SFG",140,541,14,71,62,21,0.060998151,0.164510166,0.139344262,0.289743589,0.260245901,0.322222222,0.399590163,0.317476753393809,0.299,106.30215205268094,1.3106082044541836,5.2718605393832245,2.512798771262169,2.7693461418289087,26,89,22,2,33,0,14,5,1,89,127,488,18,"Thairo Estrada",16426,642731
"Juan Yepez","STL",76,274,12,27,30,0,0.05839416,0.222627737,0.19367589,0.282608695,0.252964426,0.295620437,0.446640316,0.31924640893066014,0.286,107.00996389658948,-2.069804761558771,0.16177651996546238,-9.128141403198242,0.04718527916925558,24,39,13,0,16,0,1,4,0,61,64,253,18,"Juan Yepez",18400,660766
"Luis Arraez","MIN",144,603,8,88,49,4,0.082918739,0.071310116,0.104204753,0.330661322,0.316270566,0.374792703,0.420475319,0.34951022470651966,0.333,130.10277018638016,-2.57738134637475,17.84898507959472,-10.921775817871094,2.7284813279433044,25,133,31,1,50,2,3,3,0,43,173,547,18,"Luis Arraez",18568,650333
"Brandon Lowe","TBR",65,266,8,31,25,1,0.101503759,0.229323308,0.161702128,0.263473053,0.221276595,0.308270676,0.382978723,0.3061406533969076,0.317,102.8385053176613,-0.0029162587597966194,0.8467310614375589,-3.520579755306244,0.6020180987594984,27,32,10,2,27,0,3,1,0,61,52,235,18,"Brandon Lowe",18882,664040
"Abraham Toro","SEA",109,352,10,36,35,2,0.0625,0.18465909,0.138888889,0.197628458,0.185185185,0.238636363,0.324074074,0.24627701950888348,0.284,62.8911971472643,-0.8525436990894377,-15.551515295307603,-1.4268130557611585,-0.6144958294213159,25,36,13,1,22,1,2,4,0,65,60,324,18,"Abraham Toro",19844,647351
"Pavin Smith","ARI",75,277,9,24,33,1,0.101083032,0.241877256,0.146938775,0.261627906,0.220408163,0.299638989,0.367346938,0.29397186485753546,0.304,86.6064464285931,-0.09375399723649025,-4.4041974690607315,-5.133029252290726,-0.001928820387368968,26,36,9,0,28,1,1,3,0,67,54,245,18,"Pavin Smith",19892,656976
"Taylor Walls","TBR",142,466,8,53,33,10,0.111587982,0.257510729,0.113022114,0.220640569,0.171990171,0.267818574,0.285012285,0.25240199534990876,0.268,64.90014078821127,3.212166413664818,-15.19380038716644,-4.447353839874268,-0.515756081925177,25,42,18,2,52,0,2,2,2,120,70,407,18,"Taylor Walls",22458,670764
"Ha-Seong Kim","SDP",150,582,11,58,59,12,0.087628865,0.171821305,0.131528047,0.290243902,0.251450676,0.324697754,0.382978723,0.31302473613017584,0.309,104.97817586102755,1.5645359088666737,4.930733346779668,9.723125219345093,3.638519418574998,26,87,29,3,51,0,7,4,3,100,130,517,18,"Ha-Seong Kim",27506,673490
"Christian Vázquez","- - -",119,426,9,41,52,1,0.051643192,0.16197183,0.125628141,0.309597523,0.273869346,0.31455399,0.399497487,0.3122805204469833,0.298,99.23689369968541,-5.674177152104676,-6.039992549666376,10.716922461986542,1.9048080738450044,31,77,23,0,22,0,3,3,0,69,109,398,17,"Christian Vazquez",9774,543877
"Enrique Hernández","BOS",93,402,6,48,45,0,0.084577114,0.176616915,0.11634349,0.256944444,0.221606648,0.291044776,0.337950138,0.27979584520135947,0.297,74.45365842656446,1.1355824428610504,-10.420805459673048,1.7360362261533737,0.42223051422567726,30,50,24,0,34,0,3,4,0,71,80,361,17,"Enrique Hernandez",10472,571771
"Ben Gamel","PIT",115,423,9,42,46,5,0.113475177,0.231678486,0.137466308,0.290566037,0.231805929,0.323877068,0.369272237,0.3076838216702332,0.316,95.02452281267689,0.04349971190094948,-2.401740181429026,-11.48090934753418,0.0686010317581719,30,55,20,2,48,2,3,1,0,98,86,371,17,"Ben Gamel",12160,592325
"Raimel Tapia","TOR",128,433,7,47,52,8,0.036951501,0.187066974,0.114355231,0.314814814,0.265206812,0.292056074,0.379562043,0.2929478724983251,0.286,90.83893491151933,1.9634423251263797,-2.50032150006066,-7.20324182510376,0.41813917475126644,28,79,20,3,16,0,0,1,3,81,109,411,17,"Raimel Tapia",14350,606132
"Joey Meneses","WSN",56,240,13,33,34,1,0.0625,0.216666666,0.238738739,0.371069182,0.324324324,0.366666666,0.563063063,0.3951423005396579,0.332,157.7948656560645,-1.2510263347066939,14.864588016509558,-6.449944734573364,1.7494523287225925,30,45,14,0,15,2,1,2,0,52,72,222,17,"Joey Meneses",14366,608841
"Dylan Moore","SEA",104,255,6,41,24,21,0.133333333,0.294117647,0.16097561,0.32,0.224390243,0.367588932,0.385365853,0.3377588889988295,0.322,127.4754766711363,2.4310311563313007,10.315142687703231,0.7389551997184753,2.006897348268844,29,27,11,2,34,2,13,1,1,75,46,205,17,"Dylan Moore",18042,664238
"Isaac Paredes","TBR",111,381,20,48,45,0,0.115485564,0.175853018,0.229607251,0.195121951,0.205438066,0.304461942,0.435045317,0.32307735390550507,0.297,114.79546035102535,-0.5353006944060326,5.808080368485078,4.640034437179565,2.36142198042808,23,32,16,0,44,0,4,2,0,67,68,331,17,"Isaac Paredes",20036,670623
"Jake Burger","CHW",51,183,8,20,26,0,0.054644808,0.306010928,0.208333333,0.323809523,0.25,0.302197802,0.458333333,0.32653258880857605,0.318,112.70108227262328,-0.027091598138213158,2.588435128052594,-4.977346956729889,0.3564869880447931,26,24,9,1,10,1,3,1,1,56,42,168,17,"Jake Burger",22275,669394
"Michael Massey","KCR",52,194,4,16,17,3,0.046391752,0.237113402,0.132947977,0.304,0.242774566,0.307291666,0.375722543,0.3018273947139581,0.332,91.32632428965502,0.2402538419701159,-1.6532764356905094,-2.2174786925315857,0.23740404641190332,24,28,9,1,9,0,8,2,2,46,42,173,17,"Michael Massey",27684,686681
"Aaron Hicks","NYY",130,453,8,54,40,10,0.136865342,0.240618101,0.096354167,0.278810408,0.216145833,0.329646017,0.3125,0.2922387125762905,0.303,88.99218314780414,0.5871550883166492,-5.02418693072432,-0.9690037071704865,0.8740879323567254,32,64,9,2,62,3,4,2,1,109,83,384,16,"Aaron Hicks",5297,543305
"Avisaíl García","MIA",98,380,8,31,35,4,0.044736842,0.286842105,0.092436975,0.297520661,0.224089635,0.265789473,0.31652661,0.2584247473039125,0.281,61.30696548419725,-0.02452879212796688,-17.107474208752762,-5.270148366689682,-0.9784887919729349,31,63,9,0,17,0,4,2,0,109,80,357,16,"Avisail Garcia",5760,541645
"Elias Díaz","COL",105,381,9,29,51,0,0.065616797,0.215223097,0.13960114,0.269961977,0.227920227,0.280839895,0.367521367,0.2842327978980197,0.274,68.40706701744602,-2.8248608941212296,-16.809822801132963,-7.3542607724666595,-1.1624525939893586,31,51,18,2,25,0,2,3,0,82,80,351,16,"Elias Diaz",11680,553869
"Jon Berti","MIA",102,404,4,47,28,41,0.103960396,0.220297029,0.097765363,0.308270676,0.240223463,0.324257425,0.337988826,0.29807864159050557,0.306,88.42127877735012,8.655956556554884,3.22109696524741,3.487711548805237,2.1620752293599987,32,62,17,3,42,0,3,1,0,89,86,358,16,"Jon Berti",12037,542932
"Harold Ramírez","TBR",120,435,6,46,58,3,0.04367816,0.165517241,0.104218363,0.349544072,0.300248138,0.342528735,0.404466501,0.3272285402370488,0.31,117.72611076172299,-1.6432870822027326,7.033722135302108,-8.65267226845026,1.2736314696748787,27,91,24,0,19,1,9,4,0,72,121,403,16,"Harold Ramirez",14387,623912
"Tim Anderson","CHW",79,351,6,50,25,13,0.039886039,0.156695156,0.093373494,0.346863468,0.301204819,0.339031339,0.394578313,0.32279388751302446,0.336,110.06163763868189,4.108266608323902,8.082406332948386,2.1728663444519043,2.241614579265863,29,81,13,0,14,1,5,0,0,55,100,332,16,"Tim Anderson",15172,641313
"Chad Pinder","OAK",111,379,12,38,42,2,0.036939313,0.311345646,0.149584488,0.313304721,0.235457063,0.262599469,0.385041551,0.2807024227213164,0.28,84.80019659466087,0.05060661071911454,-6.431923220079476,-10.11201810836792,-0.4792830607060262,30,55,18,0,14,0,0,2,1,118,85,361,16,"Chad Pinder",15191,640461
"Aledmys Díaz","HOU",92,327,12,35,38,1,0.055045871,0.16207951,0.160655738,0.256198347,0.24262295,0.287461773,0.403278688,0.3009471707387802,0.308,96.6822329222197,-2.4379384494386613,-3.658784743346161,1.0212907195091248,0.8082732209132826,31,49,13,0,18,0,2,2,0,53,74,305,16,"Aledmys Diaz",15937,649557
"LaMonte Wade Jr.","SFG",77,251,8,29,26,1,0.103585657,0.20318725,0.152073733,0.232704402,0.207373271,0.305220883,0.359447004,0.2977822140517484,0.319,92.83553245598972,-0.5200406182557344,-2.6093560257005035,-5.4823949337005615,0.056030127492563586,28,29,7,1,26,0,5,1,2,51,45,217,16,"LaMonte Wade Jr.",18126,664774
"Darick Hall","PHI",42,142,9,19,16,0,0.035211267,0.309859154,0.272058823,0.301204819,0.25,0.28169014,0.522058823,0.3425825015759804,0.312,120.89671769839904,0.1016579819843173,3.5492255450900267,-3.783607378602028,0.4877417802567444,26,16,8,1,5,0,1,0,0,44,34,136,16,"Darick Hall",19717,669742
"Josh Rojas","ARI",125,510,9,66,56,23,0.107843137,0.192156862,0.121896163,0.322580645,0.268623024,0.348514851,0.390519187,0.3259912558625754,0.305,108.50048268369419,3.787369584199041,8.824232474109902,-2.269528865814209,2.528353987097199,28,84,25,1,55,2,2,5,5,98,119,443,16,"Josh Rojas",19734,668942
"Jo Adell","LAA",88,285,8,22,27,4,0.038596491,0.375438596,0.149253731,0.337662337,0.223880597,0.264084507,0.373134328,0.27802740226329214,0.248,77.20437051687746,0.42828894639387727,-6.882492358384282,-4.480241656303406,-0.24722879675089154,23,38,12,2,11,0,4,1,0,107,60,268,16,"Jo Adell",20220,666176
"Nelson Velázquez","CHC",77,206,6,20,26,5,0.092233009,0.31553398,0.167567567,0.280701754,0.205405405,0.286407766,0.372972972,0.2914448936008713,0.305,89.08428818884447,1.4321256182156503,-1.1804306172203773,-4.3383787870407104,0.16381487351421398,23,22,7,3,19,0,2,0,0,65,38,185,16,"Nelson Velazquez",23359,676369
"Jace Peterson","MIL",113,328,8,44,34,12,0.100609756,0.259146341,0.145833333,0.303030303,0.236111111,0.31595092,0.381944444,0.3059268350954409,0.3,96.05126693251151,4.110603085253388,2.605805844566692,6.17828007042408,2.105755770002872,32,44,14,2,33,2,2,3,2,85,68,288,15,"Jace Peterson",12325,607054
"Christian Arroyo","BOS",87,300,6,32,36,5,0.043333333,0.163333333,0.128571429,0.325991189,0.285714285,0.322147651,0.414285714,0.3186935788473567,0.33,101.91464186125802,-1.4278803733177483,-0.7815178795084416,-5.985228717327118,0.2851130069190843,27,57,16,1,13,2,3,2,2,49,80,280,15,"Christian Arroyo",16434,624414
"Ke'Bryan Hayes","PIT",136,560,7,55,41,20,0.085714285,0.217857142,0.100990099,0.306878306,0.243564356,0.314285714,0.344554455,0.29447674229741094,0.3,85.99386153098499,2.756887442432344,-6.355932902874976,16.71843993663788,3.108564787391514,25,89,24,3,48,0,5,2,0,122,123,505,15,"Ke'Bryan Hayes",18577,663647
"Dylan Carlson","STL",128,488,8,56,42,5,0.092213114,0.19262295,0.143518518,0.281437125,0.236111111,0.31557377,0.379629629,0.3063715726932706,0.301,98.20648192794344,2.2938415030948818,1.2769562599514805,0.05039799213409424,1.900122988452527,23,60,30,4,45,1,7,4,0,94,102,432,15,"Dylan Carlson",20126,666185
"Joey Bart","SFG",97,291,11,34,25,2,0.089347079,0.384879725,0.149425288,0.326086956,0.214559386,0.295532646,0.363984674,0.2942242384776217,0.296,90.4026802445772,-1.6969200796447694,-4.9417304352262725,-1.5782685279846191,0.3653826020261177,25,39,6,0,26,0,4,0,0,112,56,261,15,"Joey Bart",21524,663698
"Bryson Stott","PHI",127,466,10,58,49,12,0.077253218,0.190987124,0.12412178,0.273556231,0.234192037,0.294623655,0.358313817,0.28901389196354854,0.284,84.26787985431471,2.719645698554814,-5.7979993303804775,2.2401262521743774,1.3078135582977173,24,69,19,2,36,0,1,1,1,89,100,427,15,"Bryson Stott",26294,681082
"Miguel Cabrera","DET",112,433,5,25,43,1,0.064665127,0.233256351,0.062972292,0.324324324,0.25440806,0.304849884,0.317380352,0.2752678700657778,0.275,78.20092928976233,-3.757304928265512,-14.37898508436525,-11.774690628051758,-1.3090628000361895,39,86,10,0,28,3,3,5,0,101,101,397,14,"Miguel Cabrera",1744,408234
"Maikel Franco","WSN",103,388,9,31,39,1,0.030927835,0.193298969,0.113207547,0.262068965,0.229110512,0.255154639,0.342318059,0.26080005285666163,0.272,65.9350910307345,-1.8945961543358862,-17.25085147036944,-0.431294322013855,-0.45661596007349387,29,61,15,0,12,0,2,3,0,75,85,371,14,"Maikel Franco",12179,596748
"Tomás Nido","NYM",98,313,3,31,28,0,0.044728434,0.242811501,0.084507042,0.314009661,0.239436619,0.275747508,0.323943661,0.2647618869214359,0.284,71.81312719050523,-5.25408612145111,-15.504410264359421,17.796420097351074,1.3699898051575894,28,50,15,0,14,0,1,2,12,76,68,284,14,"Tomas Nido",13755,621512
"Andrew Velazquez","LAA",125,349,9,37,28,17,0.042979942,0.340974212,0.108695653,0.274111675,0.195652173,0.236151603,0.304347826,0.2387427520821463,0.246,49.47023213030359,3.490145578980446,-16.354350414455613,6.52605938911438,0.12627611857614968,27,46,8,0,15,0,3,3,6,119,63,322,14,"Andrew Velazquez",14196,623205
"Connor Joe","COL",111,467,7,56,28,6,0.117773019,0.207708779,0.121287129,0.295681063,0.237623762,0.338329764,0.358910891,0.3137293833226157,0.311,88.57607368550352,1.1001953925006092,-5.0981909142659205,-7.976648449897766,0.31217481541338277,29,65,20,4,55,0,7,1,0,97,96,404,14,"Connor Joe",16572,656582
"Jose Trevino","NYY",115,353,11,39,43,2,0.042492917,0.175637393,0.140298507,0.273764258,0.247761194,0.283286118,0.388059701,0.293059102874302,0.281,89.57136147702779,-1.4752793554216623,-5.617847514888028,30.884222984313965,3.8243630918887304,29,59,12,1,15,0,2,1,0,62,83,335,14,"Jose Trevino",16725,624431
"Lourdes Gurriel Jr.","TOR",121,493,5,52,52,3,0.062880324,0.168356997,0.10816777,0.346049046,0.291390728,0.343495934,0.399558498,0.3266683974722495,0.321,114.64491770078651,-3.106549127958715,5.018036082288635,-5.599191904067993,1.5750781442245683,28,94,32,1,31,1,6,2,0,83,132,453,14,"Lourdes Gurriel Jr.",19238,666971
"Jonathan India","CIN",103,431,10,48,41,3,0.071925754,0.218097447,0.129533678,0.304964539,0.248704663,0.327146171,0.378238341,0.31384530261505483,0.301,95.32619093159354,-2.316757582128048,-4.657181905146549,-7.905514657497406,0.23605613902655517,25,68,16,2,31,1,14,0,0,94,96,386,14,"Jonathan India",21523,663697
