Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,Barrels,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",157,696,62,133,131,16,0.159482758,0.251436781,0.375438597,0.340236686,0.310526315,0.424855491,0.685964912,0.45819641417238366,0.463,206.15483678377262,1.0455897715874016,84.18680531624172,-0.6504805088043213,11.080794852695513,30,87,28,0,111,19,6,5,0,175,177,570,106,"Aaron Judge",15640,592450
"Yordan Alvarez","HOU",135,561,37,95,97,1,0.139037433,0.188948306,0.306382979,0.320359281,0.306382978,0.406417112,0.612765957,0.4265703602113586,0.46,185.3695676784142,-1.9331990373320878,51.95991598444013,-9.208999633789062,6.350456737759828,25,76,29,2,78,9,6,7,0,106,144,470,78,"Yordan Alvarez",19556,670541
"Kyle Schwarber","PHI",155,669,46,100,94,10,0.128550074,0.298953662,0.285961872,0.24024024,0.218370883,0.322869955,0.504332755,0.35457860385333456,0.375,129.09934398004665,-1.234067835379392,21.38400935658525,-24.115379810333252,2.12703880082418,29,56,21,3,86,3,4,2,0,200,126,577,76,"Kyle Schwarber",16478,656941
"Shohei Ohtani","LAA",157,666,34,90,95,11,0.108108108,0.241741741,0.245733789,0.319796954,0.273037542,0.355855855,0.518771331,0.3696245233888275,0.383,141.87001527617792,-1.6245827260427177,29.7548213509975,-16.41975212097168,3.610358646419158,27,90,30,6,72,14,5,3,0,161,160,586,72,"Shohei Ohtani",19755,660271
"Austin Riley","ATL",159,693,38,90,93,2,0.082251082,0.242424242,0.255284553,0.314769975,0.273170731,0.349206349,0.528455284,0.37660742744889564,0.378,143.55505058023763,-0.8024515947327018,34.26612373270973,-2.3044114112854004,5.856280858846472,25,89,39,2,57,1,17,4,0,168,168,615,71,"Austin Riley",18360,663586
"Matt Olson","ATL",162,699,34,86,103,0,0.107296137,0.243204577,0.237012987,0.274038461,0.24025974,0.324749642,0.477272727,0.3437615839433876,0.347,121.09590735587787,-1.815147437620908,15.317392432088322,-9.553982019424438,3.127203071242461,28,70,44,0,75,6,4,4,0,170,148,616,61,"Matt Olson",14344,621566
"Ryan Mountcastle","BAL",145,609,22,62,85,4,0.070607553,0.252873563,0.172972973,0.303108808,0.25045045,0.305418719,0.423423423,0.31594358051293775,0.362,108.34193706930753,0.310940477065742,6.027721340126735,-8.442806243896484,1.7674863524865325,25,88,28,1,43,1,4,7,0,154,139,555,61,"Ryan Mountcastle",18373,663624
"Mike Trout","LAA",119,499,40,85,80,1,0.108216432,0.278557114,0.347031964,0.323076923,0.283105022,0.368737474,0.630136986,0.4177913187477594,0.395,175.87476170926516,0.020462309010326862,42.62591939698073,-1.2897645235061646,5.9961552578870725,30,54,28,2,54,8,6,1,0,139,124,438,59,"Mike Trout",10155,545361
"Pete Alonso","NYM",160,685,40,95,131,5,0.097810218,0.186861313,0.246231156,0.278538812,0.271356783,0.351824817,0.517587939,0.3657313285921721,0.353,140.85343517913793,-2.6583240339532495,29.85531033586257,-17.209834098815918,3.7992814731796347,27,95,27,0,67,16,12,9,0,128,162,597,59,"Pete Alonso",19251,624413
"Vladimir Guerrero Jr.","TOR",160,706,32,90,97,8,0.082152974,0.164305949,0.205329154,0.289473684,0.27429467,0.338526912,0.479623824,0.35149655870028906,0.351,132.17307834896494,-0.9845602931454778,24.575664019328567,-15.119320154190063,3.3358528279778294,23,108,35,0,58,6,6,4,0,116,175,638,59,"Vladimir Guerrero Jr.",19611,665489
"Adolis García","TEX",156,657,27,88,101,25,0.0608828,0.278538812,0.206611571,0.309226932,0.249586776,0.299847792,0.456198347,0.3243692001313654,0.322,111.69919037038301,4.616069138515741,13.265519699393248,-4.054099440574646,3.1475225976481997,29,85,34,5,40,2,6,6,0,183,151,605,55,"Adolis Garcia",19287,666969
"Christian Walker","ARI",160,667,36,84,94,2,0.103448275,0.196401799,0.234991423,0.24822695,0.241852487,0.326836581,0.47684391,0.3461346896967494,0.359,122.27404479167484,-1.6752313706092536,15.585980704656727,-0.9303998947143555,3.945389238981414,31,78,25,2,69,2,8,7,0,131,141,583,53,"Christian Walker",13419,572233
"Anthony Santander","BAL",152,647,33,78,89,0,0.085007727,0.188562596,0.214285714,0.247641509,0.240418118,0.318392581,0.454703832,0.3356011623384045,0.352,122.21977719716867,-1.7010365929454565,14.476460248462544,-12.572695016860962,2.3470588366423604,27,81,24,0,55,1,13,5,0,122,138,574,53,"Anthony Santander",14551,623993
"Rowdy Tellez","MIL",153,599,35,67,89,2,0.103505843,0.202003338,0.241965974,0.215425531,0.219281663,0.305509181,0.461247637,0.32695230861841623,0.349,110.42794509982056,-4.871861940249801,2.3853853903319973,-12.994622468948364,1.0473240510789952,27,58,23,0,62,9,5,3,0,121,116,529,53,"Rowdy Tellez",15679,642133
"Juan Soto","- - -",153,664,27,93,62,6,0.203313253,0.144578313,0.209923664,0.249376558,0.242366412,0.401206636,0.452290076,0.3758501906736075,0.401,145.72258107313874,-2.1293665105476975,33.14385972633873,-20.88431978225708,3.682989344670953,23,73,25,2,135,6,4,0,0,96,127,524,53,"Juan Soto",20123,665742
"Freddie Freeman","LAD",159,708,21,117,100,13,0.118644067,0.144067796,0.18627451,0.358870967,0.325163398,0.406779661,0.511437908,0.3925452781305916,0.403,157.36182044310345,1.686591557227075,48.87143835011708,-8.52536678314209,6.7907296739971414,32,129,47,2,84,12,5,7,0,102,199,612,52,"Freddie Freeman",5361,518692
"Eugenio Suárez","SEA",150,629,31,76,87,0,0.116057233,0.311605723,0.222836095,0.302180685,0.23572744,0.332273449,0.458563535,0.3442028495579342,0.339,132.02477755786296,-1.491458285599947,21.17606708392605,0.1889846995472908,4.330687340242979,30,71,24,2,73,0,8,5,0,196,128,543,52,"Eugenio Suarez",12552,553993
"Teoscar Hernández","TOR",131,535,25,71,77,6,0.063551401,0.284112149,0.224448897,0.335403726,0.266533066,0.31588785,0.490981963,0.34775336479472224,0.351,129.5304620266591,0.5488056447356939,18.32715217494572,-7.549693584442139,2.9070748990661746,29,72,35,1,34,0,2,0,0,152,133,499,52,"Teoscar Hernandez",13066,606192
"Corey Seager","TEX",151,663,33,91,83,3,0.087481146,0.155354449,0.210792581,0.242424242,0.244519392,0.316742081,0.455311973,0.3312733048891149,0.372,116.57334340226429,0.1997460057027638,12.564657174576572,8.408771753311157,4.402402667556804,28,87,24,1,58,7,7,5,0,103,145,593,52,"Corey Seager",13624,608369
"Willy Adames","MIL",139,617,31,83,98,8,0.079416531,0.26904376,0.220248668,0.278378378,0.238010657,0.298217179,0.458259325,0.3247190959484647,0.323,108.90093169867333,1.1370330858044326,7.517713580610497,13.565987586975098,4.439913209840536,26,72,31,0,49,3,1,4,0,166,134,563,52,"Willy Adames",15986,642715
"Giancarlo Stanton","NYY",110,452,31,53,78,0,0.110619469,0.303097345,0.251256281,0.227467811,0.211055276,0.297117516,0.462311557,0.32690251909013845,0.35,113.46410290342094,-1.6967609385028481,5.1515457346777005,-8.875607296824455,1.1090195769596531,32,46,7,0,50,2,0,3,0,137,84,398,51,"Giancarlo Stanton",4949,519317
"Rafael Devers","BOS",141,614,27,84,88,3,0.081433224,0.185667752,0.225225225,0.32853717,0.295495495,0.358306188,0.52072072,0.37278885687168556,0.361,140.10477260873677,-0.7194216796196997,26.9902750457401,1.3277483880519867,5.010944237402653,25,94,42,1,50,11,6,3,0,114,164,555,51,"Rafael Devers",17350,646240
"Dansby Swanson","ATL",162,696,25,99,96,18,0.070402298,0.261494252,0.1703125,0.347826086,0.2765625,0.329022988,0.446875,0.3374367519870572,0.337,116.77114989445319,3.718782519455999,17.280617199515603,22.036877632141113,6.639435588195787,28,119,32,1,49,0,3,4,0,182,177,640,50,"Dansby Swanson",18314,621020
"J.D. Martinez","BOS",139,596,16,76,62,0,0.087248322,0.24328859,0.174484053,0.344827586,0.2739212,0.34117647,0.448405253,0.3429882992999722,0.349,119.06620451967626,-2.8601883882656693,9.927082051370586,-15.01543140411377,1.4436607799125445,34,86,43,1,52,1,5,5,0,145,146,533,49,"J.D. Martinez",6184,502110
"Paul Goldschmidt","STL",151,651,35,106,115,7,0.121351766,0.216589861,0.260249554,0.367609254,0.317290552,0.403697996,0.577540106,0.4193155593526216,0.367,175.43467587848605,0.9596736994571984,58.01528765984011,-15.32869577407837,6.830813766145351,34,102,41,0,79,1,5,4,0,141,178,561,49,"Paul Goldschmidt",9218,502671
"Luke Voit","- - -",135,568,22,55,69,1,0.096830985,0.315140845,0.176,0.298360655,0.226,0.308098591,0.402,0.3113860574138648,0.322,102.55368185179418,-4.872380896471441,-3.1871419329548294,-12.338842749595642,0.41923215482931786,31,69,22,0,55,1,7,6,0,179,113,500,48,"Luke Voit",14811,572228
"Matt Chapman","TOR",155,621,27,83,76,2,0.109500805,0.273752012,0.204460966,0.277456647,0.228624535,0.323671497,0.433085501,0.3307340100888283,0.341,117.51515486503425,1.0802905787713826,13.32005122158055,3.803401470184326,3.858785613748607,29,68,27,1,68,1,10,5,0,170,123,538,48,"Matt Chapman",16505,656305
"Bo Bichette","TOR",159,697,24,91,93,13,0.058823529,0.222381635,0.179447853,0.347368421,0.2898773,0.332855093,0.469325153,0.3474860288833443,0.334,129.34172848499162,-0.02676507644355297,22.986901424246177,0.8417849540710449,4.815028618727128,24,121,43,1,41,0,2,2,0,155,189,652,48,"Bo Bichette",19612,666182
"Julio Rodríguez","SEA",132,560,28,84,75,25,0.071428571,0.258928571,0.225048924,0.345132743,0.283757338,0.344642857,0.508806262,0.366144234113556,0.337,147.51493447290923,3.5966156446374953,33.5389396024506,3.922666549682617,5.791779747145188,21,89,25,3,40,4,8,1,0,145,145,511,48,"Julio Rodriguez",23697,677594
"José Abreu","CHW",157,679,15,85,75,0,0.091310751,0.162002945,0.141430948,0.35,0.304492512,0.37849779,0.44592346,0.3613577484204111,0.373,137.28691392838536,-2.33885183557868,26.151220879383683,-11.513151049613953,3.7903114982083874,35,128,40,0,62,2,12,4,0,110,183,601,47,"Jose Abreu",15676,547989
"Rhys Hoskins","PHI",156,672,30,81,79,2,0.107142857,0.251488095,0.215619694,0.291878172,0.246179966,0.332339791,0.46179966,0.34517193995360645,0.338,122.66730907882757,-2.587623373605311,15.110026764914473,-15.490119457244873,2.3847387319628575,29,80,33,2,72,0,6,4,0,169,145,589,47,"Rhys Hoskins",16472,656555
"Marcell Ozuna","ATL",124,507,23,56,56,2,0.061143984,0.240631163,0.187234043,0.252279635,0.225531914,0.274161735,0.412765957,0.2977949434953799,0.334,89.66510055710184,-1.9536643917672336,-8.041467254824195,-12.579590559005737,-0.3358264465746841,31,64,19,0,31,0,2,4,0,122,106,470,46,"Marcell Ozuna",10324,542303
"Mookie Betts","LAD",142,639,35,117,82,12,0.086071987,0.162754303,0.263986014,0.272311212,0.269230769,0.339593114,0.533216783,0.3733934800203231,0.344,144.26631334521406,2.1146651706658304,34.97867697550371,1.3619661331176758,6.121214954205369,29,76,40,3,55,0,8,4,0,104,154,572,46,"Mookie Betts",13611,605141
"Carlos Correa","MIN",136,590,22,70,64,0,0.10338983,0.205084745,0.176245211,0.339425587,0.291187739,0.366101694,0.46743295,0.3623498081147265,0.36,139.16724655124978,-3.227605876047164,22.776528203500913,2.0805773735046387,4.567912705909133,27,105,24,1,61,2,3,4,0,121,152,522,46,"Carlos Correa",14162,621043
"Taylor Ward","LAA",135,564,23,73,65,5,0.106382978,0.212765957,0.191919192,0.324929971,0.28080808,0.359929078,0.472727272,0.36193434651016343,0.361,136.44091182771547,-2.6113391537219286,20.51653324363667,-3.3401741981506348,3.6751771983336643,28,92,22,2,60,0,4,5,0,120,139,495,46,"Taylor Ward",17548,621493
"Seth Brown","OAK",150,555,25,55,73,11,0.091891891,0.263063063,0.214,0.272727272,0.23,0.304504504,0.444,0.32343787613554276,0.338,114.97052962646602,0.8656385019421577,10.215334525408334,-12.360682964324951,1.6166002780737054,29,61,26,3,51,3,3,1,0,146,115,500,46,"Seth Brown",18171,664913
"Kyle Tucker","HOU",150,609,30,71,107,25,0.096880131,0.155993431,0.220588235,0.26128266,0.257352941,0.330033003,0.477941176,0.3476341959844,0.353,129.64229271781184,3.1899325591512024,23.503978366320766,4.080628871917725,4.917344924324917,25,81,28,1,59,4,1,2,0,95,140,544,46,"Kyle Tucker",18345,663656
"C.J. Cron","COL",150,632,29,79,102,0,0.068037974,0.25949367,0.210434782,0.30749354,0.257391304,0.315372424,0.467826086,0.33478003158569336,0.32,102.96996569277681,-0.4765774509869516,1.7042177197877777,-10.586436986923218,1.3477221311053877,32,88,28,3,43,6,8,5,0,164,148,575,45,"C.J. Cron",12546,543068
"Manny Machado","SDP",150,644,32,100,102,9,0.097826086,0.206521739,0.233564014,0.337349397,0.297577854,0.366459627,0.531141868,0.38163479654946914,0.338,151.89197100623315,-0.35859126038849354,38.46828038009282,7.243009865283966,7.123139353221588,29,102,37,1,63,10,1,2,0,133,172,578,44,"Manny Machado",11493,592518
"J.T. Realmuto","PHI",139,562,22,75,84,21,0.072953736,0.211743772,0.202380953,0.317934782,0.27579365,0.34163701,0.478174603,0.3539975367340387,0.351,128.70202522484274,3.4995416896417737,22.240647955233374,21.849360942840576,6.657046034303991,31,86,26,5,41,1,12,5,0,119,139,504,44,"J.T. Realmuto",11739,592663
"Max Muncy","LAD",136,565,21,69,69,2,0.159292035,0.249557522,0.1875,0.227272727,0.196120689,0.329203539,0.383620689,0.31791866766222826,0.339,106.3340630778095,-0.4566080360673368,3.7013221944071297,-3.7434619665145874,2.0341552413476673,31,47,22,1,90,1,5,6,0,141,91,464,44,"Max Muncy",13301,571970
"Ronald Acuña Jr.","ATL",119,533,15,71,50,29,0.099437148,0.236397748,0.147751606,0.33130699,0.265524625,0.350844277,0.413276231,0.33541279749518754,0.366,115.38722185482577,3.694984905421734,13.22368790053637,-8.559964060783386,2.412794421405049,24,85,24,0,53,4,10,3,0,126,124,467,44,"Ronald Acuna Jr.",18401,660670
"Sean Murphy","OAK",148,612,18,67,66,1,0.091503267,0.202614379,0.176908752,0.29,0.24953445,0.332242225,0.426443202,0.3313379441380305,0.344,120.5478118024314,-0.8173178508877754,13.333591361576246,17.320361614227295,5.24957103205541,27,77,37,2,56,2,13,5,0,124,134,537,44,"Sean Murphy",19352,669221
"Nathaniel Lowe","TEX",157,645,27,74,76,2,0.074418604,0.227906976,0.190556493,0.362768496,0.301854974,0.358139534,0.492411467,0.36830977574106694,0.344,142.72031437494527,-3.2043391703628004,27.802785667471213,-18.826507568359375,3.0830096544359247,26,123,26,3,48,2,4,0,0,147,179,593,44,"Nathaniel Lowe",19566,663993
"Joc Pederson","SFG",134,433,23,57,70,3,0.09699769,0.230946882,0.247368421,0.310344827,0.27368421,0.353348729,0.521052631,0.3732042316780534,0.364,144.4071687835912,-0.014259021263569593,22.325955929544893,-14.991748809814453,2.3323748760437133,30,59,19,3,42,3,7,4,0,100,104,380,43,"Joc Pederson",11899,592626
"Gleyber Torres","NYY",140,572,24,73,76,10,0.068181818,0.225524475,0.19391635,0.295212765,0.256653992,0.309982486,0.450570342,0.32824369505545375,0.319,114.41094498172086,-2.152903172187507,7.122992002270067,0.01761263608932495,2.6480087314209766,25,82,28,1,39,2,3,3,1,129,135,526,43,"Gleyber Torres",16997,650402
"Will Smith","LAD",137,578,24,68,87,1,0.096885813,0.166089965,0.20472441,0.275510204,0.259842519,0.342560553,0.464566929,0.34873081167400505,0.349,127.40261488084201,-2.5942776738666,15.807772538788246,5.503381729125977,4.323078832858123,27,79,26,3,56,4,10,4,0,96,132,508,43,"Will Smith",19197,669257
"Francisco Lindor","NYM",161,706,26,98,107,16,0.083569405,0.188385269,0.17936508,0.30125523,0.269841269,0.338526912,0.449206349,0.34181135130876844,0.331,124.49756976678198,1.2243537404574454,21.31870871976555,14.94306993484497,6.354677560426924,28,114,25,5,59,2,10,7,0,133,170,630,42,"Francisco Lindor",12916,596019
"Brandon Drury","- - -",138,568,28,87,87,2,0.066901408,0.221830985,0.22972973,0.29347826,0.262548262,0.320422535,0.492277992,0.34955509153889935,0.316,123.03410402665313,-2.7555950763635337,12.445190239997594,-2.2784902676939964,3.1168706042689243,29,75,31,2,38,0,8,4,0,126,136,518,41,"Brandon Drury",11615,592273
"Patrick Wisdom","CHC",134,534,25,67,66,8,0.099250936,0.342696629,0.219616205,0.273764258,0.206823027,0.298311444,0.426439232,0.31636734620520945,0.295,106.12562044902178,0.4344155532307923,4.234889036947617,-10.9616569429636,1.2204423188899085,30,44,28,0,53,1,9,2,1,183,97,469,41,"Patrick Wisdom",13602,621550
"Anthony Rizzo","NYY",130,548,32,77,75,6,0.105839416,0.184306569,0.255913979,0.215568862,0.223655913,0.33759124,0.479569892,0.3523404493762998,0.349,131.42274770670375,-2.169088141527027,17.208158186013176,-10.959971904754639,2.4746603062590253,32,50,21,1,58,6,23,2,0,101,104,465,40,"Anthony Rizzo",3473,519203
"Nolan Arenado","STL",148,620,30,73,103,5,0.083870967,0.116129032,0.240574506,0.289760348,0.292639138,0.358064516,0.533213644,0.38100475536559736,0.339,149.23873319731655,0.08541628066450357,35.55408813214161,11.835554584860802,7.2127657202444775,31,90,42,1,52,3,7,4,0,72,163,557,40,"Nolan Arenado",9777,571448
"Trea Turner","LAD",160,708,21,101,100,27,0.063559322,0.185028248,0.168711656,0.341897233,0.297546012,0.342776203,0.466257668,0.3496184023559516,0.335,128.0095265665505,6.5942411054857075,29.634395856065368,6.7855817675590515,6.378504088388924,29,130,39,4,45,1,3,6,0,131,194,652,40,"Trea Turner",16252,607208
"Daulton Varsho","ARI",151,592,27,79,74,16,0.077702702,0.244932432,0.207156309,0.269230769,0.235404896,0.30220713,0.442561205,0.32278947646022854,0.298,106.3111882556776,2.202650709543377,6.543544974410619,14.65126371383667,4.361376451001402,25,72,23,3,46,0,7,5,2,145,125,531,40,"Daulton Varsho",19918,662139
"Bobby Witt Jr.","KCR",150,632,20,82,80,30,0.047468354,0.213607594,0.17428088,0.29478458,0.253807106,0.294303797,0.428087986,0.3110445913814363,0.313,97.83347165467836,7.209347918163985,5.66853895248277,-3.5337300300598145,2.3215377444054575,22,93,31,6,30,2,6,5,0,135,150,591,40,"Bobby Witt Jr.",25764,677951
"Gary Sánchez","MIN",128,471,16,42,61,2,0.08492569,0.288747346,0.171837709,0.257352941,0.205250596,0.282377919,0.377088305,0.29018228410915203,0.321,88.21848950345024,-1.1895850910805166,-7.433963664108991,5.714518427848816,1.382551464158087,29,46,24,0,40,0,7,5,0,136,86,419,39,"Gary Sanchez",11442,596142
"Mike Yastrzemski","SFG",148,558,17,73,57,5,0.109318996,0.252688172,0.177319588,0.261261261,0.214432989,0.305206463,0.391752577,0.3067771659719238,0.314,98.98604929193495,0.8309315852820873,0.17358046468293065,-5.026734352111816,1.5037595155248795,31,54,31,2,61,0,5,6,1,141,104,485,39,"Mike Yastrzemski",14854,573262
"Ryan McMahon","COL",153,597,20,67,67,7,0.100502512,0.264656616,0.168241966,0.310734463,0.245746691,0.326633165,0.413988657,0.32567368669925223,0.33,96.74328121074484,0.747899601701647,-1.5110209505354302,10.082183599472046,3.053980055516945,27,84,23,3,60,0,5,3,0,158,130,529,39,"Ryan McMahon",15112,641857
"Hunter Renfroe","MIL",125,522,29,62,72,1,0.074712643,0.231800766,0.23628692,0.281345565,0.255274261,0.315384615,0.491561181,0.34654784225544716,0.323,123.82686714114479,-1.7754868203774095,12.675044381070911,-7.66618013381958,2.409343745433421,30,68,23,1,39,1,4,3,2,121,121,474,39,"Hunter Renfroe",15464,592669
"Cal Raleigh","SEA",119,415,27,46,63,1,0.091566265,0.293975903,0.278378379,0.225663716,0.21081081,0.284337349,0.489189189,0.3298870839268328,0.324,121.91814753081805,0.7562918243929744,10.992032766361078,15.646769732236862,4.174219608683206,25,30,20,1,38,0,2,5,0,122,78,370,39,"Cal Raleigh",21534,663728
"Salvador Perez","KCR",114,473,23,48,76,0,0.038054968,0.230443974,0.211235955,0.284810126,0.253932584,0.291754756,0.465168539,0.3241335268739429,0.323,107.07398535680468,-2.3254608842544258,1.4397789131833845,-9.103049516677856,0.7651087290755711,32,66,23,1,18,2,7,3,0,109,113,445,38,"Salvador Perez",7304,521692
"Jeremy Peña","HOU",136,558,22,72,63,11,0.039426523,0.241935483,0.172744721,0.298102981,0.253358925,0.288808664,0.426103646,0.30914940106739636,0.304,102.47283535760987,2.2703479919582605,3.823080851931491,10.076942443847656,3.311261924208486,24,88,20,2,22,0,6,5,1,135,132,521,38,"Jeremy Pena",21636,665161
"AJ Pollock","CHW",138,527,14,61,56,3,0.060721062,0.185958254,0.143149284,0.278215223,0.245398773,0.292220113,0.388548057,0.2973666204673289,0.317,92.1105208593312,-2.3621562789194286,-7.040868039794529,-4.549406588077545,0.5319950105124086,34,79,26,1,32,0,2,4,0,98,120,489,37,"AJ Pollock",9256,572041
"Bryce Harper","PHI",99,426,18,63,65,11,0.10798122,0.204225352,0.227027027,0.323529411,0.286486486,0.363849765,0.513513513,0.3693287411182047,0.38,139.18510857169528,1.1611530049704015,20.55558296545679,-9.769081085920334,2.669596530054677,29,59,28,1,46,9,3,7,0,87,106,370,37,"Bryce Harper",11579,547180
"Marcus Semien","TEX",161,724,26,101,83,25,0.073204419,0.165745856,0.181126332,0.262955854,0.248097412,0.303867403,0.429223744,0.31717919941106554,0.306,106.62320079030867,5.962811171077192,11.358834651165257,7.3029046058654785,4.362121673299975,31,101,31,5,53,0,4,10,0,120,163,657,37,"Marcus Semien",12533,543760
"Byron Buxton","MIN",92,382,28,61,51,6,0.089005235,0.303664921,0.302941177,0.243654822,0.223529411,0.306282722,0.526470588,0.3559195634894346,0.358,134.62762882587776,3.236294020432979,18.121452393279483,2.9827280044555664,3.483588769515358,28,32,13,3,34,0,7,1,0,116,76,340,37,"Byron Buxton",14161,621439
"Trey Mancini","- - -",143,587,18,56,63,0,0.090289608,0.229982964,0.1522158,0.285714285,0.238921001,0.318568994,0.391136801,0.31233362968151385,0.327,105.49691478182889,-2.333709277678281,1.2972756706110582,-10.997934103012085,0.9295171969164822,30,82,23,1,53,2,10,5,0,135,124,519,37,"Trey Mancini",15149,641820
"Eduardo Escobar","NYM",136,542,20,58,69,0,0.073800738,0.23800738,0.18989899,0.28125,0.24040404,0.295202952,0.43030303,0.31137892122834865,0.314,103.68865658643247,0.10096544539555907,2.4237764598093046,-3.1475794315338135,1.8795966515874634,33,69,26,4,40,3,1,6,0,129,119,495,35,"Eduardo Escobar",6153,500871
"George Springer","TOR",133,583,25,89,76,14,0.092624356,0.171526586,0.204678362,0.284987277,0.26705653,0.341968911,0.471734892,0.3521003138441528,0.342,132.59931680684383,4.543689795769751,25.930420279049162,-5.044157862663269,4.127758023459648,32,86,22,4,54,1,7,5,0,100,137,513,35,"George Springer",12856,543807
"José Ramírez","CLE",157,685,29,90,126,20,0.100729927,0.119708029,0.234608985,0.278557114,0.279534109,0.354744525,0.514143094,0.3627308818630706,0.32,140.00021261532623,3.573576353956014,34.40689097350308,0.8441827297210693,5.974513875221413,29,90,44,5,69,20,6,9,0,82,168,601,35,"Jose Ramirez",13510,608070
"Alex Bregman","HOU",155,656,23,93,93,1,0.132621951,0.117378048,0.195255475,0.259825327,0.259124087,0.365853658,0.454379562,0.35776854207497516,0.35,136.79692832325603,-3.3899701153859496,23.773343596947967,6.86079216003418,5.393511158719006,28,81,38,0,87,1,11,10,0,77,142,548,35,"Alex Bregman",17678,608324
"MJ Melendez","KCR",129,534,18,57,62,2,0.123595505,0.245318352,0.176086956,0.257861635,0.217391304,0.312734082,0.39347826,0.31021197305164017,0.332,97.24566059169871,-1.4868887681514025,-3.1419956944604706,-20.35927015542984,-0.6953851580581054,23,58,21,3,66,1,1,7,0,131,100,460,35,"MJ Melendez",22197,669004
"Jose Altuve","HOU",141,604,28,103,57,18,0.109271523,0.144039735,0.233396585,0.314769975,0.299810246,0.387417218,0.533206831,0.3968867239761986,0.354,164.41354359861333,0.3844012045301497,44.16497745544211,2.041203737258911,6.855949186646759,32,91,39,0,66,2,10,1,0,87,158,527,34,"Jose Altuve",5417,514888
"Andrew McCutchen","MIL",134,580,17,66,69,8,0.098275862,0.213793103,0.147572816,0.277777777,0.236893203,0.315517241,0.384466019,0.3090147267969161,0.325,98.16268787906489,-2.5855397526174784,-3.8236442453825914,-10.721259266138077,0.5655393791125558,35,80,25,0,57,1,4,4,0,124,122,515,34,"Andrew McCutchen",9847,457705
"Christian Yelich","MIL",154,671,14,99,57,19,0.13114754,0.2414307,0.130434782,0.326683291,0.252173913,0.35522388,0.382608695,0.32762391325226403,0.338,110.8871710794853,3.177596583031118,11.665177612374121,-14.29987096786499,2.144405756099855,30,102,25,4,88,5,5,2,1,162,145,575,34,"Christian Yelich",11477,592885
"Randy Arozarena","TBR",153,645,20,72,89,32,0.071317829,0.241860465,0.182593857,0.325242718,0.262798634,0.327131782,0.445392491,0.3355182816229564,0.301,123.57849416657791,-1.4923276375047863,15.621341182779013,-8.847334325313568,2.8517791832972064,27,90,41,3,46,2,11,2,0,156,154,586,34,"Randy Arozarena",19290,668227
"Josh Donaldson","NYY",132,546,15,59,62,2,0.098901098,0.271062271,0.152719665,0.283489096,0.221757322,0.307692307,0.374476987,0.3015580004508342,0.299,95.57140476197442,-3.927892716601491,-6.648876632433872,4.830741584300995,1.621088590387059,36,63,28,0,54,1,8,6,0,148,106,478,33,"Josh Donaldson",5038,518626
"Willson Contreras","CHC",113,487,22,65,55,4,0.092402464,0.211498973,0.223557692,0.269624573,0.242788461,0.349075975,0.466346153,0.3568936591275664,0.364,133.83647117282203,-1.1899198167957366,17.95530149262542,-1.385283350944519,3.496939156465116,30,54,23,2,45,0,24,2,0,103,101,416,33,"Willson Contreras",11609,575929
"Brandon Nimmo","NYM",151,673,16,102,64,3,0.105497771,0.172362555,0.158620689,0.31707317,0.274137931,0.367164179,0.43275862,0.35271362439909976,0.338,131.9522637759577,2.936079025734216,27.920141824928333,0.5258954763412476,5.4149856520139945,29,106,30,7,71,0,16,3,3,116,159,580,33,"Brandon Nimmo",12927,607043
"Javier Báez","DET",144,590,17,64,67,9,0.044067796,0.249152542,0.154954955,0.291878172,0.237837837,0.277966101,0.392792792,0.2911249741228813,0.281,89.39571189065408,2.0852014063857496,-4.955255967935079,4.881620794534683,1.9502755953941096,29,84,27,4,26,1,6,3,0,147,132,555,33,"Javier Baez",12979,595879
"Josh Bell","- - -",156,647,17,78,71,0,0.125193199,0.157650695,0.155797102,0.296127562,0.266304347,0.361801242,0.422101449,0.34353532353416083,0.346,123.72685930790932,-5.033727115020156,12.802003388477136,-14.945083633065224,2.1094288061881508,29,98,29,3,81,4,5,6,0,102,147,552,33,"Josh Bell",13145,605137
"Joey Gallo","- - -",126,410,19,48,47,3,0.136585365,0.397560975,0.197142857,0.218934911,0.16,0.280487804,0.357142857,0.28599218609856397,0.294,84.48351188063289,-0.8542669760063291,-8.057291898756684,-5.211798310279846,0.0070973557690535705,28,27,8,2,56,0,3,1,0,163,56,350,33,"Joey Gallo",14128,608336
"Eloy Jiménez","CHW",84,327,16,40,54,0,0.085626911,0.220183486,0.205479453,0.336538461,0.294520547,0.357798165,0.5,0.37002618724782166,0.365,143.40664977753744,-1.5613751146011055,14.411068480595848,-8.661251306533813,1.6889103936656138,25,58,12,0,28,0,3,4,0,72,86,292,33,"Eloy Jimenez",17484,650391
"Alec Bohm","PHI",152,631,13,79,72,2,0.049128367,0.174326465,0.11774744,0.3192389,0.279863481,0.315372424,0.397610921,0.3097716810211303,0.333,98.46152226715449,-2.7103946963325143,-3.838285199626295,-4.477790832519531,1.4035570060486724,25,124,24,3,31,1,4,10,0,110,164,586,33,"Alec Bohm",21618,664761
