Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,NameASCII,PlayerId,MLBAMID
"Jarren Duran","BOS",160,735,21,111,75,34,0.073469387,0.217687074,0.207153502,0.344827586,0.284649776,0.341961852,0.491803278,0.3568673902286514,0.338,129.02292667113866,8.356321357190609,32.76443130889777,7.197542428970337,6.663862539441476,27,108,48,14,54,1,6,3,1,160,191,671,"Jarren Duran",24617,680776
"Ezequiel Tovar","COL",157,695,26,83,78,6,0.033093525,0.287769784,0.2,0.344036697,0.26870229,0.294629898,0.46870229,0.3244099165637826,0.289,94.9116291349422,0.05427958816289902,-4.174595393185702,16.710549354553223,3.6884965335889164,22,101,45,4,23,1,4,7,5,200,176,655,"Ezequiel Tovar",24064,678662
"Marcus Semien","TEX",159,718,23,101,74,8,0.08913649,0.146239554,0.153846154,0.250478011,0.236923076,0.307799442,0.39076923,0.30588280763373027,0.313,98.97228367035243,1.5033891126513481,0.6590764380900551,15.709214210510254,4.168488992792493,33,102,27,2,64,2,3,1,0,105,154,650,"Marcus Semien",12533,543760
"Luis Arraez","- - -",150,672,4,83,46,9,0.035714285,0.043154761,0.078492936,0.323966942,0.313971742,0.346268656,0.392464678,0.3227873320343612,0.325,109.21471774923765,-0.9955071620643139,6.409280248631596,-18.125121653079987,1.10460650300918,27,161,32,3,24,3,8,1,2,29,200,637,"Luis Arraez",18568,650333
"Anthony Volpe","NYY",160,689,12,90,60,28,0.06095791,0.226415094,0.120879121,0.302966101,0.2433281,0.293002915,0.364207221,0.28735230665137296,0.274,85.91384880657668,5.045042768120766,-6.0599217397616325,15.958579063415527,3.400233233312499,23,109,27,7,42,1,4,3,2,156,155,637,"Anthony Volpe",27647,683011
"Shohei Ohtani","LAD",159,731,54,134,130,59,0.110807113,0.221614227,0.336477988,0.336470588,0.309748427,0.39010989,0.646226415,0.43054929176412915,0.442,181.15414439501438,9.723924972116947,80.66362777617202,-17.17592430114746,9.07467354204,29,98,38,7,81,10,6,5,0,162,197,636,"Shohei Ohtani",19755,660271
"Bobby Witt Jr.","KCR",161,709,32,125,109,31,0.080394922,0.149506346,0.256289308,0.35375494,0.331761006,0.389280677,0.588050314,0.40973835374627793,0.407,167.54034664406979,4.515546567738056,59.30729104175124,17.491880416870117,10.378591764434228,24,123,45,11,57,9,8,8,0,106,211,636,"Bobby Witt Jr.",25764,677951
"Gunnar Henderson","BAL",159,719,37,118,92,21,0.108484005,0.221140472,0.247619048,0.319634703,0.28095238,0.364394993,0.528571428,0.38146476194387025,0.374,154.74504761804945,3.9459963738918304,48.98402116316121,4.671119689941406,8.022841491523334,23,102,31,7,78,1,7,4,0,159,177,630,"Gunnar Henderson",26289,683002
"Jose Altuve","HOU",153,682,20,94,65,22,0.068914956,0.174486803,0.144904458,0.337423312,0.294585987,0.350439882,0.439490445,0.344237520589548,0.316,127.47955141816854,-0.7232182770967484,20.72047669658519,-5.374680399894714,3.938642516127196,34,134,31,0,47,2,7,0,0,119,185,628,"Jose Altuve",5417,514888
"Bryan Reynolds","PIT",156,692,24,73,88,10,0.082369942,0.225433526,0.172025723,0.330337078,0.274919614,0.343930635,0.446945337,0.3427446141990418,0.35,117.77041804655428,0.9794340059161186,15.684433824298683,-18.066542625427246,2.137459881623713,29,115,29,3,57,3,10,3,0,156,171,622,"Bryan Reynolds",19326,668804
"José Ramírez","CLE",158,682,39,114,118,41,0.079178885,0.120234604,0.258064516,0.265346534,0.279032258,0.334801762,0.537096774,0.3642762730118049,0.329,141.27336308298348,6.284606710076332,38.49231618179485,1.2287049293518066,6.456060393141465,31,93,39,2,54,12,1,6,0,82,173,620,"Jose Ramirez",13510,608070
"Francisco Lindor","NYM",152,689,33,107,91,29,0.081277213,0.184325108,0.226537217,0.295010845,0.273462783,0.343976777,0.5,0.36288581496572286,0.379,137.42724248761272,3.99249891936779,34.82923027077469,17.369581699371338,7.764120457643564,30,96,39,1,56,0,12,3,0,127,169,618,"Francisco Lindor",12916,596019
"Elly De La Cruz","CIN",160,696,25,105,76,67,0.099137931,0.31321839,0.21197411,0.359042553,0.258899676,0.338616714,0.470873786,0.34864824028373453,0.328,117.85621503824532,7.459731101989746,22.3211382147566,16.681203365325928,6.4253292905627,22,89,36,10,69,2,6,1,2,218,160,618,"Elly De La Cruz",26668,682829
"Vladimir Guerrero Jr.","TOR",159,697,30,98,103,2,0.103299856,0.137733142,0.22077922,0.342105263,0.323051948,0.395982783,0.543831168,0.39789022276871394,0.408,165.02279452706466,-5.593141965568066,46.26345532728007,-17.353923320770264,5.391243337243111,25,124,44,1,72,12,5,4,0,96,199,616,"Vladimir Guerrero Jr.",19611,665489
"Willy Adames","MIL",161,688,32,93,112,21,0.107558139,0.251453488,0.211475409,0.296568627,0.250819672,0.331395348,0.462295081,0.34193181539103934,0.339,119.43800398037838,1.2232448980212212,17.215193648960177,5.973108172416687,4.764536501974183,28,88,33,0,74,3,1,3,0,173,153,610,"Willy Adames",15986,642715
"Pete Alonso","NYM",162,695,34,91,88,3,0.100719424,0.247482014,0.21875,0.275862068,0.240131578,0.329496402,0.458881578,0.3398528206020637,0.343,121.92445845780296,-4.254143133759499,13.96697248666537,-16.83373260498047,2.097739193958713,29,81,31,0,70,4,13,4,0,172,146,608,"Pete Alonso",19251,624413
"Marcell Ozuna","ATL",162,688,39,96,104,1,0.107558139,0.247093023,0.244224422,0.359102244,0.301980198,0.378457059,0.54620462,0.39450213334856243,0.402,154.00063286835456,-4.594460561871529,39.832701518182006,-17.5,4.676172045226109,33,113,31,0,74,2,3,4,0,170,183,606,"Marcell Ozuna",10324,542303
"Nick Castellanos","PHI",162,659,23,80,86,6,0.062215477,0.210925644,0.176567657,0.293721973,0.254125412,0.311077389,0.430693069,0.32075803446806006,0.333,104.96917554016036,-3.878407970070839,0.037487026252137845,-18.540567874908447,0.3588594896464442,32,97,30,4,41,2,10,2,0,139,154,606,"Nick Castellanos",11737,592206
"Jeremy Peña","HOU",157,650,15,78,70,20,0.038461538,0.17076923,0.127906977,0.300829875,0.26578073,0.307573415,0.393687707,0.3050573243998891,0.31,99.91940129350425,2.178823299705982,2.1188791180040547,3.271644115447998,2.800043999860503,26,115,28,2,25,1,14,6,3,111,160,602,"Jeremy Pena",21636,665161
"Matt Olson","ATL",162,685,29,78,98,0,0.103649635,0.248175182,0.21,0.293103448,0.246666666,0.332846715,0.456666666,0.33945008884457983,0.341,116.94683331152036,-3.610837012529373,10.270791359851195,-8.311578273773193,2.561711416172146,30,81,37,1,71,5,9,5,0,170,148,600,"Matt Olson",14344,621566
"Paul Goldschmidt","STL",154,654,22,70,65,11,0.071865443,0.264525993,0.168614357,0.307881773,0.245409015,0.301538461,0.414023372,0.30982255549342547,0.329,99.66620026889004,-0.08103436231613159,-0.3420851543488621,-10.696693658828735,1.1125339901312545,36,91,33,1,47,2,2,2,0,173,147,599,"Paul Goldschmidt",9218,502671
"Anthony Santander","BAL",155,665,44,91,102,2,0.087218045,0.193984962,0.270588235,0.224824355,0.235294117,0.308270676,0.505882352,0.3451743663437777,0.324,129.21764224262694,-2.7180080488324165,19.513678967993545,-9.595776557922363,3.3193904344871665,29,69,25,2,58,3,7,5,0,129,140,595,"Anthony Santander",14551,623993
"William Contreras","MIL",155,679,23,99,92,9,0.114874815,0.204712812,0.18487395,0.330275229,0.280672268,0.365243004,0.465546218,0.3587271837346278,0.358,130.742438133437,-2.6190710738301277,22.342353445125696,7.4656758308410645,5.417207923923794,26,105,37,2,78,5,3,3,0,139,167,595,"William Contreras",20503,661388
"Manny Machado","SDP",152,643,29,77,105,11,0.069984447,0.192846034,0.197301855,0.301801801,0.274873524,0.32503888,0.472175379,0.3396645368923385,0.338,121.96089094724196,-0.3648146539926529,16.521007569671987,-3.6257110238075256,3.546503286258359,31,104,30,0,45,6,1,4,0,124,163,593,"Manny Machado",11493,592518
"Salvador Perez","KCR",158,652,27,58,104,0,0.067484662,0.19785276,0.184745763,0.302272727,0.27118644,0.330261136,0.455932203,0.33502383720466283,0.36,114.98462991383784,-5.660632140934467,5.51827180294255,3.411081552505493,3.1724288725596774,34,105,28,0,44,9,11,6,0,129,160,590,"Salvador Perez",7304,521692
"Teoscar Hernández","LAD",154,652,33,84,99,12,0.081288343,0.288343558,0.229202037,0.344173441,0.271646859,0.339477726,0.500848896,0.359840165041847,0.346,133.5620552725716,0.587753526866436,26.754964047191077,-14.613109588623047,3.4996884981533487,31,93,32,2,53,3,8,1,0,188,160,589,"Teoscar Hernandez",13066,606192
"Corbin Carroll","ARI",158,684,22,121,74,35,0.106725146,0.190058479,0.196943973,0.255605381,0.23089983,0.321585903,0.427843803,0.3248603077011837,0.324,106.68507481639462,11.108777575194836,16.576716539919794,-0.3326491117477417,4.0335744067687855,23,78,22,14,73,0,10,9,3,130,136,589,"Corbin Carroll",25878,682998
"Gleyber Torres","NYY",154,665,15,80,63,4,0.09774436,0.204511278,0.120954003,0.306306306,0.257240204,0.330316742,0.378194207,0.31267272580982514,0.307,103.72474872776066,-4.5860981196165085,-1.7519389754852988,-3.6560404300689697,1.7365681566478308,27,110,26,0,65,0,3,8,2,136,151,587,"Gleyber Torres",16997,650402
"Brendan Donovan","STL",153,652,14,65,73,5,0.072085889,0.124233128,0.139693356,0.299798792,0.277683134,0.342024539,0.41737649,0.33223725133146975,0.335,114.75282700897804,-1.8011179119348526,9.701167242495163,0.017113685607910156,3.2493873264393267,27,112,34,3,47,0,13,5,0,81,163,587,"Brendan Donovan",24679,680977
"Masyn Winn","STL",150,637,15,85,57,11,0.064364207,0.171114599,0.148211244,0.303418803,0.267461669,0.313880126,0.415672913,0.315483457292614,0.293,103.47637521276305,2.2045350074768066,4.85259220395332,8.584454774856567,3.5817880409449074,22,105,32,5,41,1,1,5,3,109,157,587,"Masyn Winn",27479,691026
"Taylor Ward","LAA",156,663,25,73,75,6,0.095022624,0.245852187,0.179487179,0.29382716,0.246153846,0.322775263,0.425641025,0.32538151929820824,0.344,110.89873373349609,-2.5704514011740685,5.697447895467548,-1.541224479675293,2.7174347770431733,30,91,26,2,63,0,7,8,0,163,144,585,"Taylor Ward",17548,621493
"Yainer Diaz","HOU",148,619,16,70,84,2,0.038772213,0.17285945,0.141880342,0.338297872,0.299145299,0.324717285,0.441025641,0.3288189165028939,0.339,116.63379043004196,-1.5497913658618927,10.23135310913491,-1.4527434706687927,3.04296862069295,25,127,29,3,24,1,2,8,0,107,175,585,"Yainer Diaz",23003,673237
"Bryan De La Cruz","- - -",149,622,21,61,68,5,0.046623794,0.273311897,0.150684931,0.288944723,0.232876712,0.2705314,0.383561643,0.28260191400204937,0.302,77.31262602451719,-2.6134332790970802,-19.488126999398833,-13.239498615264893,-1.2376595317221593,27,90,25,0,29,1,3,5,0,170,136,584,"Bryan De La Cruz",19600,650559
"Andrés Giménez","CLE",152,633,9,64,63,30,0.041074249,0.153238546,0.087478559,0.285714285,0.252144082,0.298412698,0.339622641,0.28149777878259435,0.296,83.04527976744255,2.2036463543772697,-10.07639827980196,15.72456169128418,2.767980967908075,25,115,22,1,26,1,15,6,3,97,147,583,"Andres Gimenez",19950,665926
"Nico Hoerner","CHC",151,641,7,86,48,31,0.068642745,0.102964118,0.099656357,0.296875,0.273195876,0.335413416,0.372852233,0.3131190129555762,0.313,102.96267755933381,4.983843512833118,7.2547732737951875,9.869657278060913,3.9763899778401592,27,116,35,1,44,1,12,3,0,66,159,582,"Nico Hoerner",21479,663538
"Alex Bregman","HOU",145,634,26,79,75,3,0.06940063,0.135646687,0.192771085,0.264270613,0.259896729,0.315457413,0.452667814,0.3307042115295856,0.319,117.95994545268115,-2.3172428384423256,10.711420996175052,8.290046453475952,4.150531157609891,30,93,30,2,44,1,5,4,0,86,151,581,"Alex Bregman",17678,608324
"Adolis García","TEX",154,637,25,68,85,11,0.070643642,0.277864992,0.175862069,0.2734375,0.224137931,0.284144427,0.4,0.2958071366069824,0.306,91.88485090815523,-0.7119849547743797,-6.626805092624933,-16.570019721984863,-0.19725886144244864,31,78,27,0,45,2,6,6,0,177,130,580,"Adolis Garcia",19287,666969
"Nolan Arenado","STL",152,635,16,70,71,2,0.069291338,0.144881889,0.12283737,0.295597484,0.271626297,0.324921135,0.394463667,0.3136587862538386,0.296,102.24824652949398,-2.100052259862423,-0.3928737256717598,9.64432406425476,3.1426204562975446,33,118,23,0,44,2,5,7,0,92,157,578,"Nolan Arenado",9777,571448
"Jake Cronenworth","SDP",155,656,17,72,83,5,0.092987804,0.179878048,0.149046793,0.274157303,0.240901213,0.323619631,0.389948006,0.31488512410708,0.335,105.28264760943829,0.09038928151130676,4.234360828671356,-5.9377807676792145,2.08355732621407,30,90,29,3,61,0,11,3,1,118,139,577,"Jake Cronenworth",18036,630105
"Juan Soto","NYY",157,713,41,128,109,7,0.180925666,0.16690042,0.28125,0.297619047,0.288194444,0.419354838,0.569444444,0.4205848819428188,0.462,179.6323630976572,-3.8516022339463234,61.11419029834855,-6.0589094161987305,8.146737177913408,25,90,31,4,129,2,4,4,0,119,166,576,"Juan Soto",20123,665742
"Matt Chapman","SFG",154,647,27,98,78,15,0.098918083,0.244204018,0.215652174,0.293367346,0.246956521,0.327666151,0.462608695,0.34013576694527026,0.341,120.56826390869955,3.67997058480978,19.593378709551615,11.554152250289917,5.445329949780966,31,74,39,2,64,3,6,2,0,158,142,575,"Matt Chapman",16505,656305
"Maikel Garcia","KCR",157,626,7,84,58,37,0.067092651,0.164536741,0.100869566,0.268085106,0.231304347,0.281350482,0.332173913,0.27008225181861706,0.3,69.30339253796373,8.046464517712593,-13.940755447291625,4.056810259819031,1.1397011930400167,24,94,27,5,42,0,0,5,4,103,133,575,"Maikel Garcia",22715,672580
"Spencer Steer","CIN",158,656,20,74,92,25,0.109756097,0.208841463,0.177700349,0.260143198,0.224738675,0.31859756,0.402439024,0.3164798483593773,0.315,96.204682253762,4.543553471565247,1.5663174498510664,-10.252284526824951,1.3624157110694353,26,71,34,4,72,1,8,2,0,137,129,574,"Spencer Steer",26323,668715
"Kyle Schwarber","PHI",150,692,38,110,104,5,0.15317919,0.28468208,0.237347295,0.300578034,0.247818499,0.365606936,0.485165794,0.36580757077696713,0.38,135.29060144829,-2.404230482876301,26.79870028263488,-16.731766939163208,3.4231686898532168,31,82,22,0,106,4,5,8,0,197,142,573,"Kyle Schwarber",16478,656941
"JJ Bleday","OAK",159,642,20,74,60,2,0.10436137,0.194704049,0.194055944,0.278688524,0.243006993,0.324492979,0.437062937,0.33021923363302047,0.316,120.0438407845668,-2.566819854080677,12.157036769620978,-2.794337272644043,3.1826712166587248,26,72,43,4,67,2,2,0,1,125,139,572,"JJ Bleday",26368,668709
"Eugenio Suárez","ARI",158,640,30,90,101,2,0.0765625,0.275,0.213660246,0.308510638,0.255691768,0.31875,0.469352014,0.3372951490804553,0.33,115.05457542513633,-1.105575904250145,10.415943888743053,5.062778949737549,3.802980688300129,32,86,28,2,49,0,9,11,0,176,146,571,"Eugenio Suarez",12552,553993
"Brandon Nimmo","NYM",151,663,23,88,90,15,0.116138763,0.238310708,0.175131348,0.267175572,0.224168126,0.32730015,0.399299474,0.32051343887234024,0.335,108.90772891355446,2.4363441690802574,9.498573310345371,-5.091417014598846,2.7387540995783364,31,77,25,3,77,1,12,3,0,158,128,571,"Brandon Nimmo",12927,607043
"Adley Rutschman","BAL",148,638,19,68,79,1,0.09090909,0.161442006,0.140105079,0.271929824,0.250437828,0.318181818,0.390542907,0.30890228964212374,0.315,103.70312275446855,-2.9349715635180473,-0.23167062757279844,6.310220777988434,2.8296866639112634,26,102,21,1,58,3,2,7,0,103,143,571,"Adley Rutschman",26288,668939
"Andrew Vaughn","CHW",149,619,19,55,70,2,0.061389337,0.213247172,0.15614035,0.285377358,0.245614035,0.297253634,0.401754385,0.3037608829183994,0.319,96.95105768203113,-2.498056337237358,-4.6575178318975485,-17.55569887161255,-0.15779683966669555,26,90,30,1,38,0,6,5,0,132,140,570,"Andrew Vaughn",26197,683734
"Ian Happ","CHC",153,657,25,89,86,13,0.121765601,0.255707762,0.198594025,0.298941798,0.242530755,0.340943683,0.44112478,0.34104491788439634,0.345,121.75872578967433,1.229095071554184,18.323741122275635,-5.416159391403198,3.595992739012378,29,77,34,2,80,1,6,2,0,168,138,569,"Ian Happ",17919,664023
"Ryan McMahon","COL",153,645,20,68,65,4,0.106976744,0.286821705,0.155202822,0.319672131,0.241622574,0.32503888,0.396825396,0.31540381861777744,0.325,88.84990788394761,-2.6909623816609383,-11.290982244883256,8.502318382263184,1.9335881310117398,29,89,28,0,69,4,3,4,0,185,137,567,"Ryan McMahon",15112,641857
"Julio Rodríguez","SEA",143,613,20,76,68,24,0.061990212,0.254486133,0.135802469,0.34351145,0.273368606,0.324632952,0.409171075,0.32055336402522194,0.344,115.65391237264376,1.9449702575802803,12.924632494684223,4.189209699630737,3.883104917728161,23,118,17,0,38,1,6,2,0,156,155,567,"Julio Rodriguez",23697,677594
"Jurickson Profar","SDP",158,668,24,94,85,10,0.113772455,0.151197604,0.179078015,0.301801801,0.280141843,0.380090497,0.459219858,0.365296050431334,0.364,139.21265650053607,-0.7853443473577499,30.537703354287743,-11.249306678771973,4.292876486134498,31,105,29,0,76,4,18,5,5,101,158,564,"Jurickson Profar",10815,595777
"Yandy Díaz","TBR",145,621,14,55,65,0,0.080515297,0.152979066,0.13321492,0.31441048,0.280639431,0.341384863,0.413854351,0.3305333292234731,0.336,120.34472436052373,-3.6317461282014847,10.824283104137034,-12.73608386516571,1.9457898385825712,32,112,31,1,50,0,4,4,0,95,158,563,"Yandy Diaz",16578,650490
"Josh Naylor","CLE",152,633,31,84,108,6,0.091627172,0.165876777,0.213143873,0.245939675,0.243339253,0.319620253,0.456483126,0.33160023488998414,0.335,118.28837056897655,-2.558567188680172,10.68741999323665,-9.896463871002197,2.266339626940236,27,79,27,0,58,7,7,4,0,105,137,563,"Josh Naylor",18839,647304
"Jazz Chisholm Jr.","- - -",147,621,24,74,73,40,0.085346215,0.244766505,0.179715302,0.30927835,0.256227758,0.323671497,0.43594306,0.32729744707996195,0.316,109.56829919710812,6.147669576108456,12.936675383995068,4.951201498508453,3.987674482207465,26,95,21,4,53,5,4,2,0,152,144,562,"Jazz Chisholm Jr.",20454,665862
"Aaron Judge","NYY",158,704,58,122,144,10,0.188920454,0.242897727,0.379248659,0.367469879,0.322003577,0.458036984,0.701252236,0.4757340011100992,0.479,218.42537975678286,-0.46655843406915665,94.92787930277183,-10.162972927093506,11.18401845039953,32,85,36,1,133,20,9,2,0,171,180,559,"Aaron Judge",15640,592450
"Alex Verdugo","NYY",149,621,13,74,61,2,0.078904991,0.149758454,0.123434705,0.252699784,0.232558139,0.290791599,0.355992844,0.2834208144509927,0.302,83.14835690521085,-2.481027737259865,-14.455033424154143,-0.4562511444091797,0.6032326651350056,28,88,28,1,49,0,1,10,2,93,130,559,"Alex Verdugo",17027,657077
"Brice Turang","MIL",155,619,7,72,57,50,0.080775444,0.169628432,0.094812165,0.3,0.254025044,0.315960912,0.348837209,0.29423238577694916,0.297,87.33301823787872,7.22822393476963,-2.147937552210852,5.544747591018677,2.4828571651713096,24,107,24,4,50,1,2,3,5,105,142,559,"Brice Turang",22186,668930
"Willi Castro","MIN",158,635,12,89,60,14,0.08031496,0.236220472,0.137992832,0.315,0.247311827,0.331230283,0.385304659,0.3171236067540262,0.32,107.53783062221416,-0.6292019039392471,4.847583282718067,3.91417133808136,3.0964481311736614,27,90,31,5,51,0,21,4,1,150,138,558,"Willi Castro",17338,650489
"Alec Bohm","PHI",143,606,15,62,97,5,0.0660066,0.141914191,0.167870036,0.305010893,0.279783393,0.331683168,0.447653429,0.3352790382129467,0.342,114.74280641935762,-2.628201872110367,8.055310852414342,5.709608495235443,3.508875621299926,27,94,44,2,40,2,6,6,0,86,155,554,"Alec Bohm",21618,664761
"Jackson Merrill","SDP",156,593,24,77,90,16,0.048903878,0.170320404,0.207581228,0.31797235,0.292418772,0.32597623,0.5,0.351507786788097,0.369,129.9322099362613,3.717922583222389,24.94326769399546,6.4294562339782715,5.282593367970289,21,101,31,6,29,1,1,5,4,101,162,554,"Jackson Merrill",29490,701538
"Yordan Alvarez","HOU",147,635,35,88,86,6,0.108661417,0.149606299,0.259057971,0.316901408,0.307971014,0.392125984,0.567028985,0.40158736975397163,0.411,167.82060649985647,-2.9015823751688004,46.37504795052325,-16.65583372116089,5.260886977461196,27,99,34,2,69,16,10,4,0,95,170,552,"Yordan Alvarez",19556,670541
"Orlando Arcia","ATL",157,602,17,50,46,2,0.068106312,0.212624584,0.136116153,0.249394673,0.217785843,0.271214642,0.353901996,0.2726847584048907,0.261,72.00918941931086,-1.1038001999258995,-21.253716706838976,8.697602987289429,0.7767217523763812,29,79,24,0,41,1,2,7,1,128,120,551,"Orlando Arcia",13185,606115
"Bryce Harper","PHI",145,631,30,85,87,7,0.12044374,0.218700475,0.24,0.330729166,0.285454545,0.373015873,0.525454545,0.38021706340771305,0.357,144.98917770401317,-0.47709907591342926,33.46968976764431,-4.223667621612549,5.1938371032848565,31,85,42,0,76,11,2,2,1,138,157,550,"Bryce Harper",11579,547180
"Randy Arozarena","- - -",154,648,20,77,60,20,0.11265432,0.260802469,0.169398908,0.274725274,0.218579234,0.331790123,0.387978142,0.3203924835464101,0.324,114.07055527986186,-1.1501268148422241,9.282456219364857,-12.233232975006104,1.9316709428766428,29,67,33,0,73,0,22,4,0,169,120,549,"Randy Arozarena",19290,668227
"Alec Burleson","STL",152,595,21,71,78,9,0.058823529,0.127731092,0.151736745,0.276315789,0.268738574,0.314189189,0.420475319,0.31856830126127683,0.329,105.55268665784791,-3.0584496036171913,0.8923173889844618,-14.819725513458252,0.6109872462707757,25,106,20,0,35,0,4,6,1,76,147,547,"Alec Burleson",27615,676475
"Brent Rooker","OAK",145,614,39,82,112,11,0.096091205,0.288273615,0.269230769,0.362275449,0.293040293,0.364820846,0.562271062,0.39218441668103954,0.38,163.63141597278016,0.7717088386416435,45.47562460360646,-16.295933842658997,5.132689629385109,29,93,26,2,59,4,5,4,0,177,160,546,"Brent Rooker",19627,667670
"Cal Raleigh","SEA",153,628,34,73,100,6,0.111464968,0.280254777,0.216117216,0.251461988,0.219780219,0.31210191,0.435897435,0.32256641812049425,0.346,117.06993573317554,-2.583449885249138,9.682385648211309,21.68645429611206,5.40709771290461,27,70,16,0,70,4,6,6,0,176,120,546,"Cal Raleigh",21534,663728
"George Springer","TOR",145,614,19,74,56,16,0.097719869,0.187296416,0.150458715,0.244552058,0.220183486,0.303425774,0.370642201,0.2983212936760745,0.322,94.98397643994454,3.446308918297291,-0.07767198446495893,-8.981271266937256,1.183490326074289,34,79,19,3,60,0,6,2,0,115,120,545,"George Springer",12856,543807
"Ceddanne Rafaela","BOS",152,571,15,70,75,19,0.026269702,0.264448336,0.143382353,0.312335958,0.246323529,0.274165202,0.389705882,0.28604016988210273,0.273,79.20161346957882,0.5967237800359726,-12.991771278162929,2.2349307537078857,0.8597309060903928,23,91,23,5,15,1,7,3,2,151,134,544,"Ceddanne Rafaela",24262,678882
"Freddie Freeman","LAD",147,638,22,81,89,9,0.122257053,0.156739811,0.193726938,0.306074766,0.282287822,0.377742946,0.47601476,0.36535710949207906,0.367,137.2753370528749,-1.466296561062336,26.97199760449179,-8.926543831825256,4.061178164967073,34,94,35,2,78,9,10,8,0,100,153,542,"Freddie Freeman",5361,518692
"Isaac Paredes","- - -",153,641,19,64,80,1,0.118564742,0.163806552,0.154981549,0.259433962,0.23800738,0.346333853,0.392988929,0.327380766424588,0.304,116.7198752227572,-0.8136427626013756,11.300041369522296,0.17562022805213928,3.395972122422788,25,84,25,1,76,2,17,6,0,105,129,542,"Isaac Paredes",20036,670623
"Brenton Doyle","COL",149,603,23,82,72,30,0.07628524,0.253731343,0.186346863,0.315508021,0.260147601,0.317195325,0.446494464,0.3279812993811923,0.329,97.31541457559823,5.3565226048231125,3.420743380780701,11.849311828613281,3.6539896358056545,26,90,24,4,46,1,3,8,4,153,141,542,"Brenton Doyle",25479,686668
"Zach Neto","LAA",155,602,23,70,77,30,0.064784053,0.232558139,0.193726938,0.294736842,0.24907749,0.317725752,0.442804428,0.32995627543435024,0.317,114.11671062379766,1.7719764038920403,11.495767296817135,2.2708334922790527,3.4994454973411777,23,77,34,1,39,1,16,1,4,140,135,542,"Zach Neto",31347,687263
"Oneil Cruz","PIT",146,599,21,72,76,22,0.085141903,0.302170283,0.190388171,0.346938775,0.258780036,0.323873121,0.449168207,0.3310161504881952,0.34,109.87635802813169,5.254457287490368,12.3287810523329,1.7327778339385986,3.5154015459851484,25,82,34,3,51,5,3,4,0,181,140,541,"Oneil Cruz",21711,665833
"CJ Abrams","WSN",138,602,20,79,65,31,0.066445182,0.212624584,0.186691312,0.28463476,0.245841035,0.314475873,0.432532347,0.32224908431238153,0.319,106.92605873488542,1.6086479499936104,6.594552335563614,-8.28965711593628,1.8984220966407004,23,78,29,6,40,3,16,4,1,128,133,541,"CJ Abrams",25768,682928
"Josh Bell","- - -",145,603,19,62,71,0,0.084577114,0.199004975,0.156133829,0.286069651,0.249070631,0.319397993,0.40520446,0.31676103881056383,0.31,100.63183406299213,-4.079436346888542,-3.623838532393581,-17.82986807823181,-0.13875710686652987,31,90,23,2,51,1,6,3,0,120,134,538,"Josh Bell",13145,605137
"Christopher Morel","- - -",152,611,21,56,60,8,0.099836333,0.260229132,0.14953271,0.233333333,0.196261682,0.288052373,0.345794392,0.28043045436865405,0.316,81.89017896529853,-2.2638183683156967,-15.090621030906474,-14.682058811187744,-0.9690498733690138,25,70,11,3,61,3,10,5,0,159,105,535,"Christopher Morel",21897,666624
"Jake Burger","MIA",137,579,29,68,76,1,0.053540587,0.259067357,0.209345795,0.291666666,0.250467289,0.300518134,0.459813084,0.3254176387547207,0.338,106.07292322454538,-0.6948285028338432,3.509896901228627,-9.576897621154785,1.3676829432269466,28,81,23,1,31,2,9,4,0,150,134,535,"Jake Burger",22275,669394
"Dansby Swanson","CHC",149,593,16,82,66,19,0.091062394,0.242833052,0.147940075,0.299734748,0.241573033,0.311973018,0.389513108,0.30656940884598216,0.321,98.55434504343681,4.423089563846588,3.3979555884570756,18.276865482330322,4.2810159791230005,30,84,27,2,54,2,2,3,0,144,129,534,"Dansby Swanson",18314,621020
"Jonathan India","CIN",151,637,15,84,58,13,0.125588697,0.196232339,0.144465291,0.2925,0.247654784,0.357480314,0.392120075,0.33337109332948217,0.352,107.57364794843971,-0.05861988663673401,5.7104504023857405,0.12298222025856376,2.7965040135835935,27,87,28,2,80,0,15,7,2,125,132,533,"Jonathan India",21523,663697
"Jackson Chourio","MIL",148,573,21,80,79,22,0.068062827,0.211169284,0.189393939,0.319587628,0.274621212,0.326923076,0.464015151,0.33854969905715593,0.328,117.16160785662413,3.9624959602952003,15.721590458574616,3.03533935546875,3.91077612817441,20,91,29,4,39,4,3,2,1,121,145,528,"Jackson Chourio",28806,694192
"Rafael Devers","BOS",138,601,28,87,83,3,0.111480865,0.244592346,0.243809524,0.323033707,0.272380952,0.354409317,0.516190476,0.36402783280133794,0.364,134.05972820492894,-0.9062288254499435,22.51562452157,-2.595806360244751,4.131484551049083,27,76,34,5,67,14,3,6,0,147,143,525,"Rafael Devers",17350,646240
"Josh Smith","TEX",149,592,13,67,62,11,0.077702702,0.204391891,0.135755258,0.311224489,0.258126195,0.337288135,0.393881453,0.3227134973367325,0.304,110.81133451815832,-0.5580459833145142,6.765250541529275,0.7261479496955872,2.8168441897933096,26,91,30,1,46,1,18,3,2,121,135,523,"Josh Smith",26396,669701
