Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,NameASCII,PlayerId,MLBAMID
"Josh Rojas","SEA",143,476,8,48,31,10,0.096638655,0.226890756,0.111374407,0.282467532,0.225118483,0.304439746,0.33649289,0.2855414129414801,0.293,91.02579097798855,-1.6318509131669998,-6.519598171089248,8.812315106391907,1.8795892881791605,30,66,19,2,46,1,3,2,1,108,95,422,"Josh Rojas",19734,668942
"Brandon Marsh","PHI",135,476,16,55,60,19,0.105042016,0.323529411,0.16985646,0.347826086,0.248803827,0.328421052,0.418660287,0.3257733355070415,0.324,108.34481691896798,2.9195459336042404,7.669452315757678,-0.5903301239013672,2.370618336565628,26,68,17,3,50,0,2,5,1,154,104,418,"Brandon Marsh",20202,669016
"Giancarlo Stanton","NYY",114,459,27,49,72,0,0.082788671,0.31154684,0.242206235,0.281124497,0.232613908,0.298474945,0.474820143,0.3298972602485306,0.352,115.84083800562564,-4.355486452579498,3.9639985971915657,-11.774690628051758,0.7774606244732216,34,50,20,0,38,2,2,2,0,143,97,417,"Giancarlo Stanton",4949,519317
"Jorge Polanco","SEA",118,469,16,43,45,4,0.098081023,0.292110874,0.141486811,0.27443609,0.213429256,0.296375266,0.354916067,0.2870646742024647,0.309,92.09728405649697,-1.535433016717434,-5.776301671077979,-7.2428882122039795,0.2740514532387924,30,62,11,0,46,3,4,2,0,137,89,417,"Jorge Polanco",13152,593871
"Jordan Westburg","BAL",107,447,18,57,63,6,0.049217002,0.217002237,0.216346154,0.304635761,0.264423076,0.311659192,0.48076923,0.3395621362288437,0.353,125.26988496869662,0.2939746826887131,13.218553385447967,-1.4106167554855347,2.7622128563489667,25,61,26,5,22,0,7,1,1,97,110,416,"Jordan Westburg",27815,676059
"Mark Vientos","NYM",111,454,27,58,71,0,0.072687224,0.297356828,0.249394673,0.32421875,0.266343825,0.321585903,0.515738498,0.35599902613572615,0.331,132.7919615421706,-1.9991138502955437,15.803531210840287,-2.8976627588272095,2.896616127748502,24,61,22,0,33,0,3,5,0,135,110,413,"Mark Vientos",22184,668901
"MJ Melendez","KCR",135,451,17,44,44,4,0.077605321,0.250554323,0.194174757,0.241134751,0.206310679,0.273333333,0.400485436,0.29195600084313306,0.317,84.68983430019267,-1.1974732801318169,-9.09810904271221,-9.164527177810669,-0.3296025704258602,25,42,23,3,35,1,3,0,0,113,85,412,"MJ Melendez",22197,669004
"Lawrence Butler","OAK",125,451,22,63,57,18,0.077605321,0.239467849,0.22815534,0.3006993,0.262135922,0.31707317,0.490291262,0.3445680385946963,0.339,130.1370832211039,3.805885098874569,19.357781932983375,-2.7525155544281006,3.271475245474071,23,60,24,2,35,0,0,4,0,108,108,412,"Lawrence Butler",22542,671732
"Jarred Kelenic","ATL",131,449,15,49,45,7,0.071269487,0.296213808,0.162621359,0.299625468,0.230582524,0.285714285,0.393203883,0.2941608500960689,0.308,86.46407123085812,1.7638961225748062,-5.503782017305792,-4.502059459686279,0.513125078628224,24,60,18,2,32,1,1,3,1,133,95,412,"Jarred Kelenic",22558,672284
"Ryan Jeffers","MIN",122,465,21,56,64,3,0.068817204,0.202150537,0.206310679,0.237623762,0.225728155,0.299568965,0.432038834,0.316508739159025,0.304,107.10532019927001,-0.8044765144586563,2.9759623072431736,-2.589287593960762,1.644773647315827,27,50,22,0,32,0,14,6,1,94,93,412,"Ryan Jeffers",24618,680777
"Tyler O'Neill","BOS",113,473,31,74,61,4,0.112050739,0.336152219,0.270072993,0.304932735,0.240875912,0.336152219,0.510948905,0.35966480504243803,0.339,130.9906853790256,-0.7646132633090019,16.007891703792037,-7.694332599639893,2.4910543991236964,29,50,18,0,53,5,7,2,0,159,99,411,"Tyler O'Neill",15711,641933
"Jo Adell","LAA",130,451,20,54,62,15,0.077605321,0.279379157,0.195061728,0.244274809,0.207407407,0.28,0.402469135,0.2959931448998058,0.312,90.22635102211024,-3.0498643070459366,-8.093443988655448,-5.536803260445595,0.14882004510730673,25,47,15,2,35,1,7,3,0,126,84,405,"Jo Adell",20220,666176
"Luke Raley","SEA",137,455,22,58,58,11,0.059340659,0.296703296,0.22029703,0.305220883,0.242574257,0.3200883,0.462871287,0.3390953546065105,0.316,128.6967272058503,0.3840022087097168,15.323960097217075,-8.449512004852295,2.280303490460215,29,55,19,2,27,0,20,2,2,135,98,404,"Luke Raley",19354,670042
"Otto Lopez","MIA",117,434,6,49,39,20,0.057603686,0.172811059,0.106699751,0.317901234,0.270471464,0.313225058,0.377171215,0.30242097917123073,0.313,90.59459499239875,2.369245357811451,-2.5119761409761363,12.10129714012146,2.4852039699783894,25,79,23,1,25,0,1,2,2,75,109,403,"Otto Lopez",19608,672640
"Andy Pages","LAD",116,443,13,65,46,1,0.065462753,0.243792325,0.158808933,0.304195804,0.248138957,0.305429864,0.40694789,0.3098208853022545,0.321,99.89565137881613,-0.5220721065998077,-0.577350030729896,-1.2789208441972733,1.334128227489033,23,63,23,1,29,0,6,4,0,108,100,403,"Andy Pages",24816,681624
"Ha-Seong Kim","SDP",121,470,11,60,47,22,0.123404255,0.163829787,0.136476427,0.261006289,0.23325062,0.330472103,0.369727047,0.3083755688749867,0.313,100.90127073329558,2.318901091814041,2.825441867277708,7.0748900175094604,2.641320468309959,28,64,16,3,58,4,2,3,4,77,94,403,"Ha-Seong Kim",27506,673490
"Mauricio Dubón","HOU",137,428,4,45,47,3,0.037383177,0.128504672,0.092039801,0.298850574,0.268656716,0.296470588,0.360696517,0.2863087520879858,0.272,86.73127265224035,-1.6004021242260933,-8.098386256350086,4.955408811569214,1.152542338561869,29,79,25,0,16,0,2,5,3,55,108,402,"Mauricio Dubon",16530,643289
"Jose Siri","TBR",130,448,18,50,47,14,0.069196428,0.379464285,0.179104477,0.261467889,0.186567164,0.254504504,0.365671641,0.2707812407532254,0.297,78.31388509339176,1.526594951748848,-9.589836031072037,12.824600577354431,1.880246374338591,28,40,16,1,31,0,7,4,2,170,75,402,"Jose Siri",17452,642350
"Harrison Bader","NYM",143,437,12,57,51,17,0.048054919,0.217391304,0.136815921,0.275747508,0.236318407,0.28375286,0.373134328,0.2853290042199126,0.294,85.22619263496502,-1.6599510461091995,-9.380268406663431,7.624912858009338,1.3238845332361366,30,64,19,0,21,1,8,6,0,95,95,402,"Harrison Bader",18030,664056
"Jose Miranda","MIN",121,429,9,44,49,2,0.041958041,0.153846153,0.157107232,0.318181818,0.284289276,0.321678321,0.441396508,0.3278782245154693,0.306,115.10284838281903,-3.5617497861385345,3.8517241000446862,-7.403496980667114,1.1137741402348915,26,73,28,4,18,1,6,4,0,66,114,401,"Jose Miranda",20538,669304
"Patrick Bailey","SFG",121,448,8,46,46,4,0.087053571,0.223214285,0.104738154,0.286666666,0.234413965,0.297539149,0.339152119,0.2813692890290979,0.319,81.01439605535498,0.4736633598804474,-9.697338067728614,36.58157205581665,4.3196039836231614,25,69,16,1,39,0,0,7,1,100,94,401,"Patrick Bailey",27478,672275
"Ozzie Albies","ATL",99,435,10,52,53,8,0.062068965,0.149425287,0.152882205,0.274390243,0.250626566,0.303448275,0.403508771,0.3070691708860726,0.302,95.15225593821283,0.2918430417776108,-2.229838412215055,0.059120774269104004,1.2740982130205065,27,60,29,1,27,0,5,4,0,65,100,399,"Ozzie Albies",16556,645277
"Wilyer Abreu","BOS",132,447,15,59,58,8,0.089485458,0.279642058,0.205513784,0.325757575,0.253132832,0.322147651,0.458646616,0.33560124473017067,0.317,114.06388563739888,1.2683623880147934,8.461501455024285,5.412517070770264,2.975593103691697,25,51,33,2,40,0,3,5,0,125,101,399,"Wilyer Abreu",23772,677800
"Michael Toglia","COL",116,458,25,62,55,10,0.11790393,0.320960698,0.238095238,0.269565217,0.218045112,0.3107221,0.45614035,0.3292400415127094,0.358,98.16263431203512,1.0790068954229355,0.07271873211617841,-11.239930152893066,0.4241804276697253,25,45,14,3,54,2,1,3,0,147,87,399,"Michael Toglia",25845,669911
"Nicky Lopez","CHW",124,445,1,40,21,5,0.083146067,0.150561797,0.052763819,0.287878787,0.24120603,0.312072892,0.293969849,0.2751438505014146,0.268,76.8212526724623,-0.4704767242074013,-12.27247588993669,5.872767210006714,0.8748660553098199,29,80,12,3,37,0,4,0,6,67,96,398,"Nicky Lopez",19339,670032
"Fernando Tatis Jr.","SDP",102,438,21,64,49,11,0.07305936,0.219178082,0.216080402,0.315602836,0.276381909,0.340182648,0.492462311,0.3587745542395605,0.387,134.82324254002185,0.01052577793598175,18.24967609443711,-1.576603889465332,3.23057504483059,25,67,21,1,32,0,7,1,0,96,110,398,"Fernando Tatis Jr.",19709,665487
"Davis Schneider","TOR",135,454,13,48,46,6,0.103524229,0.317180616,0.151133501,0.257142857,0.191435768,0.281938325,0.342569269,0.2774735540808035,0.292,80.31925066306782,-0.442990280687809,-10.66657241172518,-1.0852514505386353,0.35317314616035494,25,43,19,1,47,0,5,5,0,144,76,397,"Davis Schneider",23565,676914
"Max Schuemann","OAK",133,459,7,55,34,14,0.102396514,0.259259259,0.088383839,0.291970802,0.219696969,0.310572687,0.308080808,0.28090951227406574,0.296,85.35837579404581,2.2531879246234894,-5.436479354502946,2.9963573217391968,1.3321209004656795,27,66,14,0,47,0,7,4,5,119,87,396,"Max Schuemann",24488,680474
"Jared Triolo","PIT",125,446,9,41,46,8,0.094170403,0.264573991,0.098984772,0.279411764,0.21573604,0.295964125,0.314720812,0.2745213358926132,0.289,71.85147530331722,-0.013455092906951904,-15.025912246082449,3.8833152055740356,0.38539054491718916,26,65,10,1,42,0,5,5,0,118,85,394,"Jared Triolo",25807,669707
"Mark Canha","- - -",125,462,7,46,42,7,0.11038961,0.207792207,0.1043257,0.298305084,0.241730279,0.344155844,0.346055979,0.309831370478091,0.288,102.34740039034823,0.8482905477285385,2.122616942878035,-7.82346510887146,1.0051250178995415,35,68,20,0,51,2,13,5,0,96,95,393,"Mark Canha",11445,592192
"Luis Robert Jr.","CHW",100,425,14,47,35,23,0.065882352,0.331764705,0.155216285,0.30962343,0.223918575,0.278301886,0.37913486,0.28526280544945415,0.279,83.9391322288258,0.9445918276906013,-6.865633147475975,-2.204031825065613,0.5300937082650229,26,55,19,0,28,2,2,1,0,141,88,393,"Luis Robert Jr.",20043,673357
"J.P. Crawford","SEA",105,451,9,55,37,5,0.115299334,0.226164079,0.119897959,0.24822695,0.201530612,0.303769401,0.321428571,0.2831537932355758,0.309,89.34629051768465,1.3997396230697632,-4.09798520829386,4.711615286767483,1.6198953560176117,29,52,16,2,52,0,6,1,0,102,79,392,"J.P. Crawford",15491,641487
"Mickey Moniak","LAA",124,418,14,48,49,8,0.050239234,0.272727272,0.160714285,0.271698113,0.219387755,0.265550239,0.38010204,0.28058166652204886,0.283,79.38560240314072,-1.272763803601265,-11.132210362222462,-2.188381642103195,0.06690875271517174,26,53,17,2,21,0,4,1,0,114,86,392,"Mickey Moniak",19956,666160
"Wenceel Pérez","DET",112,425,9,51,37,9,0.075294117,0.216470588,0.141388175,0.294117647,0.241645244,0.300236406,0.383033419,0.29876415132067163,0.291,95.13824408302922,1.529064491391182,-0.8351544304555891,-3.140185445547104,1.056224038014582,24,63,16,6,32,0,1,1,2,92,94,389,"Wenceel Perez",22857,672761
"Hunter Renfroe","KCR",120,424,15,44,52,1,0.08490566,0.198113207,0.163636364,0.2543554,0.228571428,0.297169811,0.392207792,0.3020456982952244,0.291,91.78713353641939,-3.6401985958218575,-7.624628816952146,-7.227614879608154,-0.07056915966313893,32,55,18,0,36,0,2,1,0,84,88,385,"Hunter Renfroe",15464,592669
"Brandon Lowe","TBR",107,425,21,56,58,5,0.077647058,0.263529411,0.228571428,0.287401574,0.244155844,0.310588235,0.472727272,0.334698090739284,0.343,123.27430266211141,0.7224095538258553,12.040449308655287,-4.445955693721771,2.2511301726602593,29,51,19,3,33,2,5,2,0,112,94,385,"Brandon Lowe",18882,664040
"Kyle Isbel","KCR",136,426,8,62,42,11,0.063380281,0.206572769,0.138020834,0.275862068,0.229166666,0.287081339,0.3671875,0.28624969877694784,0.281,80.67590489464632,4.014775760471821,-5.404431922718601,5.201512932777405,1.4492823683266358,27,59,13,8,27,0,5,2,8,88,88,384,"Kyle Isbel",21614,664728
"Rowdy Tellez","PIT",132,421,13,38,56,1,0.073634204,0.211401425,0.148825065,0.279720279,0.242819843,0.29928741,0.391644908,0.3009369958041683,0.302,89.63102511555812,-2.352873556315899,-7.572978123986946,-10.948486804962158,-0.46279051098696655,29,62,18,0,31,0,2,5,0,89,93,383,"Rowdy Tellez",15679,642133
"Blake Perkins","MIL",121,434,6,54,43,23,0.096774193,0.248847926,0.091383812,0.312727272,0.240208877,0.315668202,0.331592689,0.28822558540119586,0.275,83.29002984196227,2.412410207092762,-6.259737936830193,7.01872992515564,1.5732276382330512,27,71,13,2,42,1,3,6,0,108,92,383,"Blake Perkins",19921,663368
"Brayan Rocchio","CLE",143,442,8,50,36,10,0.099547511,0.203619909,0.109660574,0.244827586,0.206266318,0.297727272,0.315926892,0.2758581871866908,0.275,79.07827586903122,-2.2068414390087128,-12.787808149256575,8.641170501708984,1.097204317675902,23,53,18,0,44,1,8,5,2,90,79,383,"Brayan Rocchio",23690,677587
"J.T. Realmuto","PHI",99,413,14,50,47,2,0.065375302,0.246973365,0.163157895,0.328301886,0.265789473,0.322033898,0.428947368,0.32606597331542414,0.339,108.54178222320432,-0.4755396917462349,3.7429775718396217,2.125117778778076,2.0285532336085983,33,68,18,1,27,1,5,1,0,102,101,380,"J.T. Realmuto",11739,592663
"Mitch Haniger","SEA",121,423,12,42,44,0,0.094562647,0.29787234,0.12631579,0.275720164,0.207894736,0.286052009,0.334210526,0.27694654563358206,0.292,84.97998579210847,-1.5801999494433403,-8.849897088905793,-10.630412101745605,-0.551996522426008,33,55,12,0,40,0,2,1,0,126,79,380,"Mitch Haniger",14274,571745
"Masataka Yoshida","BOS",108,421,10,45,56,2,0.064133016,0.123515439,0.134920635,0.301886792,0.28042328,0.349168646,0.415343915,0.33647743681547476,0.322,114.68021704350343,-2.5024330019950867,4.56920758562493,-10.916412401944399,0.797458147481849,30,75,21,0,27,0,14,2,0,52,106,378,"Masataka Yoshida",31837,807799
"Korey Lee","CHW",125,394,12,36,37,6,0.043147208,0.30964467,0.137931035,0.275720164,0.209549071,0.243654822,0.347480106,0.25713620890820693,0.256,64.15430982976815,0.9223195984959602,-15.237584379692024,-1.6569916605949402,-0.38503459175597865,25,52,14,1,17,0,0,0,0,122,79,377,"Korey Lee",25543,686676
"Seth Brown","OAK",124,400,14,32,44,4,0.0625,0.28,0.147849463,0.291497975,0.231182795,0.2825,0.379032258,0.28913666382431985,0.294,91.145522206631,-0.6556593179702759,-4.708210903841773,-10.954588413238525,-0.23711189151079592,31,60,11,1,25,0,2,1,0,112,86,372,"Seth Brown",18171,664913
"Pete Crow-Armstrong","CHC",123,410,10,46,47,27,0.051219512,0.23902439,0.147849463,0.292134831,0.236559139,0.286069651,0.384408602,0.2894473162293434,0.281,87.03000305892458,4.911183252930641,-1.4477609574665236,13.934164881706238,2.701744116784222,22,59,13,6,21,2,6,3,8,98,88,372,"Pete Crow-Armstrong",27769,691718
"Max Kepler","MIN",105,399,8,43,42,1,0.055137844,0.200501253,0.127717391,0.300353356,0.252717391,0.301507537,0.380434782,0.2980898906238115,0.301,94.1491259960384,-0.8565904796123505,-3.527746458951141,-0.47876453399658203,0.9632718358668984,31,63,21,1,22,0,5,3,0,80,93,368,"Max Kepler",12144,596146
"Dylan Moore","SEA",135,441,10,53,42,32,0.120181405,0.278911564,0.16576087,0.266666666,0.201086956,0.320454545,0.366847826,0.3058058915485825,0.297,105.28023906462668,4.104181222617626,6.7685711469226195,1.642892561852932,2.390725247530374,31,37,23,4,53,1,14,5,1,123,74,368,"Dylan Moore",18042,664238
"Joc Pederson","ARI",132,449,23,62,64,7,0.122494432,0.233853006,0.239782017,0.322314049,0.275204359,0.392776523,0.514986376,0.3910353168878966,0.376,151.22539204110254,-1.1359940022230148,26.36781961067441,-12.638888359069824,2.9643985183055443,32,60,17,1,55,2,18,3,1,105,101,367,"Joc Pederson",11899,592626
"Mitch Garver","SEA",114,430,15,37,51,0,0.123255813,0.309302325,0.16893733,0.216216216,0.171662125,0.286046511,0.340599455,0.28132105885550035,0.285,88.05710772725122,-2.0258344188332558,-7.901858647531517,-10.307143449783325,-0.3965399491517264,33,31,17,0,53,0,7,3,0,133,63,367,"Mitch Garver",15161,641598
"Ke'Bryan Hayes","PIT",96,396,4,38,25,11,0.058080808,0.189393939,0.057534246,0.279310344,0.232876712,0.282828282,0.290410958,0.25572980929024614,0.279,59.203489813138845,0.4195590317249298,-18.899211527472232,6.400426506996155,0.0731098625282802,27,72,9,0,23,1,4,4,0,75,85,365,"Ke'Bryan Hayes",18577,663647
"Nolan Gorman","STL",107,402,19,42,50,6,0.084577114,0.37562189,0.197260274,0.279187817,0.202739726,0.271144278,0.4,0.290496850846117,0.307,86.65867633861815,-0.6993611603975296,-7.11273059668167,-3.4989854097366333,0.2886680659054265,24,40,15,0,34,1,1,2,0,151,74,365,"Nolan Gorman",22263,669357
"Thairo Estrada","SFG",96,381,9,43,47,2,0.026246719,0.199475065,0.126373626,0.24911032,0.217032967,0.24671916,0.343406593,0.25634105749956265,0.263,64.16868064708623,0.13252228498458862,-16.19232246363633,7.210519433021545,0.38467077736285293,28,53,15,2,10,0,5,2,0,76,79,364,"Thairo Estrada",16426,642731
"Connor Joe","PIT",123,416,9,49,36,2,0.10576923,0.21875,0.14010989,0.278195488,0.228021978,0.319711538,0.368131868,0.3049523913716695,0.277,92.33366157238994,-0.41459012031555176,-4.228255656236888,-4.784457206726074,0.5020301469031041,31,51,22,1,44,1,6,2,0,91,83,364,"Connor Joe",16572,656582
"Enrique Hernández","LAD",126,393,12,44,42,0,0.06870229,0.195928753,0.143646409,0.257246376,0.229281767,0.280612244,0.372928176,0.2851201274565288,0.285,83.2703482068112,0.4730774313211441,-7.389061908692579,1.1078039072453976,0.7049089366851036,32,55,16,0,27,0,0,3,1,77,83,362,"Enrique Hernandez",10472,571771
"Nick Gonzales","PIT",94,387,7,42,49,5,0.046511627,0.19121447,0.128133704,0.319148936,0.270194986,0.310880829,0.39832869,0.3070752961294992,0.317,93.7625219913555,0.19091138243675232,-2.6956531882825203,2.5773534774780273,1.320739276452275,25,68,19,3,18,1,5,4,1,74,97,359,"Nick Gonzales",27490,693304
"Santiago Espinal","CIN",118,391,9,32,45,11,0.061381074,0.138107416,0.109243697,0.265100671,0.246498599,0.294573643,0.355742296,0.28462399411077943,0.288,74.76350874831883,0.885731428861618,-10.913861217092906,-2.5307131856679916,-0.04179078423420514,29,67,12,0,24,1,2,4,4,54,88,357,"Santiago Espinal",19997,669289
"Jon Singleton","HOU",119,405,13,46,42,0,0.116049382,0.274074074,0.152112676,0.299145299,0.233802816,0.320987654,0.385915492,0.31187060688748774,0.31,104.71200333385661,-3.9656761959195137,-1.7821107173294308,-12.36953067779541,-0.06378660152183413,32,56,13,1,47,0,0,3,0,111,83,355,"Jon Singleton",10441,572138
"Byron Buxton","MIN",102,388,18,62,56,7,0.051546391,0.255154639,0.245070422,0.3375,0.278873239,0.335051546,0.523943661,0.3656734152665742,0.353,141.68875739788675,2.766588680446148,21.274451993556394,1.6880658268928528,3.7106079732101698,30,51,27,3,20,1,11,2,0,99,99,355,"Byron Buxton",14161,621439
"Trevor Larnach","MIN",112,400,15,59,52,4,0.1,0.2225,0.174647887,0.304347826,0.259154929,0.3375,0.433802816,0.33586232494889645,0.345,120.71902767631957,-1.733090654015541,7.74967393434498,-6.7553616762161255,1.4831967734572398,27,60,17,0,40,1,3,2,0,89,92,355,"Trevor Larnach",21501,663616
"Bo Naylor","CLE",123,389,13,39,39,6,0.074550128,0.313624678,0.149717514,0.262443438,0.200564971,0.263565891,0.350282485,0.2685594781075117,0.26,73.94421485094172,-0.9667889773845673,-12.564155242688688,15.021183654665947,1.5962988491814367,24,46,10,2,29,1,2,2,2,122,71,354,"Bo Naylor",21865,666310
"Austin Wells","NYY",115,414,13,42,55,1,0.11352657,0.210144927,0.166666666,0.260536398,0.228813559,0.322033898,0.395480225,0.3147913115076522,0.339,105.21500517266054,-1.8437141254544258,0.6266484080732111,18.73770797252655,3.428730948975259,24,49,18,1,47,0,5,7,1,87,81,354,"Austin Wells",27562,669224
"Josh Lowe","TBR",106,387,10,37,34,25,0.082687338,0.317829457,0.150141643,0.337837837,0.240793201,0.302325581,0.390934844,0.29874266905821956,0.295,97.98252478205855,3.299234241247177,2.4058777835635454,-5.00868746638298,1.0668277263673969,26,54,19,2,32,4,0,2,0,123,85,353,"Josh Lowe",19953,666139
"Lenyn Sosa","CHW",100,369,8,28,35,3,0.032520325,0.208672086,0.105413105,0.303370786,0.253561253,0.283378746,0.358974358,0.27978696946889325,0.316,80.08731737440891,-0.7344714999198914,-9.141872177875634,-2.357301950454712,0.0859086141127014,24,68,13,0,12,1,3,1,2,77,89,351,"Lenyn Sosa",22896,672820
"Jake Fraley","CIN",116,382,5,44,26,20,0.068062827,0.183246073,0.108571428,0.330935251,0.277142857,0.329842931,0.385714285,0.31398372625181187,0.285,94.52462097581216,1.5830819308757782,-0.9180628685015093,-3.27121901512146,0.8830758137612322,29,71,19,2,26,0,3,3,0,70,97,350,"Jake Fraley",19260,641584
"Lars Nootbaar","STL",109,405,12,39,45,7,0.128395061,0.195061728,0.172413793,0.28076923,0.244252873,0.341584158,0.416666666,0.3307730666737058,0.355,113.76733037008297,0.9977373257279396,7.665283650397766,-4.730563521385193,1.6980462339860054,26,52,18,3,52,2,1,3,1,79,85,348,"Lars Nootbaar",21454,663457
"Will Benson","CIN",128,388,14,41,43,16,0.103092783,0.396907216,0.189504373,0.282485875,0.186588921,0.273901808,0.376093294,0.2849717613030466,0.268,74.99757990681644,-1.6213585212826729,-13.221814435274513,-5.633645296096802,-0.6109477360451685,26,29,19,2,40,0,2,2,1,154,64,343,"Will Benson",21853,666181
"Spencer Torkelson","DET",92,381,10,45,37,0,0.086614173,0.275590551,0.15497076,0.285087719,0.219298245,0.294736842,0.374269005,0.29464481692565114,0.283,92.24062014590301,-1.2196248173713684,-4.60227896064657,-6.68892776966095,0.14880220863676308,24,43,21,1,33,0,4,1,0,105,75,342,"Spencer Torkelson",27465,679529
"Alejandro Kirk","TOR",103,386,5,23,54,0,0.090673575,0.132124352,0.105882353,0.276450511,0.252941176,0.318652849,0.358823529,0.29695486263795334,0.324,94.02280094293258,-3.489146761596203,-6.129065941490784,20.28136682510376,2.7938062384984628,25,61,19,1,35,1,2,9,0,51,86,340,"Alejandro Kirk",22581,672386
"Freddy Fermin","KCR",111,368,6,40,36,2,0.0625,0.179347826,0.09439528,0.318518518,0.27138643,0.318801089,0.36578171,0.30039438133031293,0.279,90.6255634606581,-0.4671146720647812,-4.414400719493035,10.271759510040283,1.87500066132729,29,72,14,0,23,1,2,3,1,66,92,339,"Freddy Fermin",21840,666023
"Johan Rojas","PHI",120,363,3,47,32,25,0.035812672,0.190082644,0.079881657,0.296992481,0.24260355,0.278873239,0.322485207,0.26546722213986895,0.25,67.75466887101899,4.766163729131222,-9.230829435156226,8.299736380577087,1.1541318251599326,23,64,12,3,13,0,4,0,8,69,82,338,"Johan Rojas",24336,679032
"Anthony Rizzo","NYY",92,375,8,38,35,0,0.072,0.173333333,0.106824926,0.259398496,0.228486646,0.301333333,0.335311572,0.2847893614768982,0.297,84.11102083124227,-2.821029745042324,-9.63865099882441,-5.243152737617493,-0.24273409493339804,34,57,12,0,27,0,9,2,0,65,77,337,"Anthony Rizzo",3473,519203
"Abraham Toro","OAK",94,364,6,34,26,4,0.054945054,0.17032967,0.109792284,0.278810408,0.240356083,0.292817679,0.350148367,0.2830058539343012,0.291,86.83298532864347,0.6029721572995186,-4.880988248257015,-0.11428505182266235,0.7403603943529363,27,57,17,1,20,1,5,0,2,62,81,337,"Abraham Toro",19844,647351
"Geraldo Perdomo","ARI",98,388,3,61,37,9,0.092783505,0.149484536,0.100890208,0.316725978,0.272997032,0.34383202,0.37388724,0.3171501502277344,0.281,101.49561033515909,2.804794631898403,3.498717927837807,2.8504583835601807,1.9921298495234,24,66,21,2,36,0,3,5,7,58,92,337,"Geraldo Perdomo",22799,672695
"Starling Marte","NYM",94,370,7,46,40,16,0.072972972,0.218918918,0.119402985,0.333333333,0.268656716,0.326975476,0.388059701,0.31305298876892673,0.337,103.8863346088316,2.1043690517544746,3.8238730839328756,-10.09339952468872,0.6269008788525876,35,67,13,3,27,1,3,2,3,81,90,335,"Starling Marte",9241,516782
"David Fry","CLE",122,392,14,44,51,4,0.107142857,0.214285714,0.185074627,0.307053941,0.262686567,0.356410256,0.447761194,0.34722092886662853,0.326,129.27628571273445,-1.318866565823555,11.81243125263969,-8.190474271774292,1.7269638253644812,28,55,18,1,42,4,9,4,0,84,88,335,"David Fry",24934,681807
"Amed Rosario","- - -",103,346,3,29,32,13,0.02601156,0.210982658,0.099397591,0.350194552,0.280120481,0.306358381,0.379518072,0.2989004953748229,0.28,96.17568021594116,0.6858467236161232,-1.1235609219379277,-7.836066097021103,0.268315922460752,28,69,18,3,9,0,4,1,0,73,93,332,"Amed Rosario",15518,642708
"Jonny DeLuca","TBR",107,362,6,29,31,16,0.066298342,0.212707182,0.114457832,0.26506024,0.216867469,0.277777777,0.331325301,0.26887733275511805,0.272,76.9746373265509,0.6365055218338966,-8.900689368318307,5.750970125198364,0.924062494881473,25,50,12,4,24,1,4,0,2,77,72,332,"Jonny DeLuca",26365,676356
"Michael Massey","KCR",100,356,14,45,45,1,0.042134831,0.15730337,0.189759036,0.270676691,0.259036144,0.29378531,0.44879518,0.3165411601323244,0.309,101.9835374141075,0.47338157892227173,1.2813530046663202,1.269911527633667,1.4921395587061719,26,53,17,2,15,1,3,4,2,56,86,332,"Michael Massey",27684,686681
"LaMonte Wade Jr.","SFG",117,401,8,45,34,2,0.154613466,0.224438902,0.120845921,0.330508474,0.259818731,0.38,0.380664652,0.3374564818189114,0.354,118.76492136398214,-1.9851629212498665,7.012970030886789,-7.627029001712799,1.3177590523942662,30,62,16,0,62,5,4,3,1,90,86,331,"LaMonte Wade Jr.",18126,664774
"Tyler Freeman","CLE",118,383,7,48,32,11,0.073107049,0.138381201,0.112121212,0.227106227,0.209090909,0.305263157,0.321212121,0.28292879375744623,0.302,84.05188492446241,-0.3327600136399269,-7.321739118441689,-2.2571444511413574,0.3325495893006256,25,47,14,1,28,1,19,3,3,53,69,330,"Tyler Freeman",22532,671289
"Will Brennan","CLE",114,353,8,37,30,4,0.053824362,0.135977337,0.124242424,0.287272727,0.263636363,0.308781869,0.387878787,0.30253500952000634,0.302,97.8432974834259,-0.42528070509433746,-1.296385808054303,-5.943017959594727,0.4706277670891764,26,64,13,2,19,2,3,1,0,48,87,330,"Will Brennan",25660,686823
"Miguel Amaya","CHC",117,363,8,32,47,0,0.063360881,0.170798898,0.125,0.260536398,0.231707317,0.287709497,0.356707317,0.28308923717317636,0.3,82.75058003228885,-2.72572124004364,-10.213317270930055,4.436811685562134,0.6537086200667662,25,53,13,2,23,0,4,3,5,62,76,328,"Miguel Amaya",21693,665804
"Spencer Horwitz","TOR",97,381,12,46,40,0,0.11023622,0.183727034,0.167682927,0.3,0.265243902,0.35695538,0.432926829,0.34409546867838636,0.338,127.1824659214581,-3.6764611080288887,8.173568495188372,-2.5248968601226807,1.898314385695599,26,56,19,0,42,2,7,4,0,70,87,328,"Spencer Horwitz",26477,687462
