Name,PlayerId,Age,player_type,mlbamid,compound_id,display_name,position_detail,position
Graham Ashcraft,27552,28,pitcher,668933,27552_pitcher,Graham Ashcraft,RP,RP
Graham Pauley,31363,25,hitter,688363,31363_hitter,Graham Pauley,Hitter,NA
Grant Anderson,20546,29,pitcher,681982,20546_pitcher,Grant Anderson,RP,RP
Grant Holmes,16944,30,pitcher,656550,16944_pitcher,Grant Holmes,SP,SP
Grant Taylor,33927,24,pitcher,691799,33927_pitcher,Grant Taylor,SP,SP
Grant Wolfram,21623,29,pitcher,664991,21623_pitcher,Grant Wolfram,RP,RP
Greg Weissert,20375,31,pitcher,669711,20375_pitcher,Greg Weissert,RP,RP
Gregory Soto,19677,31,pitcher,642397,19677_pitcher,Gregory Soto,RP,RP
Griffin Conine,21626,28,hitter,665052,21626_hitter,Griffin Conine,Hitter,NA
Griffin Jax,20253,31,pitcher,643377,20253_pitcher,Griffin Jax,RP,RP
Gunnar Henderson,26289,25,hitter,683002,26289_hitter,Gunnar Henderson,Hitter,NA
Gus Varland,24737,29,pitcher,681402,24737_pitcher,Gus Varland,RP,RP
Harrison Bader,18030,32,hitter,664056,18030_hitter,Harrison Bader,Hitter,NA
Heliot Ramos,22515,26,hitter,671218,22515_hitter,Heliot Ramos,Hitter,NA
Henry Davis,29617,26,hitter,680779,29617_hitter,Henry Davis,Hitter,NA
Heriberto Hernandez,24878,26,hitter,681715,24878_hitter,Heriberto Hernandez,Hitter,NA
Hoby Milner,13346,35,pitcher,571948,13346_pitcher,Hoby Milner,RP,RP
Hogan Harris,21520,29,pitcher,663687,21520_pitcher,Hogan Harris,RP,RP
Huascar Brazoban,6107,36,pitcher,623211,6107_pitcher,Huascar Brazoban,RP,RP
Hunter Barco,33174,25,pitcher,682995,33174_pitcher,Hunter Barco,RP,RP
Hunter Bigge,26259,28,pitcher,685801,26259_pitcher,Hunter Bigge,RP,RP
Hunter Brown,25880,27,pitcher,686613,25880_pitcher,Hunter Brown,SP,SP
Hunter Feduccia,23372,29,hitter,676439,23372_hitter,Hunter Feduccia,Hitter,NA
Hunter Gaddis,25636,28,pitcher,683769,25636_pitcher,Hunter Gaddis,RP,RP
Hunter Goodman,29715,26,hitter,696100,29715_hitter,Hunter Goodman,Hitter,NA
Hunter Harvey,15507,31,pitcher,640451,15507_pitcher,Hunter Harvey,RP,RP
Hyeseong Kim,35322,27,hitter,808975,35322_hitter,Hyeseong Kim,Hitter,NA
Ian Happ,17919,31,hitter,664023,17919_hitter,Ian Happ,Hitter,NA
Ian Seymour,27932,27,pitcher,693855,27932_pitcher,Ian Seymour,RP,RP
Ildemaro Vargas,13324,34,hitter,545121,13324_hitter,Ildemaro Vargas,Hitter,NA
Isaac Collins,25477,28,hitter,686555,25477_hitter,Isaac Collins,Hitter,NA
Isaac Mattson,20385,30,pitcher,676755,20385_pitcher,Isaac Mattson,RP,RP
Isaac Paredes,20036,27,hitter,670623,20036_hitter,Isaac Paredes,Hitter,NA
Isiah Kiner-Falefa,16512,31,hitter,643396,16512_hitter,Isiah Kiner-Falefa,Hitter,NA
Ivan Herrera,20599,26,hitter,671056,20599_hitter,Ivan Herrera,Hitter,NA
J.C. Escarra,20084,31,hitter,641555,20084_hitter,J.C. Escarra,Hitter,NA
J.P. Crawford,15491,31,hitter,641487,15491_hitter,J.P. Crawford,Hitter,NA
J.P. France,21212,31,pitcher,641585,21212_pitcher,J.P. France,RP,RP
J.T. Ginn,27889,27,pitcher,669372,27889_pitcher,J.T. Ginn,RP,RP
J.T. Realmuto,11739,35,hitter,592663,11739_hitter,J.T. Realmuto,Hitter,NA
JJ Wetherholt,34985,23,hitter,802139,34985_hitter,JJ Wetherholt,Hitter,NA
JT Brubaker,17578,32,pitcher,664141,17578_pitcher,JT Brubaker,RP,RP
Jac Caglianone,35041,23,hitter,695506,35041_hitter,Jac Caglianone,Hitter,NA
Jack Dreyer,30249,27,pitcher,676263,30249_pitcher,Jack Dreyer,RP,RP
Jack Flaherty,17479,30,pitcher,656427,17479_pitcher,Jack Flaherty,SP,SP
Jack Kochanowicz,27688,25,pitcher,686799,27688_pitcher,Jack Kochanowicz,SP,SP
Jack Leiter,30146,26,pitcher,683004,30146_pitcher,Jack Leiter,SP,SP
Jackson Merrill,29490,23,hitter,701538,29490_hitter,Jackson Merrill,Hitter,NA
Jackson Perkins,31468,26,pitcher,678022,31468_pitcher,Jackson Perkins,RP,RP
Jackson Rutledge,26215,27,pitcher,671131,26215_pitcher,Jackson Rutledge,RP,RP
Jacob Latz,21306,30,pitcher,656641,21306_pitcher,Jacob Latz,RP,RP
Jacob Lopez,25098,28,pitcher,682052,25098_pitcher,Jacob Lopez,SP,SP
Jacob Misiorowski,31623,24,pitcher,694819,31623_pitcher,Jacob Misiorowski,SP,SP
Jacob Webb,19274,32,pitcher,657097,19274_pitcher,Jacob Webb,RP,RP
Jacob Wilson,33266,24,hitter,805779,33266_hitter,Jacob Wilson,Hitter,NA
Jacob Young,29931,26,hitter,696285,29931_hitter,Jacob Young,Hitter,NA
Jacob deGrom,10954,38,pitcher,594798,10954_pitcher,Jacob deGrom,SP,SP
Jaden Hill,30250,26,pitcher,677955,30250_pitcher,Jaden Hill,RP,RP
Jahmai Jones,18872,28,hitter,663330,18872_hitter,Jahmai Jones,Hitter,NA
Jake Bauers,15194,30,hitter,641343,15194_hitter,Jake Bauers,Hitter,NA
Jake Bird,21267,30,pitcher,656234,21267_pitcher,Jake Bird,RP,RP
Jake Burger,22275,30,hitter,669394,22275_hitter,Jake Burger,Hitter,NA
Jake Cronenworth,18036,32,hitter,630105,18036_hitter,Jake Cronenworth,Hitter,NA
Jake Fraley,19260,31,hitter,641584,19260_hitter,Jake Fraley,Hitter,NA
Jake Irvin,21504,29,pitcher,663623,21504_pitcher,Jake Irvin,SP,SP
Jake Mangum,26202,30,hitter,663968,26202_hitter,Jake Mangum,Hitter,NA
Jake McCarthy,21622,28,hitter,664983,21622_hitter,Jake McCarthy,Hitter,NA
Jake Meyers,20308,30,hitter,676694,20308_hitter,Jake Meyers,Hitter,NA
Jake Rogers,19452,31,hitter,668670,19452_hitter,Jake Rogers,Hitter,NA
Jake Woodford,18674,29,pitcher,663765,18674_pitcher,Jake Woodford,RP,RP
Jakob Junis,13619,33,pitcher,596001,13619_pitcher,Jakob Junis,RP,RP
Jakob Marsee,31370,25,hitter,805300,31370_hitter,Jakob Marsee,Hitter,NA
Jalen Beeks,17192,32,pitcher,656222,17192_pitcher,Jalen Beeks,RP,RP
James McCann,12859,36,hitter,543510,12859_hitter,James McCann (Hitter),Hitter,NA
James McCann,12859,36,pitcher,543510,12859_pitcher,James McCann (RP),RP,RP
James Outman,24770,29,hitter,681546,24770_hitter,James Outman,Hitter,NA
James Wood,29518,23,hitter,695578,29518_hitter,James Wood,Hitter,NA
Jameson Taillon,11674,34,pitcher,592791,11674_pitcher,Jameson Taillon,SP,SP
Janson Junk,23301,30,pitcher,676083,23301_pitcher,Janson Junk,SP,SP
Jared Koenig,27517,32,pitcher,657649,27517_pitcher,Jared Koenig,RP,RP
Jared Oliva,19968,30,hitter,666931,19968_hitter,Jared Oliva,Hitter,NA
Jared Shuster,27472,27,pitcher,694363,27472_pitcher,Jared Shuster,RP,RP
Jared Triolo,25807,28,hitter,669707,25807_hitter,Jared Triolo,Hitter,NA
Jared Young,20404,30,hitter,676724,20404_hitter,Jared Young,Hitter,NA
Jarren Duran,24617,29,hitter,680776,24617_hitter,Jarren Duran,Hitter,NA
Javier Assad,21741,28,pitcher,665871,21741_pitcher,Javier Assad,SP,SP
Javier Baez,12979,33,hitter,595879,12979_hitter,Javier Baez,Hitter,NA
Javier Sanoja,28253,23,hitter,691594,28253_hitter,Javier Sanoja,Hitter,NA
Jayden Murray,26482,29,pitcher,681151,26482_pitcher,Jayden Murray,RP,RP
Jazz Chisholm Jr.,20454,28,hitter,665862,20454_hitter,Jazz Chisholm Jr.,Hitter,NA
Jedixson Paez,29114,22,pitcher,699151,29114_pitcher,Jedixson Paez,RP,RP
Jeferson Quero,28272,23,hitter,691620,28272_hitter,Jeferson Quero,Hitter,NA
Jeff Hoffman,17432,33,pitcher,656546,17432_pitcher,Jeff Hoffman,RP,RP
Jeff McNeil,15362,34,hitter,643446,15362_hitter,Jeff McNeil,Hitter,NA
Jeffrey Springs,17677,33,pitcher,605488,17677_pitcher,Jeffrey Springs,SP,SP
Jeimer Candelario,13621,32,hitter,600869,13621_hitter,Jeimer Candelario,Hitter,NA
Jerar Encarnacion,21871,28,hitter,666464,21871_hitter,Jerar Encarnacion,Hitter,NA
Jeremiah Estrada,22210,27,pitcher,669093,22210_pitcher,Jeremiah Estrada,RP,RP
Jeremiah Jackson,22239,26,hitter,669236,22239_hitter,Jeremiah Jackson,Hitter,NA
Jeremy Pena,21636,28,hitter,665161,21636_hitter,Jeremy Pena,Hitter,NA
Jesse Scholtens,19205,32,pitcher,669947,19205_pitcher,Jesse Scholtens,SP,SP
Jesus Luzardo,19959,28,pitcher,666200,19959_pitcher,Jesus Luzardo,SP,SP
Jesus Sanchez,19913,28,hitter,660821,19913_hitter,Jesus Sanchez,Hitter,NA
Jhoan Duran,21029,28,pitcher,661395,21029_pitcher,Jhoan Duran,RP,RP
Jimmy Herget,17556,32,pitcher,623474,17556_pitcher,Jimmy Herget,RP,RP
Jo Adell,20220,27,hitter,666176,20220_hitter,Jo Adell,Hitter,NA
JoJo Romero,19574,29,pitcher,668941,19574_pitcher,JoJo Romero,RP,RP
Joc Pederson,11899,34,hitter,592626,11899_hitter,Joc Pederson,Hitter,NA
Joe Boyle,29608,26,pitcher,671212,29608_pitcher,Joe Boyle,SP,SP
Joe Mantiply,14857,35,pitcher,573009,14857_pitcher,Joe Mantiply,RP,RP
Joe Ross,12972,33,pitcher,605452,12972_pitcher,Joe Ross,RP,RP
Joe Ryan,21390,30,pitcher,657746,21390_pitcher,Joe Ryan,SP,SP
Joel Kuhnel,19995,31,pitcher,669270,19995_pitcher,Joel Kuhnel,RP,RP
Joel Payamps,14332,32,pitcher,606303,14332_pitcher,Joel Payamps,RP,RP
Joey Bart,21524,29,hitter,663698,21524_hitter,Joey Bart,Hitter,NA
Joey Cantillo,23335,26,pitcher,676282,23335_pitcher,Joey Cantillo,SP,SP
Joey Gerber,24591,29,pitcher,680702,24591_pitcher,Joey Gerber,RP,RP
Joey Loperfido,29630,27,hitter,694388,29630_hitter,Joey Loperfido,Hitter,NA
Joey Lucchesi,19320,33,pitcher,664192,19320_pitcher,Joey Lucchesi,RP,RP
Joey Ortiz,25493,27,hitter,687401,25493_hitter,Joey Ortiz,Hitter,NA
Joey Wiemer,27690,27,hitter,686894,27690_hitter,Joey Wiemer (Hitter),Hitter,NA
Joey Wiemer,27690,27,pitcher,686894,27690_pitcher,Joey Wiemer (RP),RP,RP
Johan Oviedo,22487,28,pitcher,670912,22487_pitcher,Johan Oviedo,RP,RP
John King,22051,31,pitcher,667463,22051_pitcher,John King,RP,RP
John Schreiber,20020,32,pitcher,670167,20020_pitcher,John Schreiber,RP,RP
Johnathan Rodriguez,22530,26,hitter,671286,22530_hitter,Johnathan Rodriguez,Hitter,NA
Jonah Heim,16930,31,hitter,641680,16930_hitter,Jonah Heim,Hitter,NA
Jonathan Aranda,21837,28,hitter,666018,21837_hitter,Jonathan Aranda,Hitter,NA
Jonathan Bowlan,24607,29,pitcher,680742,24607_pitcher,Jonathan Bowlan,RP,RP
Jonathan India,21523,29,hitter,663697,21523_hitter,Jonathan India,Hitter,NA
Jonathan Loaisiga,19753,31,pitcher,642528,19753_pitcher,Jonathan Loaisiga,RP,RP
Jonny DeLuca,26365,27,hitter,676356,26365_hitter,Jonny DeLuca,Hitter,NA
Jorbit Vivas,23917,25,hitter,678391,23917_hitter,Jorbit Vivas,Hitter,NA
Jordan Beck,31431,25,hitter,687597,31431_hitter,Jordan Beck,Hitter,NA
Jordan Hicks,19618,29,pitcher,663855,19618_pitcher,Jordan Hicks,RP,RP
Jordan Lawlar,29976,23,hitter,691783,29976_hitter,Jordan Lawlar,Hitter,NA
Jordan Leasure,29950,27,pitcher,673929,29950_pitcher,Jordan Leasure,RP,RP
Jordan Romano,16122,33,pitcher,605447,16122_pitcher,Jordan Romano,RP,RP
Jordan Walker,27475,24,hitter,691023,27475_hitter,Jordan Walker,Hitter,NA
Jorge Barrosa,23968,25,hitter,678489,23968_hitter,Jorge Barrosa,Hitter,NA
Jorge Mateo,17273,31,hitter,622761,17273_hitter,Jorge Mateo,Hitter,NA
Jorge Polanco,13152,32,hitter,593871,13152_hitter,Jorge Polanco,Hitter,NA
Jorge Soler,14221,34,hitter,624585,14221_hitter,Jorge Soler,Hitter,NA
Jose A. Ferrer,24017,26,pitcher,678606,24017_pitcher,Jose A. Ferrer,RP,RP
Jose Altuve,5417,36,hitter,514888,5417_hitter,Jose Altuve,Hitter,NA
Jose Alvarado,17780,31,pitcher,621237,17780_pitcher,Jose Alvarado,RP,RP
Jose Butto,23313,28,pitcher,676130,23313_pitcher,Jose Butto,RP,RP
Jose Caballero,23401,29,hitter,676609,23401_hitter,Jose Caballero,Hitter,NA
Jose Fermin,21746,27,hitter,665877,21746_hitter,Jose Fermin,Hitter,NA
Jose Fernandez,28020,22,hitter,699912,28020_hitter,Jose Fernandez,Hitter,NA
Jose Franco,27014,25,pitcher,683742,27014_pitcher,Jose Franco,RP,RP
Jose Quintana,11423,37,pitcher,500779,11423_pitcher,Jose Quintana,SP,SP
Jose Ramirez,13510,33,hitter,608070,13510_hitter,Jose Ramirez,Hitter,NA
Jose Soriano,22100,27,pitcher,667755,22100_pitcher,Jose Soriano,SP,SP
Jose Suarez,19911,28,pitcher,660761,19911_pitcher,Jose Suarez,RP,RP
Jose Tena,23691,25,hitter,677588,23691_hitter,Jose Tena,Hitter,NA
Jose Trevino,16725,33,hitter,624431,16725_hitter,Jose Trevino,Hitter,NA
Jose Urquidy,18413,31,pitcher,664353,18413_pitcher,Jose Urquidy,RP,RP
Josh Bell,13145,33,hitter,605137,13145_hitter,Josh Bell,Hitter,NA
Josh Fleming,20418,30,pitcher,676596,20418_pitcher,Josh Fleming,RP,RP
Josh Jung,26299,28,hitter,673962,26299_hitter,Josh Jung,Hitter,NA
Josh Lowe,19953,28,hitter,666139,19953_hitter,Josh Lowe,Hitter,NA
Josh Naylor,18839,29,hitter,647304,18839_hitter,Josh Naylor,Hitter,NA
Josh Smith,26396,28,hitter,669701,26396_hitter,Josh Smith,Hitter,NA
Jovani Moran,20422,29,pitcher,663558,20422_pitcher,Jovani Moran,RP,RP
Juan Brito,26693,24,hitter,682877,26693_hitter,Juan Brito,Hitter,NA
Juan Mejia,23237,25,pitcher,675848,23237_pitcher,Juan Mejia,RP,RP
Juan Morillo,21924,27,pitcher,666661,21924_pitcher,Juan Morillo,RP,RP
Juan Soto,20123,27,hitter,665742,20123_hitter,Juan Soto,Hitter,NA
Julio Rodriguez,23697,25,hitter,677594,23697_hitter,Julio Rodriguez,Hitter,NA
Jung Hoo Lee,33824,27,hitter,808982,33824_hitter,Jung Hoo Lee,Hitter,NA
Junior Caminero,28163,22,hitter,691406,28163_hitter,Junior Caminero,Hitter,NA
Justin Bruihl,23779,29,pitcher,677865,23779_pitcher,Justin Bruihl,RP,RP
Justin Crawford,31791,22,hitter,702222,31791_hitter,Justin Crawford,Hitter,NA
Justin Lawrence,17639,31,pitcher,664875,17639_pitcher,Justin Lawrence,RP,RP
Justin Slaten,25648,28,pitcher,686580,25648_pitcher,Justin Slaten,RP,RP
Justin Sterner,27694,29,pitcher,686993,27694_pitcher,Justin Sterner,RP,RP
Justin Topa,15145,35,pitcher,623437,15145_pitcher,Justin Topa,RP,RP
Justin Verlander,8700,43,pitcher,434378,8700_pitcher,Justin Verlander,SP,SP
Justin Wrobleski,31204,25,pitcher,680736,31204_pitcher,Justin Wrobleski,SP,SP
Kai-Wei Teng,24282,27,pitcher,678906,24282_pitcher,Kai-Wei Teng,RP,RP
Kazuma Okamoto,37123,30,hitter,672960,37123_hitter,Kazuma Okamoto,Hitter,NA
Ke'Bryan Hayes,18577,29,hitter,663647,18577_hitter,Ke'Bryan Hayes,Hitter,NA
Keaton Winn,23499,28,pitcher,676775,23499_pitcher,Keaton Winn,RP,RP
Keibert Ruiz,19610,27,hitter,660688,19610_hitter,Keibert Ruiz,Hitter,NA
Keider Montero,22630,25,pitcher,672456,22630_pitcher,Keider Montero,SP,SP
Ken Waldichuk,27681,28,pitcher,686610,27681_pitcher,Ken Waldichuk,RP,RP
Kenley Jansen,3096,38,pitcher,445276,3096_pitcher,Kenley Jansen,RP,RP
Kerry Carpenter,25961,28,hitter,681481,25961_hitter,Kerry Carpenter,Hitter,NA
Ketel Marte,13613,32,hitter,606466,13613_hitter,Ketel Marte,Hitter,NA
Kevin Gausman,14107,35,pitcher,592332,14107_pitcher,Kevin Gausman,SP,SP
Kevin Ginkel,19876,32,pitcher,656464,19876_pitcher,Kevin Ginkel,RP,RP
Kevin Kelly,25679,28,pitcher,687330,25679_pitcher,Kevin Kelly,RP,RP
Kevin McGonigle,33572,21,hitter,805808,33572_hitter,Kevin McGonigle,Hitter,NA
Kodai Senga,31838,33,pitcher,673540,31838_pitcher,Kodai Senga,SP,SP
Kody Clemens,20572,30,hitter,665019,20572_hitter,Kody Clemens,Hitter,NA
Kody Funderburk,24993,29,pitcher,681892,24993_pitcher,Kody Funderburk,RP,RP
Kolby Allard,18694,28,pitcher,663465,18694_pitcher,Kolby Allard,RP,RP
Konnor Griffin,35376,20,hitter,804606,35376_hitter,Konnor Griffin,Hitter,NA
Kris Bubic,21455,28,pitcher,663460,21455_pitcher,Kris Bubic,SP,SP
Kumar Rocker,31843,26,pitcher,677958,31843_pitcher,Kumar Rocker,SP,SP
Kyle Backhus,29615,28,pitcher,679775,29615_pitcher,Kyle Backhus,RP,RP
Kyle Bradish,24586,29,pitcher,680694,24586_pitcher,Kyle Bradish,SP,SP
Kyle Farmer,14813,35,hitter,571657,14813_hitter,Kyle Farmer,Hitter,NA
Kyle Finnegan,15009,34,pitcher,640448,15009_pitcher,Kyle Finnegan,RP,RP
Kyle Freeland,16256,33,pitcher,607536,16256_pitcher,Kyle Freeland,SP,SP
Kyle Harrison,27758,24,pitcher,690986,27758_pitcher,Kyle Harrison,SP,SP
Kyle Hart,19646,33,pitcher,606996,19646_pitcher,Kyle Hart,RP,RP
Kyle Higashioka,5517,36,hitter,543309,5517_hitter,Kyle Higashioka,Hitter,NA
Kyle Isbel,21614,29,hitter,664728,21614_hitter,Kyle Isbel,Hitter,NA
Kyle Karros,33252,23,hitter,691720,33252_hitter,Kyle Karros,Hitter,NA
Kyle Leahy,24763,29,pitcher,681517,24763_pitcher,Kyle Leahy,SP,SP
Kyle Manzardo,29794,25,hitter,700932,29794_hitter,Kyle Manzardo,Hitter,NA
Kyle Nicolas,27775,27,pitcher,693312,27775_pitcher,Kyle Nicolas,RP,RP
Kyle Schwarber,16478,33,hitter,656941,16478_hitter,Kyle Schwarber,Hitter,NA
Kyle Tucker,18345,29,hitter,663656,18345_hitter,Kyle Tucker,Hitter,NA
Lake Bachar,19222,31,pitcher,669199,19222_pitcher,Lake Bachar,RP,RP
Lance McCullers Jr.,14120,32,pitcher,621121,14120_pitcher,Lance McCullers Jr.,SP,SP
Landen Roupp,30076,27,pitcher,694738,30076_pitcher,Landen Roupp,SP,SP
Lane Thomas,16939,30,hitter,657041,16939_hitter,Lane Thomas,Hitter,NA
Lawrence Butler,22542,25,hitter,671732,22542_hitter,Lawrence Butler,Hitter,NA
Lazaro Estrada,24914,27,pitcher,681751,24914_pitcher,Lazaro Estrada,RP,RP
Lenyn Sosa,22896,26,hitter,672820,22896_hitter,Lenyn Sosa,Hitter,NA
Leo Jimenez,23782,25,hitter,677870,23782_hitter,Leo Jimenez,Hitter,NA
Leo Rivas,21009,28,hitter,660844,21009_hitter,Leo Rivas,Hitter,NA
Leody Taveras,18900,27,hitter,665750,18900_hitter,Leody Taveras,Hitter,NA
Liam Hicks,29844,27,hitter,689414,29844_hitter,Liam Hicks,Hitter,NA
Logan Gilbert,22250,29,pitcher,669302,22250_pitcher,Logan Gilbert,SP,SP
Logan Henderson,31475,24,pitcher,701656,31475_pitcher,Logan Henderson,SP,SP
Logan O'Hoppe,24729,26,hitter,681351,24729_hitter,Logan O'Hoppe,Hitter,NA
Logan Webb,17995,29,pitcher,657277,17995_pitcher,Logan Webb,SP,SP
Louie Varland,27691,28,pitcher,686973,27691_pitcher,Louie Varland,RP,RP
Lucas Erceg,19360,31,pitcher,668674,19360_pitcher,Lucas Erceg,RP,RP
Lucas Sims,13470,32,pitcher,608371,13470_pitcher,Lucas Sims,RP,RP
Luinder Avila,24452,24,pitcher,679883,24452_pitcher,Luinder Avila,SP,SP
Luis Arraez,18568,29,hitter,650333,18568_hitter,Luis Arraez,Hitter,NA
Luis Campusano,22217,27,hitter,669134,22217_hitter,Luis Campusano,Hitter,NA
Luis Castillo,15689,33,pitcher,622491,15689_pitcher,Luis Castillo,SP,SP
Luis Curvelo,24710,25,pitcher,681168,24710_pitcher,Luis Curvelo,RP,RP
Luis Garcia,6984,39,pitcher,472610,6984_pitcher,Luis Garcia,RP,RP
Luis Garcia Jr.,20391,26,hitter,671277,20391_hitter,Luis Garcia Jr.,Hitter,NA
Luis Gil,21052,28,pitcher,661563,21052_pitcher,Luis Gil,SP,SP
Luis Matos,26467,24,hitter,682641,26467_hitter,Luis Matos,Hitter,NA
Luis Medina,21649,27,pitcher,665622,21649_pitcher,Luis Medina,RP,RP
Luis Morales,32227,23,pitcher,806960,32227_pitcher,Luis Morales,SP,SP
Luis Rengifo,19858,29,hitter,650859,19858_hitter,Luis Rengifo,Hitter,NA
Luis Robert Jr.,20043,28,hitter,673357,20043_hitter,Luis Robert Jr.,Hitter,NA
Luis Severino,15890,32,pitcher,622663,15890_pitcher,Luis Severino,SP,SP
Luis Torrens,15905,30,hitter,620443,15905_hitter,Luis Torrens,Hitter,NA
Luisangel Acuna,26548,24,hitter,682668,26548_hitter,Luisangel Acuna,Hitter,NA
Luke Keaschall,33321,23,hitter,807712,33321_hitter,Luke Keaschall,Hitter,NA
Luke Raley,19354,31,hitter,670042,19354_hitter,Luke Raley,Hitter,NA
Luke Weaver,16918,32,pitcher,596133,16918_pitcher,Luke Weaver,RP,RP
Luke Williams,19931,29,hitter,663897,19931_hitter,Luke Williams,Hitter,NA
Luken Baker,21497,29,hitter,663609,21497_hitter,Luken Baker,Hitter,NA
MacKenzie Gore,22201,27,pitcher,669022,22201_pitcher,MacKenzie Gore,SP,SP
Maikel Garcia,22715,26,hitter,672580,22715_hitter,Maikel Garcia,Hitter,NA
Manny Machado,11493,33,hitter,592518,11493_hitter,Manny Machado,Hitter,NA
Marcell Ozuna,10324,35,hitter,542303,10324_hitter,Marcell Ozuna,Hitter,NA
Marcelo Mayer,29668,23,hitter,691785,29668_hitter,Marcelo Mayer,Hitter,NA
Marcus Semien,12533,35,hitter,543760,12533_hitter,Marcus Semien,Hitter,NA
Mark Leiter Jr.,15551,35,pitcher,643410,15551_pitcher,Mark Leiter Jr.,RP,RP
Mark Vientos,22184,26,hitter,668901,22184_hitter,Mark Vientos,Hitter,NA
Martin Perez,6902,35,pitcher,527048,6902_pitcher,Martin Perez,SP,SP
Masataka Yoshida,31837,32,hitter,807799,31837_hitter,Masataka Yoshida,Hitter,NA
Mason Englert,22288,26,pitcher,669438,22288_pitcher,Mason Englert,RP,RP
Mason Fluharty,31553,24,pitcher,689254,31553_pitcher,Mason Fluharty,RP,RP
Mason Miller,31757,27,pitcher,695243,31757_pitcher,Mason Miller,RP,RP
Mason Montgomery,29770,26,pitcher,682254,29770_pitcher,Mason Montgomery,RP,RP
Masyn Winn,27479,24,hitter,691026,27479_hitter,Masyn Winn,Hitter,NA
Matt Brash,25756,28,pitcher,666374,25756_pitcher,Matt Brash,RP,RP
Matt Chapman,16505,33,hitter,656305,16505_hitter,Matt Chapman,Hitter,NA
Matt Festa,19330,33,pitcher,670036,19330_pitcher,Matt Festa,RP,RP
Matt Gage,17381,33,pitcher,657424,17381_pitcher,Matt Gage,RP,RP
Matt McLain,29695,26,hitter,680574,29695_hitter,Matt McLain,Hitter,NA
Matt Olson,14344,32,hitter,621566,14344_hitter,Matt Olson,Hitter,NA
Matt Shaw,33322,24,hitter,807713,33322_hitter,Matt Shaw,Hitter,NA
Matt Strahm,13799,34,pitcher,621381,13799_pitcher,Matt Strahm,RP,RP
Matt Svanson,29629,27,pitcher,694335,29629_pitcher,Matt Svanson,RP,RP
Matt Vierling,21558,29,hitter,663837,21558_hitter,Matt Vierling,Hitter,NA
Matt Wallner,26466,28,hitter,670242,26466_hitter,Matt Wallner,Hitter,NA
Matthew Boyd,15440,35,pitcher,571510,15440_pitcher,Matthew Boyd,SP,SP
Matthew Liberatore,22294,26,pitcher,669461,22294_pitcher,Matthew Liberatore,SP,SP
Matthew Pushard,31870,28,pitcher,690155,31870_pitcher,Matthew Pushard,RP,RP
Mauricio Dubon,16530,31,hitter,643289,16530_hitter,Mauricio Dubon,Hitter,NA
Max Fried,13743,32,pitcher,608331,13743_pitcher,Max Fried,SP,SP
Max Meyer,27474,27,pitcher,676974,27474_pitcher,Max Meyer,SP,SP
Max Muncy,13301,35,hitter,571970,13301_hitter,Max Muncy,Hitter,NA
Max Muncy,29779,23,hitter,691777,29779_hitter,Max Muncy,Hitter,NA
Max Scherzer,3137,41,pitcher,453286,3137_pitcher,Max Scherzer,SP,SP
Michael Busch,26319,28,hitter,683737,26319_hitter,Michael Busch,Hitter,NA
Michael Conforto,16376,33,hitter,624424,16376_hitter,Michael Conforto,Hitter,NA
Michael Harris II,25931,25,hitter,671739,25931_hitter,Michael Harris II,Hitter,NA
Michael Kelly,12791,33,pitcher,547184,12791_pitcher,Michael Kelly,RP,RP
Michael King,19853,31,pitcher,650633,19853_pitcher,Michael King,SP,SP
Michael Lorenzen,14843,34,pitcher,547179,14843_pitcher,Michael Lorenzen,SP,SP
Michael Massey,27684,28,hitter,686681,27684_hitter,Michael Massey,Hitter,NA
Michael McGreevy,29869,25,pitcher,700241,29869_pitcher,Michael McGreevy,SP,SP
Michael Petersen,20827,32,pitcher,656848,20827_pitcher,Michael Petersen,RP,RP
Michael Soroka,18383,28,pitcher,647336,18383_pitcher,Michael Soroka,SP,SP
Michael Wacha,14078,34,pitcher,608379,14078_pitcher,Michael Wacha,SP,SP
Mick Abel,27756,24,pitcher,690953,27756_pitcher,Mick Abel,SP,SP
Mickey Moniak,19956,28,hitter,666160,19956_hitter,Mickey Moniak,Hitter,NA
Miguel Amaya,21693,27,hitter,665804,21693_hitter,Miguel Amaya,Hitter,NA
Miguel Andujar,15878,31,hitter,609280,15878_hitter,Miguel Andujar,Hitter,NA
Miguel Rojas,7802,37,hitter,500743,7802_hitter,Miguel Rojas (Hitter),Hitter,NA
Miguel Rojas,7802,37,pitcher,500743,7802_pitcher,Miguel Rojas (RP),RP,RP
Miguel Vargas,20178,26,hitter,678246,20178_hitter,Miguel Vargas,Hitter,NA
Mike Burrows,24728,26,pitcher,681347,24728_pitcher,Mike Burrows,SP,SP
Mike Trout,10155,34,hitter,545361,10155_hitter,Mike Trout,Hitter,NA
Mike Yastrzemski,14854,35,hitter,573262,14854_hitter,Mike Yastrzemski,Hitter,NA
Miles Mikolas,9803,37,pitcher,571945,9803_pitcher,Miles Mikolas,SP,SP
Mitch Farris,33628,25,pitcher,815083,33628_pitcher,Mitch Farris,RP,RP
Mitch Garver,15161,35,hitter,641598,15161_hitter,Mitch Garver,Hitter,NA
Mitch Keller,17594,30,pitcher,656605,17594_pitcher,Mitch Keller,SP,SP
