Name,PlayerId,AVG_cur,OBP_cur,SLG_cur,K_pct_cur,BB_pct_cur,Barrel_pct_cur,BABIP_cur,wOBA_cur,xwOBA_cur,xwOBA_wOBA_gap_cur,PA_cur,Age,mlbamid,AVG_l3,OBP_l3,SLG_l3,K_pct_l3,BB_pct_l3,Barrel_pct_l3,BABIP_l3,wOBA_l3,xwOBA_l3,xwOBA_wOBA_gap_l3,PA_l3,AVG_diff,OBP_diff,SLG_diff,K_pct_diff,BB_pct_diff,Barrel_pct_diff,BABIP_diff,wOBA_diff,xwOBA_diff,xwOBA_wOBA_gap_diff,player_type,AVG_lg_adj_diff,OBP_lg_adj_diff,SLG_lg_adj_diff,K_pct_lg_adj_diff,BB_pct_lg_adj_diff,Barrel_pct_lg_adj_diff,BABIP_lg_adj_diff,wOBA_lg_adj_diff,xwOBA_lg_adj_diff,xwOBA_wOBA_gap_lg_adj_diff
Nick Madrigal,20521,0.293,0.396,0.317,6.25,12.5,0,0.316,0.334,0.318,-0.016,48,29,663611,0.242,0.296,0.305,9.375,3.819,0.347,0.267,0.27,0.282,0.012,388,0.05,0.1,0.012,-3.125,8.681,-0.347,0.049,0.064,0.036,-0.028,hitter,0.052,0.095,0.018,-2.749,7.892,-0.12,0.052,0.06,0.032,-0.028
Nick Morabito,32119,0,0.083,0,75,0,0,0,0.061,0.173,0.112,12,23,703492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Sogard,25483,0.257,0.35,0.371,14.634,12.195,0,0.31,0.325,0.302,-0.024,41,28,686765,0.264,0.32,0.338,25.064,5.913,2.956,0.36,0.293,0.305,0.012,190,-0.007,0.03,0.034,-10.43,6.283,-2.956,-0.05,0.032,-0.003,-0.036,hitter,-0.005,0.025,0.04,-10.054,5.494,-2.729,-0.047,0.028,-0.007,-0.035
Nick Solak,19294,0.25,0.2,0.25,0,0,0,0.2,0.179,0.217,0.038,5,31,669256,0.091,0.091,0.091,18.182,0,0,0.111,0.08,0.141,0.061,11,0.159,0.109,0.159,-18.182,0,0,0.089,0.099,0.076,-0.023,hitter,0.161,0.104,0.165,-17.806,-0.788,0.227,0.092,0.094,0.072,-0.022
Nick Yorke,27504,0.197,0.279,0.276,19.767,8.14,3.488,0.237,0.257,0.306,0.049,86,24,694377,0.228,0.27,0.333,22.84,5.556,3.498,0.276,0.265,0.288,0.023,114,-0.031,0.01,-0.057,-3.072,2.584,-0.01,-0.039,-0.008,0.018,0.026,hitter,-0.029,0.005,-0.051,-2.696,1.796,0.217,-0.036,-0.013,0.013,0.026
Nicky Lopez,19339,0.269,0.309,0.346,19.643,3.571,0,0.325,0.294,0.263,-0.031,56,31,670032,0.224,0.303,0.276,15.026,9.039,0.979,0.267,0.265,0.269,0.004,735,0.045,0.006,0.07,4.617,-5.467,-0.979,0.058,0.029,-0.006,-0.035,hitter,0.047,0.001,0.076,4.993,-6.256,-0.752,0.061,0.024,-0.01,-0.035
Nico Hoerner,21479,0.233,0.313,0.328,7.055,9.509,0.92,0.239,0.291,0.331,0.04,326,29,663538,0.288,0.342,0.386,8.982,6.421,1.571,0.308,0.32,0.318,-0.002,1978,-0.054,-0.029,-0.058,-1.927,3.088,-0.651,-0.069,-0.029,0.013,0.043,hitter,-0.052,-0.034,-0.053,-1.551,2.3,-0.424,-0.066,-0.034,0.009,0.043
Noelvi Marte,26517,0.203,0.254,0.373,25.397,6.349,4.762,0.225,0.276,0.286,0.01,63,24,682622,0.25,0.289,0.408,25.481,4.341,5.738,0.309,0.301,0.296,-0.005,725,-0.047,-0.035,-0.035,-0.084,2.008,-0.976,-0.084,-0.025,-0.01,0.016,hitter,-0.045,-0.039,-0.03,0.291,1.22,-0.749,-0.081,-0.03,-0.014,0.016
Nolan Arenado,9777,0.239,0.318,0.396,21.073,8.429,4.215,0.276,0.316,0.301,-0.014,261,35,571448,0.255,0.307,0.395,13.242,6.664,3.236,0.268,0.303,0.296,-0.007,1683,-0.016,0.011,0.001,7.83,1.765,0.978,0.009,0.013,0.005,-0.008,hitter,-0.013,0.006,0.007,8.206,0.977,1.205,0.012,0.008,0.001,-0.007
Nolan Gorman,22263,0.194,0.279,0.318,32.314,10.917,5.24,0.26,0.267,0.279,0.012,229,26,669357,0.208,0.292,0.394,34.81,10.598,6.821,0.283,0.298,0.307,0.009,1268,-0.014,-0.012,-0.075,-2.495,0.319,-1.58,-0.023,-0.031,-0.028,0.003,hitter,-0.012,-0.017,-0.07,-2.119,-0.469,-1.354,-0.02,-0.036,-0.032,0.003
Nolan Schanuel,33189,0.254,0.321,0.366,16.034,7.173,2.11,0.289,0.308,0.317,0.009,237,24,694384,0.259,0.351,0.377,14.31,10.874,2.975,0.287,0.323,0.324,0.002,1303,-0.006,-0.03,-0.011,1.724,-3.701,-0.865,0.002,-0.015,-0.007,0.008,hitter,-0.004,-0.035,-0.006,2.1,-4.489,-0.639,0.005,-0.02,-0.011,0.008
Oliver Dunn,26295,0.091,0.167,0.091,25,8.333,0,0.125,0.133,0.207,0.074,12,28,686554,0.2,0.252,0.28,33.849,5.416,1.741,0.308,0.236,0.252,0.016,145,-0.109,-0.085,-0.189,-8.849,2.917,-1.741,-0.183,-0.103,-0.045,0.058,hitter,-0.107,-0.09,-0.183,-8.473,2.129,-1.514,-0.18,-0.108,-0.049,0.059
Omar Martinez,25369,0.333,0.333,0.333,33.333,0,0,0.5,0.298,0.111,-0.187,3,24,683079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oneil Cruz,21711,0.264,0.35,0.472,34.629,10.601,8.834,0.377,0.359,0.358,-0.001,283,27,665833,0.224,0.309,0.407,31.183,10.533,9.699,0.298,0.309,0.33,0.021,1183,0.04,0.041,0.065,3.446,0.067,-0.865,0.079,0.05,0.028,-0.021,hitter,0.042,0.036,0.071,3.822,-0.721,-0.639,0.082,0.045,0.024,-0.021
Orlando Arcia,13185,0.271,0.3,0.354,16,4,2,0.308,0.291,0.245,-0.046,50,31,606115,0.22,0.269,0.344,21.15,6.219,3.403,0.257,0.268,0.262,-0.006,1349,0.051,0.031,0.01,-5.15,-2.219,-1.403,0.051,0.023,-0.017,-0.04,hitter,0.053,0.027,0.016,-4.774,-3.007,-1.176,0.054,0.019,-0.021,-0.04
Oswald Peraza,22823,0.26,0.309,0.423,26.339,4.018,5.804,0.331,0.322,0.308,-0.015,224,26,672724,0.168,0.23,0.258,29.632,6.52,4.067,0.223,0.22,0.254,0.034,467,0.092,0.079,0.165,-3.293,-2.502,1.736,0.108,0.102,0.053,-0.049,hitter,0.094,0.075,0.171,-2.917,-3.291,1.963,0.111,0.097,0.049,-0.048
Otto Kemp,31792,0.08,0.148,0.08,37.037,3.704,0,0.133,0.119,0.206,0.086,27,26,805249,0.234,0.298,0.411,30.734,5.505,7.339,0.306,0.308,0.31,0.001,218,-0.154,-0.15,-0.331,6.303,-1.801,-7.339,-0.173,-0.189,-0.104,0.085,hitter,-0.151,-0.155,-0.325,6.679,-2.589,-7.113,-0.17,-0.194,-0.109,0.085
Otto Lopez,19608,0.338,0.368,0.476,14.839,3.871,5.484,0.383,0.368,0.338,-0.03,310,27,672640,0.254,0.307,0.371,14.864,6.905,5.056,0.281,0.297,0.325,0.028,1028,0.084,0.06,0.105,-0.026,-3.034,0.428,0.102,0.071,0.013,-0.057,hitter,0.086,0.056,0.111,0.35,-3.823,0.655,0.105,0.066,0.009,-0.057
Owen Caissie,27496,0.209,0.269,0.372,40.933,7.254,6.736,0.326,0.281,0.29,0.009,193,23,683357,0.192,0.222,0.346,40.741,3.704,7.407,0.286,0.245,0.232,-0.013,27,0.017,0.047,0.026,0.192,3.55,-0.672,0.04,0.035,0.058,0.023,hitter,0.019,0.043,0.032,0.568,2.762,-0.445,0.043,0.03,0.053,0.023
Ozzie Albies,16556,0.279,0.334,0.438,12.131,7.213,3.607,0.284,0.336,0.311,-0.025,305,29,645277,0.248,0.309,0.393,14.566,7.585,4.208,0.266,0.306,0.305,-0.001,1762,0.031,0.025,0.045,-2.435,-0.372,-0.601,0.018,0.03,0.006,-0.024,hitter,0.034,0.021,0.05,-2.059,-1.16,-0.374,0.021,0.026,0.002,-0.024
P.J. Higgins,18433,0.231,0.276,0.269,25,6.25,0,0.316,0.246,0.287,0.041,32,33,664731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Meadows,23800,0.25,0.308,0.333,25.641,5.128,2.564,0.346,0.289,0.25,-0.039,39,26,678009,0.229,0.302,0.377,25.903,9.363,3.992,0.293,0.298,0.296,-0.001,656,0.021,0.006,-0.043,-0.262,-4.235,-1.428,0.053,-0.009,-0.046,-0.037,hitter,0.024,0.001,-0.038,0.114,-5.023,-1.201,0.056,-0.014,-0.051,-0.037
Patrick Bailey,27478,0.165,0.222,0.248,25,6.944,4.861,0.208,0.214,0.28,0.066,144,27,672275,0.227,0.285,0.333,26.914,7.278,3.892,0.301,0.272,0.287,0.015,1253,-0.062,-0.062,-0.085,-1.914,-0.334,0.969,-0.092,-0.058,-0.007,0.051,hitter,-0.06,-0.067,-0.079,-1.538,-1.122,1.196,-0.089,-0.063,-0.012,0.051
Patrick Wisdom,13602,0.122,0.182,0.22,40.909,6.818,11.364,0.182,0.172,0.265,0.092,44,34,621550,0.183,0.256,0.431,34.951,7.282,9.587,0.217,0.294,0.307,0.013,476,-0.061,-0.074,-0.212,5.958,-0.463,1.776,-0.035,-0.122,-0.042,0.08,hitter,-0.059,-0.079,-0.206,6.334,-1.252,2.003,-0.032,-0.126,-0.046,0.08
Paul Goldschmidt,9218,0.298,0.367,0.547,18.889,8.333,7.778,0.322,0.394,0.365,-0.03,180,38,502671,0.263,0.323,0.412,22.185,7.671,6.486,0.32,0.318,0.334,0.016,1875,0.035,0.044,0.134,-3.296,0.663,1.292,0.002,0.076,0.031,-0.045,hitter,0.038,0.039,0.14,-2.92,-0.126,1.518,0.005,0.071,0.026,-0.045
Pavin Smith,19892,0.152,0.293,0.242,24.39,17.073,4.878,0.174,0.257,0.258,0.001,41,30,656976,0.254,0.354,0.448,27.918,13.725,6.956,0.332,0.349,0.337,-0.012,674,-0.102,-0.062,-0.206,-3.528,3.348,-2.078,-0.158,-0.091,-0.079,0.012,hitter,-0.1,-0.066,-0.2,-3.152,2.559,-1.851,-0.155,-0.096,-0.083,0.013
Pedro Pages,25782,0.23,0.269,0.377,23.881,3.731,4.478,0.276,0.284,0.286,0.002,134,27,686780,0.232,0.274,0.366,27.28,5.156,4.463,0.293,0.278,0.264,-0.014,607,-0.002,-0.005,0.011,-3.399,-1.424,0.014,-0.017,0.006,0.022,0.016,hitter,-0,-0.01,0.017,-3.023,-2.213,0.241,-0.014,0.001,0.017,0.016
Pedro Ramirez,29218,0.257,0.316,0.4,7.895,7.895,5.263,0.258,0.317,0.34,0.022,38,22,699393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pete Alonso,19251,0.251,0.338,0.47,22.5,10.938,8.125,0.278,0.35,0.378,0.028,320,31,624413,0.256,0.338,0.5,23.489,9.224,10.782,0.286,0.357,0.37,0.013,2062,-0.005,-0.001,-0.031,-0.989,1.714,-2.657,-0.007,-0.006,0.008,0.014,hitter,-0.003,-0.005,-0.025,-0.613,0.925,-2.431,-0.004,-0.011,0.004,0.015
Pete Crow-Armstrong,27769,0.276,0.348,0.498,25.159,7.643,7.325,0.335,0.367,0.362,-0.005,314,24,691718,0.243,0.286,0.453,23.996,4.706,8.006,0.28,0.313,0.31,-0.004,1076,0.033,0.062,0.046,1.163,2.938,-0.681,0.055,0.054,0.052,-0.002,hitter,0.035,0.057,0.051,1.539,2.149,-0.455,0.058,0.049,0.048,-0.001
Petey Halpin,27931,0.161,0.188,0.194,28.125,3.125,6.25,0.227,0.173,0.26,0.087,32,24,690984,0.333,0.5,0.333,25,25,0,0.5,0.393,0.279,-0.114,8,-0.172,-0.312,-0.14,3.125,-21.875,6.25,-0.273,-0.22,-0.019,0.201,hitter,-0.17,-0.317,-0.134,3.501,-22.663,6.477,-0.27,-0.225,-0.023,0.202
Rafael Devers,17350,0.235,0.293,0.413,30.293,7.492,5.863,0.315,0.307,0.292,-0.015,307,29,646240,0.26,0.364,0.493,25.016,13.483,8.896,0.31,0.364,0.367,0.003,1986,-0.025,-0.071,-0.08,5.277,-5.991,-3.033,0.005,-0.057,-0.076,-0.019,hitter,-0.023,-0.076,-0.074,5.653,-6.78,-2.806,0.008,-0.062,-0.08,-0.018
Rafael Flores Jr.,31991,0.667,0.8,2,0,40,20,0.5,0.946,0.76,-0.185,5,25,804668,0.2,0.294,0.333,41.176,11.765,5.882,0.375,0.281,0.361,0.081,17,0.467,0.506,1.667,-41.176,28.235,14.118,0.125,0.665,0.399,-0.266,hitter,0.469,0.501,1.672,-40.8,27.447,14.344,0.128,0.66,0.394,-0.266
Rafael Marchan,21646,0.099,0.135,0.183,17.568,1.351,2.703,0.089,0.145,0.196,0.05,74,27,665561,0.229,0.296,0.36,14.38,7.784,2.507,0.245,0.29,0.29,0,174,-0.13,-0.161,-0.177,3.188,-6.432,0.196,-0.156,-0.145,-0.095,0.05,hitter,-0.128,-0.166,-0.171,3.564,-7.221,0.423,-0.153,-0.149,-0.099,0.05
Ramon Laureano,17128,0.203,0.286,0.374,31.553,9.709,8.252,0.268,0.293,0.312,0.019,206,31,657656,0.27,0.33,0.479,26.439,6.709,8.433,0.332,0.347,0.344,-0.004,1201,-0.066,-0.044,-0.105,5.115,3,-0.18,-0.065,-0.054,-0.031,0.023,hitter,-0.064,-0.049,-0.099,5.491,2.211,0.046,-0.062,-0.059,-0.036,0.023
Ramon Urias,18795,0.158,0.279,0.316,17.647,8.824,7.353,0.159,0.274,0.306,0.032,68,32,602104,0.248,0.305,0.393,21.696,7.099,5.685,0.29,0.303,0.3,-0.004,1088,-0.09,-0.025,-0.078,-4.049,1.725,1.668,-0.131,-0.029,0.006,0.036,hitter,-0.088,-0.03,-0.072,-3.673,0.936,1.894,-0.128,-0.034,0.002,0.036
Randal Grichuk,10243,0.27,0.305,0.539,23.158,4.211,9.474,0.29,0.36,0.384,0.024,95,34,545341,0.254,0.304,0.448,19.437,6.275,7.862,0.284,0.322,0.336,0.014,1043,0.016,0.002,0.091,3.72,-2.064,1.612,0.007,0.039,0.048,0.01,hitter,0.018,-0.003,0.097,4.096,-2.853,1.839,0.01,0.034,0.044,0.01
Randy Arozarena,19290,0.291,0.377,0.448,21.854,9.272,4.967,0.361,0.366,0.353,-0.013,302,31,668227,0.234,0.337,0.414,26.339,10.077,6.349,0.292,0.33,0.329,-0.001,2011,0.057,0.041,0.034,-4.485,-0.805,-1.382,0.07,0.036,0.024,-0.012,hitter,0.06,0.036,0.04,-4.109,-1.593,-1.155,0.073,0.031,0.02,-0.011
Raynel Delgado,22272,0.429,0.429,0.429,14.286,0,0,0.5,0.383,0.254,-0.129,7,26,669384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rece Hinds,27493,0.121,0.167,0.212,50,2.778,0,0.25,0.17,0.161,-0.009,36,25,677956,0.173,0.217,0.45,41.019,4.558,10.188,0.206,0.282,0.306,0.024,95,-0.052,-0.05,-0.238,8.981,-1.78,-10.188,0.044,-0.112,-0.145,-0.033,hitter,-0.049,-0.055,-0.233,9.357,-2.568,-9.961,0.047,-0.117,-0.149,-0.032
Reese McGuire,15674,0.172,0.273,0.172,26.471,5.882,0,0.25,0.222,0.242,0.02,34,31,624512,0.226,0.266,0.382,22.101,5.072,5.435,0.25,0.28,0.263,-0.017,504,-0.054,0.006,-0.21,4.369,0.81,-5.435,0,-0.058,-0.02,0.038,hitter,-0.052,0.002,-0.204,4.745,0.021,-5.208,0.003,-0.062,-0.024,0.038
Rhys Hoskins,16472,0.186,0.328,0.373,28.856,16.915,5.97,0.238,0.316,0.301,-0.016,201,33,656555,0.225,0.318,0.417,28.267,10.937,6.8,0.274,0.319,0.308,-0.011,845,-0.039,0.01,-0.045,0.589,5.978,-0.83,-0.037,-0.003,-0.007,-0.004,hitter,-0.037,0.006,-0.039,0.965,5.19,-0.603,-0.034,-0.007,-0.011,-0.004
Richie Palacios,24589,0.232,0.341,0.317,21.557,12.575,1.796,0.302,0.305,0.305,0,167,29,680700,0.247,0.352,0.361,19.922,12.868,2.868,0.298,0.319,0.33,0.011,466,-0.015,-0.011,-0.044,1.634,-0.293,-1.072,0.003,-0.014,-0.025,-0.011,hitter,-0.013,-0.016,-0.038,2.01,-1.082,-0.845,0.006,-0.019,-0.03,-0.011
Rikuu Nishida,33795,0.241,0.241,0.241,16.667,0,0,0.292,0.216,0.247,0.031,30,25,807747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Greene,25976,0.299,0.389,0.451,28.105,12.418,7.516,0.413,0.373,0.357,-0.016,306,25,682985,0.262,0.327,0.485,29.157,8.396,9.535,0.33,0.347,0.343,-0.004,1655,0.038,0.062,-0.034,-1.052,4.022,-2.019,0.082,0.025,0.014,-0.011,hitter,0.04,0.057,-0.029,-0.676,3.234,-1.792,0.085,0.021,0.01,-0.011
Rob Refsnyder,13770,0.144,0.216,0.244,29.126,6.796,4.854,0.167,0.211,0.259,0.048,103,35,608701,0.273,0.358,0.461,24.943,10.729,6.474,0.341,0.354,0.333,-0.02,759,-0.128,-0.142,-0.216,4.183,-3.933,-1.619,-0.174,-0.143,-0.075,0.068,hitter,-0.126,-0.147,-0.21,4.559,-4.721,-1.392,-0.171,-0.148,-0.079,0.069
Rodolfo Duran,20958,0.15,0.292,0.425,25,14.583,10.417,0.12,0.318,0.367,0.049,48,28,660710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roman Anthony,31812,0.229,0.354,0.321,25.385,15.385,5.385,0.32,0.311,0.352,0.041,130,22,701350,0.292,0.396,0.463,27.723,13.201,8.911,0.404,0.376,0.372,-0.004,303,-0.062,-0.042,-0.142,-2.338,2.183,-3.526,-0.084,-0.065,-0.02,0.046,hitter,-0.06,-0.047,-0.136,-1.962,1.395,-3.299,-0.081,-0.07,-0.024,0.046
Ronald Acuna Jr.,18401,0.251,0.373,0.421,22.034,14.831,8.051,0.304,0.352,0.379,0.026,236,28,660670,0.293,0.405,0.505,21.757,14.909,8.957,0.346,0.393,0.401,0.009,1369,-0.041,-0.032,-0.084,0.277,-0.078,-0.906,-0.042,-0.04,-0.023,0.017,hitter,-0.039,-0.036,-0.078,0.653,-0.867,-0.679,-0.039,-0.045,-0.027,0.018
Ronny Mauricio,23698,0.219,0.219,0.312,37.5,0,6.25,0.316,0.232,0.224,-0.008,32,25,677595,0.228,0.294,0.367,29.28,7.977,5.253,0.301,0.289,0.286,-0.004,292,-0.01,-0.075,-0.054,8.22,-7.977,0.997,0.015,-0.057,-0.061,-0.004,hitter,-0.008,-0.08,-0.048,8.596,-8.765,1.224,0.018,-0.062,-0.066,-0.004
Rowdy Tellez,15679,0,0,0,0,0,0,0,0,0.266,0.266,2,31,642133,0.233,0.287,0.415,24.197,6.711,7.94,0.265,0.303,0.315,0.013,1084,-0.233,-0.287,-0.415,-24.197,-6.711,-7.94,-0.265,-0.303,-0.05,0.253,hitter,-0.231,-0.291,-0.41,-23.821,-7.499,-7.713,-0.262,-0.307,-0.054,0.253
Royce Lewis,20437,0.206,0.292,0.369,27.329,9.938,7.453,0.247,0.295,0.304,0.009,161,27,668904,0.241,0.293,0.419,20.966,7.092,6.937,0.268,0.307,0.307,0,967,-0.035,-0.001,-0.05,6.363,2.846,0.516,-0.021,-0.012,-0.003,0.009,hitter,-0.033,-0.006,-0.044,6.739,2.057,0.743,-0.018,-0.017,-0.007,0.009
Ryan Bliss,29547,0.125,0.2,0.125,30,10,0,0.167,0.16,0.27,0.111,10,26,669208,0.212,0.286,0.357,29.657,8.578,6.618,0.284,0.285,0.304,0.019,110,-0.087,-0.086,-0.232,0.343,1.422,-6.618,-0.118,-0.125,-0.033,0.092,hitter,-0.084,-0.091,-0.226,0.719,0.633,-6.391,-0.115,-0.13,-0.038,0.092
Ryan Jeffers,24618,0.295,0.408,0.541,15.541,15.541,10.811,0.312,0.412,0.389,-0.022,148,29,680777,0.253,0.337,0.416,20.494,9.358,5.037,0.296,0.33,0.317,-0.013,1264,0.042,0.071,0.125,-4.953,6.183,5.774,0.016,0.081,0.072,-0.009,hitter,0.044,0.066,0.13,-4.577,5.394,6.001,0.019,0.077,0.068,-0.009
Ryan Kreidler,25867,0.235,0.333,0.441,21.795,11.538,5.128,0.271,0.342,0.334,-0.008,78,28,668952,0.112,0.191,0.135,36.721,8.776,2.54,0.179,0.16,0.228,0.068,127,0.124,0.142,0.306,-14.926,2.762,2.588,0.091,0.182,0.106,-0.076,hitter,0.126,0.137,0.312,-14.55,1.974,2.815,0.094,0.177,0.102,-0.076
Ryan McMahon,15112,0.21,0.272,0.352,30.729,7.812,6.25,0.273,0.279,0.291,0.013,192,31,641857,0.227,0.318,0.392,30.918,11.38,6.591,0.307,0.312,0.324,0.013,1858,-0.017,-0.046,-0.04,-0.189,-3.568,-0.341,-0.034,-0.033,-0.033,-0,hitter,-0.014,-0.05,-0.034,0.187,-4.356,-0.115,-0.031,-0.038,-0.037,0
Ryan Mountcastle,18373,0.286,0.333,0.357,13.333,6.667,0,0.333,0.31,0.301,-0.009,15,29,663624,0.261,0.3,0.401,24.868,5.111,7.283,0.325,0.303,0.326,0.024,1334,0.025,0.034,-0.044,-11.534,1.555,-7.283,0.008,0.007,-0.025,-0.033,hitter,0.027,0.029,-0.038,-11.158,0.767,-7.056,0.011,0.003,-0.03,-0.032
Ryan O'Hearn,16442,0.282,0.346,0.454,22.5,8.333,4.167,0.331,0.35,0.326,-0.024,240,32,656811,0.276,0.352,0.437,18.249,9.694,5.361,0.314,0.342,0.344,0.002,1406,0.007,-0.006,0.017,4.251,-1.36,-1.194,0.018,0.008,-0.018,-0.026,hitter,0.009,-0.011,0.022,4.627,-2.149,-0.968,0.021,0.003,-0.023,-0.025
Ryan Ritter,31500,0.143,0.143,0.143,42.857,0,0,0.25,0.128,0.166,0.038,7,25,690022,0.241,0.296,0.337,29.469,4.831,0.966,0.349,0.28,0.248,-0.032,207,-0.098,-0.153,-0.194,13.389,-4.831,-0.966,-0.099,-0.152,-0.082,0.07,hitter,-0.096,-0.157,-0.188,13.765,-5.619,-0.739,-0.096,-0.157,-0.086,0.071
Ryan Vilade,22165,0.291,0.352,0.464,17.46,9.524,3.175,0.322,0.354,0.32,-0.034,126,27,668723,0.145,0.205,0.19,27.477,7.207,4.955,0.187,0.183,0.262,0.079,64,0.146,0.147,0.274,-10.017,2.317,-1.78,0.135,0.171,0.058,-0.113,hitter,0.148,0.142,0.279,-9.641,1.528,-1.554,0.138,0.166,0.053,-0.112
Ryan Waldschmidt,35061,0.259,0.314,0.357,32.787,6.557,4.918,0.403,0.3,0.289,-0.011,122,23,814439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Ward,27449,0.256,0.304,0.558,32.609,6.522,6.522,0.32,0.368,0.34,-0.028,46,28,669899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sal Frelick,29622,0.227,0.303,0.308,10.288,9.465,1.646,0.242,0.276,0.281,0.004,243,26,686217,0.276,0.34,0.379,14.082,7.975,1.742,0.312,0.318,0.292,-0.026,1341,-0.049,-0.038,-0.071,-3.794,1.49,-0.096,-0.07,-0.041,-0.011,0.03,hitter,-0.047,-0.042,-0.065,-3.418,0.702,0.131,-0.067,-0.046,-0.016,0.03
Sal Stewart,31505,0.252,0.35,0.456,20.382,13.057,9.236,0.278,0.352,0.36,0.009,314,22,701398,0.255,0.293,0.545,25.862,5.172,12.069,0.257,0.355,0.398,0.044,58,-0.003,0.057,-0.09,-5.48,7.885,-2.833,0.021,-0.003,-0.038,-0.035,hitter,-0,0.053,-0.084,-5.104,7.097,-2.606,0.024,-0.008,-0.042,-0.034
Salvador Perez,7304,0.2,0.245,0.325,19.58,4.196,5.944,0.216,0.251,0.285,0.034,286,36,521692,0.25,0.3,0.447,19.979,5.069,9.702,0.272,0.318,0.355,0.037,1873,-0.05,-0.056,-0.122,-0.399,-0.873,-3.758,-0.057,-0.067,-0.07,-0.002,hitter,-0.048,-0.06,-0.116,-0.023,-1.661,-3.531,-0.054,-0.072,-0.074,-0.002
Sam Antonacci,35101,0.279,0.381,0.38,15.566,7.075,5.189,0.331,0.347,0.37,0.022,212,23,803011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Haggerty,18054,0.159,0.213,0.182,34.043,4.255,0,0.25,0.186,0.182,-0.004,47,32,664059,0.244,0.322,0.353,20.075,9.193,1.501,0.305,0.299,0.301,0.002,306,-0.085,-0.11,-0.171,13.968,-4.938,-1.501,-0.055,-0.113,-0.119,-0.006,hitter,-0.083,-0.114,-0.165,14.343,-5.726,-1.274,-0.052,-0.117,-0.123,-0.006
Sam Huff,22209,0.222,0.222,0.333,44.444,0,11.111,0.4,0.24,0.169,-0.071,18,28,669087,0.208,0.262,0.353,42.651,7.205,6.916,0.329,0.268,0.266,-0.002,107,0.014,-0.04,-0.02,1.793,-7.205,4.195,0.071,-0.028,-0.097,-0.069,hitter,0.016,-0.045,-0.014,2.169,-7.993,4.422,0.074,-0.033,-0.102,-0.069
Samad Taylor,22274,0.355,0.412,0.484,25.714,8.571,2.857,0.476,0.396,0.329,-0.067,35,27,669392,0.2,0.244,0.235,23.256,5.426,3.101,0.267,0.212,0.228,0.016,83,0.155,0.168,0.249,2.458,3.145,-0.244,0.209,0.184,0.101,-0.084,hitter,0.157,0.163,0.255,2.834,2.357,-0.017,0.212,0.179,0.096,-0.083
Samuel Basallo,28824,0.258,0.32,0.465,25.571,8.676,8.219,0.306,0.339,0.345,0.006,219,21,694212,0.165,0.229,0.33,25.424,5.085,5.932,0.187,0.246,0.286,0.04,118,0.092,0.091,0.134,0.147,3.591,2.287,0.119,0.093,0.058,-0.035,hitter,0.095,0.086,0.14,0.523,2.803,2.514,0.122,0.088,0.054,-0.034
Sandy Leon,5273,0.095,0.095,0.095,42.857,0,0,0.167,0.085,0.136,0.051,42,37,506702,0.109,0.126,0.277,38.462,0.962,0.962,0.107,0.171,0.163,-0.008,56,-0.014,-0.031,-0.182,4.396,-0.962,-0.962,0.06,-0.086,-0.027,0.059,hitter,-0.011,-0.036,-0.176,4.772,-1.75,-0.735,0.063,-0.091,-0.032,0.059
