Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,Barrels,NameASCII,PlayerId,MLBAMID
"Pavin Smith","ARI",69,228,7,26,30,1,0.153508771,0.197368421,0.136125654,0.208633093,0.188481675,0.317180616,0.324607329,0.29299982843945205,0.33,80.31637170256917,-0.46973525919020176,-6.029526182376252,-9.109692096710205,-0.7367871683376703,27,24,5,0,35,0,1,0,0,45,36,191,11,"Pavin Smith",19892,656976
"Corey Julks","HOU",93,323,6,35,33,15,0.068111455,0.232198142,0.107382551,0.305936073,0.244966442,0.297213622,0.352348993,0.28559610330652524,0.295,80.24945799142914,1.1664993464946747,-6.477385202405179,-0.27969932556152344,0.4330117123192615,27,53,14,0,22,0,1,2,0,75,73,298,11,"Corey Julks",20311,667452
"Enmanuel Valdez","BOS",49,149,6,17,19,5,0.053691275,0.248322147,0.18705036,0.322916666,0.26618705,0.31081081,0.45323741,0.3281502566627554,0.305,102.44315410507905,0.6028890311717987,1.0390730084501894,-2.296618640422821,0.38517308698958075,24,23,8,0,8,0,1,0,0,37,37,139,11,"Enmanuel Valdez",21716,665839
"Luis Campusano","SDP",49,174,7,27,30,0,0.040229885,0.120689655,0.171779142,0.330882352,0.319018404,0.356321839,0.490797546,0.3639122021609339,0.353,133.1952035648545,-1.784150905907154,5.37139945119253,-0.8118841648101807,1.0444760496906178,24,38,7,0,7,0,3,1,0,21,52,163,11,"Luis Campusano",22217,669134
"David Villar","SFG",46,140,5,15,12,1,0.078571428,0.321428571,0.169354839,0.173333333,0.14516129,0.235714285,0.314516129,0.24442685885088786,0.306,51.375069984156674,-0.33678136486560106,-8.770235411588965,1.3770560026168823,-0.2626675385611891,26,7,6,0,11,0,4,1,0,45,18,124,11,"David Villar",24782,681584
"Henry Davis","PIT",62,255,7,27,24,3,0.098039215,0.270588235,0.137777778,0.273333333,0.213333333,0.301960784,0.351111111,0.2874889621150352,0.291,75.66480382266339,-2.7394439643248916,-10.427091968024953,-7.596482038497925,-0.9328852747642793,23,31,10,0,25,2,4,1,0,69,48,225,11,"Henry Davis",29617,680779
"Miguel Rojas","LAD",125,423,5,49,31,8,0.061465721,0.113475177,0.085714286,0.255192878,0.236363636,0.289786223,0.322077922,0.2710404943966809,0.284,68.94635426938943,-0.39371764846146107,-16.666859845954647,8.797855615615845,0.6491772665163562,34,69,16,1,26,0,5,5,2,48,91,385,10,"Miguel Rojas",7802,500743
"Kevin Kiermaier","TOR",129,408,8,58,36,14,0.071078431,0.210784313,0.154054054,0.321428571,0.264864864,0.321867321,0.418918918,0.32002447878699336,0.3,103.91640710775144,3.0896435230970383,5.004254618896035,9.053238868713379,2.7998555653359563,33,63,21,6,29,0,4,4,1,86,98,370,10,"Kevin Kiermaier",11038,595281
"Trevor Story","BOS",43,168,3,12,14,10,0.053571428,0.327380952,0.113924051,0.29,0.202531645,0.25,0.316455696,0.24908337067990077,0.266,47.64016232335613,1.1032580314204097,-9.436730820346261,6.769643485546112,0.3097236567915391,30,20,9,0,9,0,1,0,0,55,32,158,10,"Trevor Story",12564,596115
"Jacob Stallings","MIA",89,276,3,22,20,0,0.097826086,0.242753623,0.095435684,0.248554913,0.190871369,0.278388278,0.286307053,0.25635863267458403,0.262,54.76008243451446,-3.144715600181371,-18.613256317981687,4.85592120885849,-0.43628231335348333,33,29,14,0,27,0,3,2,3,67,46,241,10,"Jacob Stallings",13723,607732
"Jake Cave","PHI",65,203,5,18,21,3,0.073891625,0.27093596,0.135869565,0.269841269,0.211956521,0.272277227,0.347826086,0.2711257450651414,0.277,66.70319655863673,1.3974102907814085,-6.976282779200044,-1.1380345821380615,-0.12102478446316411,30,25,8,1,15,0,1,2,1,55,39,184,10,"Jake Cave",14477,595909
"Manuel Margot","TBR",99,336,4,39,38,9,0.053571428,0.163690476,0.112540193,0.305882352,0.263665594,0.309523809,0.376205787,0.2992754883709408,0.301,92.22253135781547,-2.0955614494159818,-5.226756518806203,-1.010779231786728,0.5293664033444895,28,56,21,1,18,0,4,3,0,55,82,311,10,"Manuel Margot",14712,622534
"Dylan Carlson","STL",76,255,5,27,27,3,0.101960784,0.192156862,0.114155251,0.25595238,0.219178082,0.317647058,0.333333333,0.2930242704410179,0.318,83.45210377847849,0.06300906976684928,-5.164579827638076,-3.3122098445892334,0.019096209472207214,24,34,8,1,26,0,7,3,0,49,48,219,10,"Dylan Carlson",20126,666185
"Oscar Gonzalez","CLE",54,180,2,15,12,0,0.027777777,0.255555555,0.098265896,0.277777777,0.213872832,0.238888888,0.312138728,0.23890957368744745,0.271,47.58975390315031,1.1138512641191483,-10.189865902323954,-9.826748132705688,-1.3792078790292308,25,26,7,2,5,0,1,1,0,46,37,173,10,"Oscar Gonzalez",20970,660757
"Lenyn Sosa","CHW",52,173,6,12,14,0,0.028901734,0.231213872,0.146341463,0.226890756,0.201219512,0.223529411,0.347560975,0.24144392958759556,0.29,47.601200239744536,-0.8743963590823114,-11.736151811693313,-0.5846710205078125,-0.6357894283729617,23,21,6,0,5,1,0,1,3,40,33,164,10,"Lenyn Sosa",22896,672820
"Jordan Westburg","BAL",68,228,3,26,23,4,0.070175438,0.245614035,0.144230769,0.335526315,0.259615384,0.311403508,0.403846153,0.30875259873114136,0.315,97.37306325885959,0.8552377731539309,0.13758058357663727,2.06867778301239,1.001281138126518,24,32,17,2,16,0,1,3,0,56,54,208,10,"Jordan Westburg",27815,676059
"Nelson Cruz","SDP",49,152,5,9,23,1,0.039473684,0.302631578,0.153846154,0.322580645,0.244755244,0.282894736,0.398601398,0.29086459117219937,0.297,84.22524114893949,-0.31759014585986733,-3.288057438112841,-4.545610427856445,-0.26591521770692195,42,24,5,1,6,1,2,1,0,46,35,143,9,"Nelson Cruz",2434,443558
"Jean Segura","MIA",85,326,3,25,21,6,0.067484662,0.144171779,0.059800665,0.250996015,0.219269102,0.276923076,0.279069767,0.24955813108403005,0.281,50.20113378730742,-1.5729858190752566,-21.684997524191772,-2.184808611869812,-1.2751862890315744,33,56,5,2,22,1,2,0,1,47,66,301,9,"Jean Segura",5933,516416
"Trayce Thompson","- - -",72,179,6,17,17,2,0.134078212,0.430167597,0.130718955,0.271428571,0.163398692,0.284916201,0.294117647,0.26630668799970403,0.275,64.86973657088438,0.18573065055534244,-7.379782251259521,-1.2847326546907425,-0.2538447385238831,32,17,2,0,24,0,2,0,0,77,25,153,9,"Trayce Thompson",9952,572204
"Eric Haase","- - -",89,293,4,22,26,4,0.058020477,0.276450511,0.08029197,0.268421052,0.200729927,0.246575342,0.281021897,0.23277085671310163,0.253,43.28624894667764,-0.48411290626972914,-20.394906541911404,-0.19027595035731792,-1.0486914828541938,30,42,8,1,17,1,0,1,1,81,55,274,9,"Eric Haase",14111,606992
"Josh Rojas","- - -",105,350,4,47,40,12,0.077142857,0.231428571,0.092356688,0.313304721,0.245222929,0.303468208,0.337579617,0.28351953677359343,0.278,77.77976178297051,2.527068080380559,-7.136914566528052,4.920477330684662,0.9703360347172947,29,56,17,0,27,0,1,4,2,81,77,314,9,"Josh Rojas",19734,668942
"Nico Hoerner","CHC",150,688,9,98,68,43,0.07122093,0.120639534,0.100161551,0.312030075,0.282714054,0.34643377,0.382875605,0.3221246324251833,0.311,104.04409487572211,6.841696894727647,10.288593305876187,12.750257730484009,4.629509153864049,26,135,27,4,49,0,14,5,1,83,175,619,9,"Nico Hoerner",21479,663538
"Nick Fortes","MIA",108,323,6,33,26,4,0.052631578,0.182662538,0.095238095,0.233766233,0.204081632,0.2625,0.299319727,0.2506443154066801,0.262,50.92929456815938,0.11379911936819553,-19.52176042212901,14.300231456756592,0.574204141346923,26,44,10,0,17,0,7,2,3,59,60,294,9,"Nick Fortes",21538,663743
"Miguel Amaya","CHC",53,156,5,17,18,0,0.076923076,0.256410256,0.145038167,0.264367816,0.213740458,0.329032258,0.358778625,0.31032650970643566,0.332,96.13482011238278,-0.2984891636297107,-1.0454756880923148,2.6699661016464233,0.6907876075404171,24,19,4,0,12,0,11,1,1,40,28,131,9,"Miguel Amaya",21693,665804
"Esteury Ruiz","OAK",132,497,5,47,47,67,0.040241448,0.199195171,0.091314031,0.315028901,0.25389755,0.308641975,0.345211581,0.28950706499139056,0.271,85.37231217964835,8.318243799265474,-0.3926887359196183,-4.292660593986511,1.2358388759074885,24,84,24,1,20,1,16,1,4,99,114,449,9,"Esteury Ruiz",21780,665923
"Brice Turang","MIL",137,448,6,46,34,26,0.084821428,0.209821428,0.081683168,0.267973856,0.217821782,0.285393258,0.29950495,0.2616598807476662,0.274,60.57603795047585,2.929496033117175,-18.9509786732425,1.9497377276420593,-0.17672337858340506,23,70,9,3,38,1,1,2,3,94,88,404,9,"Brice Turang",22186,668930
"Tucupita Marcano","PIT",75,220,3,16,18,5,0.045454545,0.159090909,0.123762376,0.26506024,0.232673267,0.276497695,0.356435643,0.27506129395577217,0.292,67.33349175866678,0.32890598429366946,-8.574247357990227,-2.3840441703796387,-0.34699341703898534,23,30,12,2,10,0,3,2,3,35,47,202,9,"Tucupita Marcano",22871,672779
"David Fry","CLE",58,113,4,12,15,2,0.07079646,0.265486725,0.178217822,0.298507462,0.237623762,0.31858407,0.415841584,0.32128946549069565,0.329,104.68906263843581,-0.14615682419389486,0.4887310843991264,-5.3180296421051025,-0.0943529653755753,27,14,6,0,8,0,4,0,0,30,24,101,9,"David Fry",24934,681807
"Will Brennan","CLE",138,455,5,41,41,13,0.035164835,0.125274725,0.090277778,0.295698924,0.266203703,0.298901098,0.356481481,0.2850807145994494,0.305,79.59198371781514,-1.2618529326282442,-12.387999252465631,-2.6682233810424805,0.05776156263498339,25,86,24,0,16,2,5,2,0,57,115,432,9,"Will Brennan",25660,686823
"Aaron Hicks","- - -",93,312,8,44,36,6,0.134615384,0.221153846,0.130111524,0.310880829,0.252788104,0.352564102,0.382899628,0.32621970494843755,0.282,108.90497246360722,1.0618972997181118,4.390942969982445,-5.728533744812012,0.9357368263926501,33,50,9,1,42,1,0,1,0,69,68,269,8,"Aaron Hicks",5297,543305
"Avisaíl García","MIA",37,118,3,8,12,2,0.050847457,0.330508474,0.129629629,0.257575757,0.185185185,0.24137931,0.314814814,0.24101684559946474,0.291,44.47519116575789,0.047995688393712044,-8.068854628230259,-0.5347024202346802,-0.45793737687024083,32,13,3,1,6,1,2,0,0,39,20,108,8,"Avisail Garcia",5760,541645
"Eduardo Escobar","- - -",100,309,6,32,31,2,0.058252427,0.252427184,0.118055556,0.286407766,0.225694444,0.269480519,0.34375,0.26694634169727177,0.244,65.37396594709877,-1.133452388457954,-14.00819772434189,-5.2944063930772245,-0.8704013567287155,34,48,6,5,18,0,0,2,1,78,65,288,8,"Eduardo Escobar",6153,500871
"Elvis Andrus","CHW",112,406,6,39,44,12,0.061576354,0.174876847,0.106951872,0.294314381,0.251336898,0.303703703,0.35828877,0.2901096789553614,0.267,81.33249785568192,0.6694278880022466,-8.411805177006961,6.805582284927368,1.2310555779766796,34,67,20,1,25,1,4,2,1,71,94,374,8,"Elvis Andrus",8709,462101
"Christian Vázquez","MIN",102,355,6,34,32,1,0.070422535,0.230985915,0.094801223,0.279166666,0.22324159,0.279661016,0.318042813,0.26424396899199015,0.265,64.58523028049109,-3.8502495349384844,-18.91442458065188,15.8147531747818,0.9073729439722942,32,54,13,0,25,1,1,1,1,82,73,327,8,"Christian Vazquez",9774,543877
"Kole Calhoun","CLE",43,174,6,18,25,0,0.074712643,0.212643678,0.159235669,0.24137931,0.216560509,0.281609195,0.375796178,0.2859938072747198,0.303,80.22486826558455,-1.0441691782325506,-5.167054089970089,-2.8262938857078552,-0.2008377861140535,35,21,7,0,13,0,2,2,0,37,34,157,8,"Kole Calhoun",11200,594777
"Omar Narváez","NYM",49,146,2,12,7,0,0.09589041,0.184931506,0.0859375,0.245098039,0.2109375,0.28275862,0.296875,0.2594508286180167,0.31,63.00190487202443,-0.4474754510447383,-7.139394494359235,2.5345377922058105,0.03571540071599555,31,20,5,0,14,0,0,3,1,27,27,128,8,"Omar Narvaez",13338,553882
"Joey Wendle","MIA",112,318,2,33,20,7,0.040880503,0.210691823,0.094276094,0.264069264,0.212121212,0.247619047,0.306397306,0.24184209259729536,0.263,45.02842369342871,1.7267631539143622,-19.92951238167484,1.0128982067108154,-0.8083841802106992,33,42,16,3,13,0,2,3,3,67,63,297,8,"Joey Wendle",13853,621563
"Victor Caratini","MIL",62,226,7,23,25,1,0.084070796,0.199115044,0.12437811,0.296052631,0.258706467,0.327433628,0.383084577,0.31233575017051357,0.31,94.5483388572552,-2.6042188541032374,-4.130574546632969,7.795714616775513,1.1315570146932807,29,41,4,0,19,0,3,3,0,45,52,201,8,"Victor Caratini",14968,605170
"Isiah Kiner-Falefa","NYY",115,361,6,39,37,14,0.077562326,0.193905817,0.098159509,0.288537549,0.242331288,0.305555555,0.340490797,0.2864835105008549,0.295,79.32134432795506,0.005235652904957533,-8.93938819823515,1.7333519458770752,0.5184564621647715,28,60,12,1,28,0,3,3,1,70,79,326,8,"Isiah Kiner-Falefa",16512,643396
"Kevin Smith","OAK",49,146,5,15,11,1,0.034246575,0.349315068,0.14074074,0.253164556,0.185185185,0.219858156,0.325925925,0.23632361533793997,0.237,48.509697469948605,-0.40472494158893824,-9.412361971257695,-0.3991597890853882,-0.4780880242892124,26,16,4,0,5,0,1,0,5,51,25,135,8,"Kevin Smith",20242,675656
"Romy Gonzalez","CHW",44,97,3,11,14,7,0.020618556,0.37113402,0.182795699,0.272727272,0.193548387,0.208333333,0.376344086,0.24437189102172852,0.269,49.63063448920751,2.0135340089909732,-3.840709630474838,-2.696624204516411,-0.3195005422437504,26,9,4,2,2,0,0,1,1,36,18,93,8,"Romy Gonzalez",21562,663853
"Oswaldo Cabrera","NYY",115,330,5,35,29,8,0.075757575,0.218181818,0.087248323,0.260089686,0.211409395,0.275229357,0.298657718,0.25562807131398674,0.259,57.934763091581715,0.14393542939797044,-16.489036605652295,-3.5843971967697144,-0.8708747480775305,24,47,11,0,25,1,2,2,3,72,63,298,8,"Oswaldo Cabrera",21707,665828
"Lawrence Butler","OAK",42,129,4,10,10,0,0.031007751,0.271317829,0.130081301,0.258823529,0.211382113,0.240310077,0.341463414,0.25105971652407977,0.289,58.72361221010644,-0.27325386786833405,-6.653302256304028,0.3097705990076065,-0.19052194124513258,22,18,4,0,4,0,1,1,0,35,26,123,8,"Lawrence Butler",22542,671732
"Owen Miller","MIL",90,314,5,29,27,13,0.054140127,0.194267515,0.109965636,0.310043668,0.261168384,0.30254777,0.37113402,0.2920378800779105,0.288,80.94096796443857,1.3627129085361958,-6.051225025519625,4.460664987564087,0.9057677449521985,26,54,17,0,17,1,2,4,0,61,76,291,8,"Owen Miller",24655,680911
"Austin Wells","NYY",19,75,4,8,13,0,0.04,0.186666666,0.257142857,0.226415094,0.228571428,0.256756756,0.485714285,0.30894438882131836,0.373,94.889471423204,0.31141130859032273,-0.1478497925721669,0.7732019424438477,0.31935808224842677,23,6,6,0,3,0,0,1,0,14,16,70,8,"Austin Wells",27562,669224
"Matt Mervis","CHC",27,99,3,8,11,0,0.08080808,0.323232323,0.122222222,0.218181818,0.166666666,0.242424242,0.288888888,0.23856973587864577,0.317,48.0302145014463,-1.3258885112591088,-7.699778696228375,-2.138161450624466,-0.6454317972286492,25,10,2,0,8,0,1,0,0,32,15,90,8,"Matt Mervis",27845,670223
"AJ Pollock","- - -",54,144,5,15,15,0,0.0625,0.222222222,0.142857143,0.173469387,0.165413533,0.215277777,0.308270676,0.22730296808812353,0.267,45.190949111288774,-0.5198402861133218,-10.118278027372,-2.3626343682408333,-0.7513479081361947,35,13,4,0,9,0,0,2,0,32,22,133,7,"AJ Pollock",9256,572041
"Carlos Pérez","OAK",68,189,6,17,20,0,0.068783068,0.211640211,0.130952381,0.256,0.226190476,0.292553191,0.357142857,0.28543297565997916,0.314,82.54847156202544,-1.19972864119336,-5.151827974623192,-2.912443667650223,-0.1565102113459048,32,28,4,0,13,0,4,3,1,40,38,168,7,"Carlos Perez",10642,542208
"Gio Urshela","LAA",62,228,2,22,24,3,0.043859649,0.157894736,0.074766355,0.346368715,0.29906542,0.328947368,0.373831775,0.306958834068817,0.289,91.75703770699135,-0.3713485151529312,-2.6232570062664524,-0.22759611904621124,0.4969986137255732,31,53,8,1,10,0,1,3,0,36,64,214,7,"Gio Urshela",10681,570482
"Rougned Odor","SDP",59,157,4,21,18,2,0.108280254,0.235668789,0.152173913,0.24742268,0.20289855,0.299363057,0.355072463,0.29127801869325576,0.32,84.50239641649449,0.9329817416146398,-2.0812917765873125,0.23460733890533447,0.34804045043972115,29,15,9,0,17,0,2,0,0,37,28,138,7,"Rougned Odor",12282,596059
"Raimel Tapia","- - -",64,169,3,28,13,10,0.100591715,0.23668639,0.101351351,0.301886792,0.236486486,0.317365269,0.337837837,0.2930601035763404,0.297,80.2664970445442,1.688546006102115,-2.422127416643585,-3.3982295840978622,-0.003538765065459276,29,27,4,1,17,0,1,1,1,40,35,148,7,"Raimel Tapia",14350,606132
"Franchy Cordero","NYY",24,71,6,9,13,0,0.028169014,0.352112676,0.289855072,0.184210526,0.188405797,0.211267605,0.478260869,0.28614912906163176,0.288,79.08957722295385,-0.009121520910412073,-1.7880305551248734,-1.1426128447055817,-0.04894355195216088,28,5,2,0,2,0,0,0,0,25,13,69,7,"Franchy Cordero",14567,614173
"Jeff McNeil","NYM",156,648,10,75,55,10,0.060185185,0.100308641,0.107692307,0.288499025,0.27008547,0.333333333,0.377777777,0.3141714795615322,0.294,99.6857633009006,0.6345467520877719,0.3822856040674707,1.9259331226348877,2.426713190892945,31,119,25,4,39,0,18,3,3,65,158,585,7,"Jeff McNeil",15362,643446
"Aledmys Díaz","OAK",109,344,4,25,24,1,0.049418604,0.191860465,0.107936508,0.273092369,0.228571428,0.279883381,0.336507936,0.2682119691826381,0.271,70.61221449664195,-2.2296097795479,-14.34278172956052,-1.3844593167304993,-0.3895100187588596,32,47,20,1,17,2,7,4,1,66,72,315,7,"Aledmys Diaz",15937,649557
"Christian Arroyo","BOS",66,206,3,23,24,1,0.033980582,0.218446601,0.128205128,0.295302013,0.241025641,0.268292682,0.369230769,0.27424793883067805,0.273,65.08227610353846,-0.6101871784776449,-9.228965789925024,-1.181849181652069,-0.3322484236875044,28,28,16,0,7,0,1,2,1,45,47,195,7,"Christian Arroyo",16434,624414
"Alan Trejo","COL",83,227,4,24,26,5,0.070484581,0.224669603,0.111111112,0.285714285,0.231884057,0.287610619,0.342995169,0.27735362406325553,0.276,58.295045523358105,0.6888942765071988,-11.039322013185153,1.928921401500702,-0.13899825905937258,27,33,11,0,16,0,1,2,1,51,48,207,7,"Alan Trejo",20056,676701
"Taylor Walls","TBR",99,349,8,50,36,22,0.126074498,0.263610315,0.132013201,0.261083743,0.201320132,0.304597701,0.333333333,0.2869548723958005,0.274,83.68284236364164,4.819449128583074,-2.003977318174817,-2.4850246906280518,0.7482724047964527,26,39,12,2,44,0,1,0,1,92,61,303,7,"Taylor Walls",22458,670764
"Parker Meadows","DET",37,145,3,19,13,8,0.117241379,0.255172413,0.136,0.302325581,0.232,0.331034482,0.368,0.30807118862867355,0.325,95.47491587834091,1.9181799655780196,1.1319904684151523,3.552537500858307,0.9639951806413476,23,20,4,2,17,1,2,1,0,37,29,125,7,"Parker Meadows",23800,678009
"Liover Peguero","PIT",59,213,7,21,26,6,0.051643192,0.31455399,0.136363636,0.32,0.237373737,0.279620853,0.373737373,0.28361276992689377,0.27,73.06626592113744,0.3287979601882398,-6.778338092534483,0.7571848630905151,0.12159758814229688,22,35,4,1,11,0,1,1,2,67,47,198,7,"Liover Peguero",24273,678894
"Endy Rodríguez","PIT",57,204,3,27,13,0,0.083333333,0.240196078,0.107526882,0.281481481,0.220430107,0.284313725,0.327956989,0.2709816556935217,0.294,64.59856682862703,0.6521536065265536,-8.294682246031186,7.4557448625564575,0.6078476591725976,23,29,7,2,17,0,0,1,0,49,41,186,7,"Endy Rodriguez",25332,682848
"Jared Triolo","PIT",54,209,3,30,21,6,0.114832535,0.301435406,0.099447514,0.439655172,0.298342541,0.387559808,0.397790055,0.3500112822751679,0.324,117.57877783161057,0.29737214045599103,4.848860342871317,3.3288784325122833,1.5239167176959716,25,42,9,0,24,0,3,1,0,63,54,181,7,"Jared Triolo",25807,669707
"Noelvi Marte","CIN",35,123,3,15,15,6,0.06504065,0.203252032,0.140350877,0.38372093,0.315789473,0.365853658,0.45614035,0.35738045849451205,0.34,118.61017373997097,-0.18196945311501622,2.6538200913683183,-1.2127187550067902,0.5606395011427083,21,26,7,0,8,0,1,0,0,25,36,114,7,"Noelvi Marte",26517,682622
"Nick Martini","CIN",29,79,6,10,16,0,0.063291139,0.189873417,0.319444445,0.25490196,0.263888888,0.329113924,0.583333333,0.3822668375848215,0.352,135.29360845091057,-0.03248683363199234,3.421666500063413,-2.604517936706543,0.3492724816861222,33,9,3,1,5,0,2,0,0,15,19,72,6,"Nick Martini",12005,605361
"Anthony Rendon","LAA",43,183,2,23,22,2,0.136612021,0.147540983,0.081081081,0.268292682,0.236486486,0.360655737,0.317567567,0.3117641988999205,0.357,95.08774140264788,0.038960875011980534,-1.03816110782435,-3.288348615169525,0.19565010739661093,33,27,6,0,25,0,6,4,0,27,35,148,6,"Anthony Rendon",12861,543685
"Jackie Bradley Jr.","KCR",43,113,1,10,6,0,0.044247787,0.256637168,0.076190476,0.173333333,0.133333333,0.1875,0.209523809,0.18048859547291482,0.246,1.415448601073373,-0.24493961641564965,-13.593052977964671,4.091608505696058,-0.5602476841173247,33,8,5,0,5,0,2,0,1,29,14,105,6,"Jackie Bradley Jr.",12984,598265
"Ildemaro Vargas","WSN",86,286,4,32,31,1,0.066433566,0.069930069,0.110687023,0.259414225,0.251908396,0.303886925,0.362595419,0.2924042122945347,0.303,81.926413608892,0.32730994699522853,-6.0763583871024025,2.157000422477722,0.578633464936961,31,47,13,2,19,0,1,1,3,20,66,262,6,"Ildemaro Vargas",13324,545121
"Rob Refsnyder","BOS",89,243,1,31,28,7,0.135802469,0.193415637,0.069306931,0.316129032,0.247524752,0.365145228,0.316831683,0.3144421527989178,0.342,92.94176684220137,0.5588301685638726,-1.496278789906337,-2.944385439157486,0.38986652771378466,32,39,9,1,33,0,5,1,1,47,50,202,6,"Rob Refsnyder",13770,608701
"Franmil Reyes","KCR",19,65,2,5,7,0,0.061538461,0.369230769,0.101694916,0.257142857,0.186440677,0.23076923,0.288135593,0.2266866188782912,0.263,33.43631126114697,-0.3705250802449882,-5.55474380136092,-1.9355064630508423,-0.5241761200209067,27,9,0,0,4,0,0,2,0,24,11,59,6,"Franmil Reyes",14566,614177
"Harold Castro","COL",99,270,1,24,31,1,0.033333333,0.244444444,0.062015504,0.331606217,0.251937984,0.275092936,0.313953488,0.2581616496064849,0.263,45.429049563816044,-1.0733232591301203,-19.326721951161762,-4.447749614715576,-1.455504500901011,29,51,13,0,9,0,0,2,1,66,65,258,6,"Harold Castro",14691,605612
"Trey Mancini","CHC",79,263,4,31,28,0,0.079847908,0.296577946,0.102127659,0.326923076,0.234042553,0.298850574,0.336170212,0.279732752763308,0.272,75.62524960914415,-2.181991811376065,-10.123708377927244,-6.487424612045288,-0.7649223655469491,31,39,12,0,21,1,2,3,0,78,55,235,6,"Trey Mancini",15149,641820
"Pablo Reyes","BOS",64,185,2,27,20,7,0.075675675,0.113513513,0.089820359,0.315068493,0.287425149,0.338797814,0.377245508,0.31474610169728595,0.31,93.15244048606979,0.7552539142780006,-0.7626354649944003,-0.035996317863464355,0.5542946030646282,29,37,9,0,14,0,0,2,2,21,48,167,6,"Pablo Reyes",16357,622569
"Luis Urías","- - -",52,177,3,18,18,0,0.118644067,0.231638418,0.104166667,0.25,0.194444444,0.337142857,0.298611111,0.29781178644725254,0.297,82.99552655227595,-0.8953331960365176,-4.614114374196975,-1.60824254155159,-0.016470439816679658,26,19,6,0,21,0,10,0,0,41,28,144,6,"Luis Urias",16622,649966
"Seby Zavala","- - -",73,193,7,17,18,1,0.062176165,0.3626943,0.142857143,0.23,0.171428571,0.230366492,0.314285714,0.2386112874715116,0.246,45.02973393681039,-0.8012254624627531,-13.474880247684766,12.37209665775299,0.5507507679194293,29,19,4,0,12,0,2,2,2,70,30,175,6,"Seby Zavala",18887,664874
"Dairon Blanco","KCR",69,138,3,19,18,24,0.072463768,0.239130434,0.193548387,0.329545454,0.258064516,0.323529411,0.451612903,0.33302044079584237,0.304,107.13861401694795,2.974311458878219,4.154701577096746,2.50527286529541,1.1369951452980231,30,18,7,4,10,0,2,0,2,33,32,124,6,"Dairon Blanco",19779,680118
"Ryan McKenna","BAL",89,139,2,23,18,5,0.064748201,0.287769784,0.106557377,0.353658536,0.25409836,0.31617647,0.360655737,0.29831961849156546,0.276,90.1417359690465,0.5768751921132207,-1.065029046859571,-1.2842718958854675,0.24203937105258733,26,22,7,0,9,0,3,2,3,40,31,122,6,"Ryan McKenna",19928,663630
"Kody Clemens","PHI",49,148,4,15,13,0,0.054054054,0.27027027,0.136690647,0.294736842,0.230215827,0.277027027,0.366906474,0.28073791192995534,0.271,73.14704111062397,0.2116009471938014,-4.711880664468429,-0.045661211013793945,0.027269471561071623,27,21,7,0,8,0,1,0,0,40,32,139,6,"Kody Clemens",20572,665019
"José Caballero","SEA",104,280,4,37,26,26,0.1,0.235714285,0.0995671,0.284848484,0.22077922,0.342857142,0.32034632,0.30450114331075123,0.297,98.16140431087715,2.9638194190338254,2.346973285109011,6.703004479408264,1.861906079135624,26,37,9,1,28,0,17,4,0,66,51,231,6,"Jose Caballero",23401,676609
"Richie Palacios","STL",32,102,6,9,16,2,0.058823529,0.107843137,0.258064516,0.233766233,0.258064516,0.306930693,0.516129032,0.34632681442959473,0.305,119.1852857465488,0.3743012729100883,2.7986042880997233,-2.450571894645691,0.38045712044622404,26,12,6,0,6,0,1,1,1,11,24,93,6,"Richie Palacios",24589,680700
"Steven Kwan","CLE",158,718,5,93,54,21,0.097493036,0.104456824,0.101880878,0.294326241,0.268025078,0.340306834,0.369905956,0.31304805753947973,0.317,98.9767621398649,4.276107502169907,3.3958015804044095,4.408416271209717,3.2385592568860964,25,123,36,7,70,2,3,6,1,75,171,638,6,"Steven Kwan",24610,680757
"Brett Wisely","SFG",51,131,2,10,8,2,0.06870229,0.305343511,0.091666666,0.240506329,0.175,0.23076923,0.266666666,0.22188952290094816,0.238,36.26639662051166,-0.621345313731581,-10.964624013667422,2.618504762649536,-0.3881998660205092,24,14,5,0,9,0,0,1,1,40,21,120,6,"Brett Wisely",27735,689172
"Wil Myers","CIN",37,141,3,11,12,2,0.085106382,0.340425531,0.094488189,0.272727272,0.188976377,0.257142857,0.283464566,0.2427147362913404,0.249,41.74008817962263,0.18605657201260328,-9.990653302794682,-2.1741342693567276,-0.7350906568132212,32,18,3,0,12,0,0,1,1,48,24,127,5,"Wil Myers",10047,571976
"Jesús Aguilar","OAK",36,115,5,8,9,0,0.069565217,0.269565217,0.163461538,0.260869565,0.221153846,0.280701754,0.384615384,0.28151792766792433,0.247,79.834865982818,-1.5740139507688582,-4.352649139374014,-2.7683142721652985,-0.31601873886055637,33,16,2,0,8,2,1,1,0,31,23,104,5,"Jesus Aguilar",11342,542583
"Mike Zunino","CLE",42,140,3,11,11,0,0.107142857,0.435714285,0.129032258,0.316666666,0.177419354,0.271428571,0.306451612,0.2605257749557495,0.24,62.57241681864329,-1.4233304653316736,-7.701779861289819,-0.1665777862071991,-0.3048805155770637,32,12,7,0,15,0,1,0,0,61,22,124,5,"Mike Zunino",13265,572287
