Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,Barrels,NameASCII,PlayerId,MLBAMID
"Martín Maldonado","SDP",64,161,4,11,12,0,0.04968944,0.354037267,0.12244898,0.302325581,0.204081632,0.24516129,0.326530612,0.25058783254315775,0.2511678880260837,60.98451650512668,-2.055651195347309,-9.5005204478488,-3.4473812580108643,-0.7766658611937639,38,20,6,0,8,0,0,0,6,57,30,147,9,"Martin Maldonado",6887,455117
"Tyrone Taylor","NYM",113,341,2,34,27,12,0.046920821,0.2228739,0.096774193,0.286324786,0.222580645,0.27893175,0.319354838,0.26436372598012287,0.2980539912269229,69.98385009970679,2.5464461855590343,-9.584748439701787,5.946544051170349,0.7885778653218996,31,46,18,3,16,1,9,2,3,76,69,310,9,"Tyrone Taylor",13675,621438
"Amed Rosario","- - -",63,191,6,20,23,1,0.036649214,0.162303664,0.160220995,0.303448275,0.276243093,0.308900523,0.436464088,0.32146490119514665,0.33107624053955076,106.05292426976979,1.11565275862813,2.482157296536016,-4.560634084045887,0.4414302878390088,29,33,11,0,7,0,2,1,0,31,50,181,9,"Amed Rosario",15518,642708
"Luis Urías","ATH",96,330,8,27,25,2,0.093939393,0.136363636,0.108013938,0.244725738,0.229965156,0.314984709,0.337979094,0.2930744314047904,0.29980933046486763,83.61237523163348,-0.6575491055846214,-7.031409192016905,-3.139905095100403,0.12165096471843698,28,51,7,0,31,0,6,3,0,45,66,287,9,"Luis Urias",16622,649966
"Myles Straw","TOR",137,299,4,51,32,12,0.06354515,0.16722408,0.104868914,0.308411214,0.262172284,0.3125,0.367041198,0.29904223585294354,0.2947099473741319,91.14647574319402,3.6188526432961226,0.4988142035324188,6.779698848724365,1.7978005768187493,30,51,14,1,19,0,1,1,11,50,70,267,9,"Myles Straw",17620,664702
"Jake McCarthy","ARI",67,222,4,18,20,6,0.045045045,0.18018018,0.140776699,0.233128834,0.203883495,0.246575342,0.344660194,0.25633479090041766,0.28648477493355806,60.19848696698043,1.684489618986845,-8.787923403984903,0.08598589897155762,-0.13459805216305015,27,26,7,5,10,0,2,1,3,40,42,206,9,"Jake McCarthy",21622,664983
"Jeremiah Jackson","BAL",48,183,5,20,21,0,0.060109289,0.273224043,0.170588235,0.365217391,0.276470588,0.327868852,0.447058823,0.33550918330260315,0.2950612372094458,117.10790133397711,-1.0086435619741678,2.6813057592691987,-1.1577652096748352,0.800427503290496,25,30,10,2,11,0,2,0,0,50,47,170,9,"Jeremiah Jackson",22239,669236
"Brayan Rocchio","CLE",115,383,5,34,44,8,0.057441253,0.201044386,0.10755814,0.280898876,0.232558139,0.290237467,0.340116279,0.2781366221508439,0.29474781177662035,77.32626630544114,-0.6513335537165403,-10.886487761091395,1.579142689704895,0.3967188477168946,24,55,18,2,22,0,8,5,4,77,80,344,9,"Brayan Rocchio",23690,677587
"Jake Mangum","TBR",118,428,3,37,40,27,0.044392523,0.14953271,0.071604938,0.345132743,0.296296296,0.330210772,0.367901234,0.3074701635005603,0.2761210075141706,95.46626208833395,3.696235431358218,1.409200728645442,1.7352087497711182,1.8291851296884958,29,98,18,1,19,0,2,1,1,64,120,405,9,"Jake Mangum",26202,663968
"Nick Loftin","KCR",67,188,4,17,20,1,0.074468085,0.143617021,0.148809524,0.223021582,0.208333333,0.278074866,0.357142857,0.2785112249022499,0.293957515429425,73.38304708838294,-0.41048541851341724,-6.308268026103157,0.4666585922241211,0.06449114880030143,26,20,9,2,14,0,3,2,1,27,35,168,9,"Nick Loftin",27630,679845
"Michael Massey","KCR",77,277,3,20,20,2,0.032490974,0.155234657,0.06870229,0.277272727,0.244274809,0.268115942,0.312977099,0.2543848269227622,0.26531982421875,56.763274416389734,-0.9114836789667606,-15.02727210503806,1.3164689596742392,-0.42715606132045875,27,52,9,0,9,0,1,4,1,43,64,262,9,"Michael Massey",27684,686681
"Evan Carter","TEX",63,220,5,31,25,14,0.086363636,0.186363636,0.144329897,0.29054054,0.24742268,0.336363636,0.391752577,0.32129226128260296,0.312201234303653,107.27542398827268,2.6894260961562395,4.575911995371169,1.8086261749267578,1.4280872949640369,22,32,9,2,19,1,7,0,0,41,48,194,9,"Evan Carter",27790,694497
"Christian Encarnacion-Strand","CIN",36,137,6,13,19,0,0.02189781,0.233576642,0.169230769,0.223404255,0.207692307,0.233576642,0.376923076,0.26096325025071193,0.2750154202871949,59.47326423276761,-0.8301353044807911,-7.410597489299203,-3.2348955869674683,-0.6228000017729615,25,17,4,0,3,0,2,2,0,32,27,130,9,"Christian Encarnacion-Strand",30011,687952
"Heston Kjerstad","BAL",54,167,4,16,19,1,0.035928143,0.269461077,0.134615384,0.24074074,0.192307692,0.239520958,0.326923076,0.2477956799689881,0.2895819841030829,56.68535144036235,-0.0396397914737463,-8.565217967154704,-8.304660558700562,-1.1378035774032162,26,19,5,2,6,0,4,1,0,45,30,156,9,"Heston Kjerstad",31166,677008
"Alex Jackson","BAL",37,100,5,17,8,0,0.05,0.37,0.252747253,0.306122448,0.219780219,0.29,0.472527472,0.32725711703300475,0.26964153289794923,111.42336170267568,0.23582756519317627,1.5822040043386778,5.45481538772583,1.0721883956916634,29,7,8,0,5,0,4,0,0,37,20,91,8,"Alex Jackson",17276,656577
"Leody Taveras","- - -",58,180,3,13,17,9,0.027777777,0.277777777,0.099415205,0.268907563,0.204678362,0.2259887,0.304093567,0.23008879227826826,0.233531345020641,47.159155184732896,0.7657715417444706,-10.44446644283058,-3.403840094804764,-0.7828712267760247,26,25,6,1,5,0,0,1,3,50,35,171,8,"Leody Taveras",18900,665750
"Weston Wilson","PHI",54,125,5,15,17,2,0.096,0.272,0.171171171,0.236111111,0.198198198,0.282258064,0.369369369,0.28779136750005907,0.33027307448848603,81.12099235371086,-1.18017503246665,-3.9771165212145867,-4.108047604560852,-0.4016959869085922,30,13,4,0,12,0,1,0,1,34,22,111,8,"Weston Wilson",19358,642215
"Jake Rogers","DET",49,142,3,14,19,0,0.105633802,0.274647887,0.146341464,0.240963855,0.186991869,0.276595744,0.333333333,0.27025995820972093,0.2741571250536763,70.46500137844589,0.09882072545588017,-4.844261948378779,3.1541708111763,0.32722533332395026,30,13,5,2,15,0,1,2,1,39,23,123,8,"Jake Rogers",19452,668670
"Joshua Palacios","CHW",51,145,3,11,9,0,0.08275862,0.248275862,0.1015625,0.258426966,0.203125,0.291666666,0.3046875,0.27133777861793834,0.2985540536733774,71.20104259476264,-0.660793611779809,-5.582518596139042,-6.15540337562561,-0.6902271103637724,29,19,4,0,12,0,4,0,1,36,26,128,8,"Joshua Palacios",19818,641943
"Tristan Gray","TBR",30,86,3,9,9,0,0.069767441,0.220930232,0.17948718,0.263157894,0.23076923,0.282352941,0.41025641,0.2981736477683572,0.3490746442009421,89.06224030927746,-0.01588350534439087,-1.1245461216572752,-0.7709688246250153,0.10896848964595446,29,10,5,0,6,0,0,1,1,19,18,78,8,"Tristan Gray",19877,656484
"Andrés Giménez","TOR",101,369,7,39,35,12,0.067750677,0.178861788,0.103343465,0.239382239,0.209726443,0.285326086,0.313069908,0.26894045556369034,0.30762016838365563,70.41048581817422,1.2008537910878658,-11.667908410217693,9.120542168617249,1.039039427539722,26,50,11,1,25,0,11,3,1,66,69,329,8,"Andres Gimenez",19950,665926
"Nick Fortes","- - -",97,242,5,19,21,1,0.057851239,0.194214876,0.119266055,0.269461077,0.229357798,0.295833333,0.348623853,0.2860824043552081,0.2703235228856405,80.41164724203314,0.09922438114881516,-5.510355450879591,7.472498655319214,1.0364709088672153,28,35,9,1,14,0,7,1,2,47,50,218,8,"Nick Fortes",21538,663743
"Matt Vierling","DET",31,100,1,6,11,2,0.07,0.24,0.068181818,0.307692307,0.238636363,0.31,0.306818181,0.2780135875940323,0.33818099975585936,75.80618649276344,-0.2636836115270853,-3.1152067731891813,-0.5486414581537247,-0.022644281472477608,28,17,3,0,7,0,3,2,0,24,21,88,8,"Matt Vierling",21558,663837
"Griffin Conine","MIA",24,86,2,13,8,0,0.081395348,0.290697674,0.164556962,0.346153846,0.253164556,0.313953488,0.417721518,0.3184311875077181,0.2988186326137809,102.37971718959389,-0.7880771122872829,-0.5455177709134998,-2.1440449953079224,0.017580101005342103,27,11,7,0,7,0,0,0,0,25,20,79,8,"Griffin Conine",21626,665052
"Curtis Mead","- - -",90,264,3,26,19,5,0.056818181,0.238636363,0.0875,0.302857142,0.233333333,0.299242424,0.320833333,0.27813454672242655,0.2909476647010216,75.57056765806338,0.7115027327090502,-6.889832344917987,-1.4182724952697754,0.07981986718085846,24,42,10,1,15,0,8,1,0,63,56,240,8,"Curtis Mead",23986,678554
"David Fry","CLE",66,157,8,16,23,1,0.05732484,0.369426751,0.191780822,0.2125,0.171232876,0.229299363,0.363013698,0.25761855256025956,0.20548206720596704,63.192136024013635,0.39056456089019775,-6.4204662137778605,-4.645061492919922,-0.5791671727696502,29,13,4,0,9,0,2,0,0,58,25,146,8,"David Fry",24934,681807
"Troy Johnston","MIA",44,121,4,12,13,2,0.066115702,0.214876033,0.142857143,0.329268292,0.276785714,0.330578512,0.419642857,0.3278500447588519,0.34058869679768883,108.83193731798208,-1.2990368138998747,-0.0324482739962173,-2.237256869673729,0.1796816867081129,28,24,2,1,8,0,1,0,0,26,31,112,8,"Troy Johnston",26143,687859
"David Hamilton","BOS",91,194,6,27,19,22,0.067010309,0.242268041,0.135593221,0.233870967,0.197740112,0.256544502,0.333333333,0.260240543575187,0.260298224643887,59.617682246669105,2.425297688692808,-6.808185154345196,1.4453735947608948,0.1346109581002582,27,24,4,1,13,0,1,0,3,47,35,177,8,"David Hamilton",27531,666152
"Christian Koss","SFG",76,191,3,25,23,4,0.047120418,0.235602094,0.103448275,0.3359375,0.264367816,0.308510638,0.367816091,0.2966568330500988,0.3107013702392578,91.19797387298169,1.2752649448812008,-0.7172896348939157,-0.5572300553321838,0.5197914061065292,27,34,9,0,9,0,3,2,3,45,46,174,8,"Christian Koss",27653,683766
"Yanquiel Fernández","COL",52,147,4,13,11,0,0.054421768,0.299319727,0.123188405,0.296703296,0.224637681,0.265306122,0.347826086,0.2677144112230158,0.24293353459606432,55.32520832683814,-2.029108140617609,-9.812592848677678,-2.410686492919922,-0.7501858834124642,22,22,5,0,8,0,0,1,0,44,31,138,8,"Yanquiel Fernandez",28552,692585
"Marcelo Mayer","BOS",44,136,4,20,10,0,0.058823529,0.301470588,0.173228347,0.301204819,0.228346456,0.272058823,0.401574803,0.289704144877546,0.2631569750168744,79.91405455055694,-0.1735808402299881,-3.3931945060102082,3.040607452392578,0.4429359449829413,22,16,8,1,8,0,0,1,0,41,29,127,8,"Marcelo Mayer",29668,691785
"Brady House","WSN",73,274,4,26,29,5,0.02919708,0.284671532,0.088122605,0.309782608,0.233716475,0.251824817,0.32183908,0.24833285199464672,0.28417281266097183,55.72122148966096,-0.3264216519892216,-14.705809582503244,3.0437220335006714,-0.26044317260020833,22,46,11,0,8,0,0,5,0,78,61,261,8,"Brady House",29993,691781
"Luke Keaschall","MIN",49,207,4,25,28,14,0.091787439,0.140096618,0.142857143,0.34,0.302197802,0.381642512,0.445054945,0.3626820203186809,0.32428984711135644,133.62393029265988,1.2880635876208544,9.491416527123057,-1.3720648139715195,1.5597927094110609,22,37,14,0,19,0,5,1,0,29,55,182,8,"Luke Keaschall",33321,807712
"Kristian Campbell","BOS",67,263,6,24,21,2,0.110266159,0.273764258,0.122270742,0.296052631,0.222707423,0.319391634,0.344978165,0.29874603421969104,0.29557692136801067,86.1426737385324,0.06436038762331009,-4.231080685990445,-6.573267161846161,-0.17909916494973505,23,35,10,0,29,0,4,1,0,72,51,229,8,"Kristian Campbell",33644,692225
"CJ Kayfus","CLE",44,138,4,16,19,4,0.079710144,0.275362318,0.195121951,0.280487804,0.219512195,0.291970802,0.414634146,0.30578848436801104,0.3223185295606182,96.37459935529473,1.5201028604060411,0.9304347128147711,-4.118555426597595,0.15986963029138843,23,12,10,1,11,0,2,1,1,38,27,123,8,"CJ Kayfus",33704,692216
"Gary Sánchez","BAL",30,101,5,13,24,0,0.03960396,0.267326732,0.186813187,0.266666666,0.23076923,0.297029702,0.417582417,0.3111079288001108,0.31549257278442383,100.2987902893998,-0.46843323297798634,-0.43286515253655744,-4.323503315448761,-0.13090064191108458,32,14,2,0,4,0,5,1,0,27,21,91,7,"Gary Sanchez",11442,596142
"James McCann","ARI",42,137,5,18,17,0,0.05839416,0.240875912,0.170731707,0.313953488,0.260162601,0.323529411,0.430894308,0.3283093313083929,0.31250569399665384,109.50336185463483,-0.24171570129692554,1.3013770775602782,1.3169291317462921,0.7342526590250169,35,21,6,0,8,0,4,1,1,33,32,123,7,"James McCann",12859,543510
"Adam Frazier","- - -",134,459,7,43,44,8,0.05664488,0.176470588,0.097852029,0.3125,0.267303102,0.318777292,0.365155131,0.29973384960178745,0.27928825010333147,88.5631944045655,-1.2258057054132223,-7.444771001096264,-0.8541233763098717,0.7366639923177583,33,85,20,0,26,2,8,5,1,81,112,419,7,"Adam Frazier",15223,624428
"Austin Wynns","- - -",40,110,6,13,21,0,0.045454545,0.29090909,0.252427185,0.363636363,0.291262135,0.321100917,0.54368932,0.36528077858303665,0.29529789390913935,131.75097680892057,-0.19804814271628857,3.9500044738351576,1.6319071277976036,0.9534603031794864,34,16,8,0,5,0,0,1,1,32,30,103,7,"Austin Wynns",15271,642851
"Dominic Smith","SFG",63,225,5,26,33,2,0.066666666,0.186666666,0.132352941,0.329192546,0.284313725,0.333333333,0.416666666,0.3253579076131185,0.3055248260498047,110.85913297798827,-0.3299277536571026,2.5658943270699686,-6.291522026062012,0.3847531382462876,30,41,12,0,15,0,2,4,0,42,58,204,7,"Dominic Smith",15653,642086
"LaMonte Wade Jr.","- - -",80,242,2,19,18,1,0.111570247,0.239669421,0.086124402,0.22,0.167464114,0.270833333,0.253588516,0.24142293201829598,0.2812510294894294,52.28974450746653,-1.2237912490963936,-14.878532596881964,-8.460556089878082,-1.5554655450301857,31,23,8,2,27,1,3,1,2,58,35,209,7,"LaMonte Wade Jr.",18126,664774
"Luis Arraez","SDP",154,675,8,66,61,11,0.05037037,0.031111111,0.1,0.289297658,0.291935483,0.32730015,0.391935483,0.3134299959891882,0.3026015378636547,104.03341947572119,-0.46209228225052357,2.76470267522088,-16.57043743133545,0.8852949904387086,28,139,30,4,34,0,2,7,12,21,181,620,7,"Luis Arraez",18568,650333
"Andy Ibáñez","DET",91,193,4,24,21,4,0.062176165,0.134715025,0.113636364,0.258503401,0.238636363,0.300518134,0.352272727,0.2892441866929049,0.30399328532971837,83.54252592280376,-0.9666366912424564,-4.710267938301371,1.8395943939685822,0.38606573323649435,32,30,8,0,12,0,4,1,0,26,42,176,7,"Andy Ibanez",18819,628451
"Jake Fraley","- - -",76,217,6,31,23,4,0.115207373,0.225806451,0.141361256,0.294117647,0.240837696,0.331797235,0.382198952,0.3155755875287233,0.3151848726494368,97.37764634479267,-0.26499492675065994,-0.9394378477442584,-3.37162646651268,0.29762252668347916,30,31,9,0,25,1,1,0,0,49,46,191,7,"Jake Fraley",19260,641584
"Cooper Hummel","- - -",37,105,3,10,7,1,0.133333333,0.295238095,0.102272727,0.222222222,0.170454545,0.298076923,0.272727272,0.2675633361706367,0.3130923784696139,69.59226572176844,-0.5979677364230156,-4.37758382533824,-0.932040904648602,-0.17341715161115306,30,12,0,0,14,0,2,0,1,31,15,88,7,"Cooper Hummel",19458,669450
"Carlos Cortes","ATH",42,99,4,11,14,0,0.03030303,0.202020202,0.234042553,0.347222222,0.308510638,0.323232323,0.542553191,0.3630533308693857,0.3164538951835247,131.81822021216703,-0.26230315305292606,3.4503437991116837,0.4621927738189697,0.7489925685463669,28,16,8,1,3,0,0,2,0,20,29,94,7,"Carlos Cortes",21842,666126
"Taylor Walls","TBR",101,317,4,36,38,14,0.082018927,0.220820189,0.09929078,0.271028037,0.219858156,0.280254777,0.319148936,0.264914351473948,0.2609051835422699,66.15115577384425,0.5918636862188578,-12.054791608106367,3.6214169338345528,0.253676215247792,28,43,14,1,26,0,0,6,3,70,62,282,7,"Taylor Walls",22458,670764
"Triston Casas","BOS",29,112,3,5,11,0,0.098214285,0.241071428,0.121212122,0.217391304,0.181818181,0.276785714,0.303030303,0.25568022457036105,0.3042345567183061,56.476249147687,-0.3999317307025194,-6.145287320582476,-3.760498523712158,-0.6190070265263988,25,12,3,0,11,2,2,0,0,27,18,99,7,"Triston Casas",22514,671213
"Tyler Freeman","COL",110,428,2,50,31,18,0.079439252,0.119158878,0.079575597,0.31707317,0.281167108,0.354460093,0.360742705,0.3194722850837618,0.32525218290441177,90.78101645968604,-2.189338581636548,-6.865839396639203,-14.66676378250122,-0.746082904651584,26,82,20,2,34,0,11,4,2,51,106,377,7,"Tyler Freeman",22532,671289
"Parker Meadows","DET",58,213,4,22,16,4,0.098591549,0.262910798,0.115183246,0.28030303,0.214659685,0.291079812,0.329842931,0.2767189746731324,0.29124304933368034,74.9143761005999,0.27095330134034157,-6.026675883360082,0.7845256552100182,0.21387663889899544,25,29,6,2,21,0,0,1,0,56,41,191,7,"Parker Meadows",23800,678009
"Michael Helman","TEX",38,110,5,18,20,4,0.063636363,0.19090909,0.222222222,0.246575342,0.232323232,0.289719626,0.454545454,0.31946360285037034,0.24965198909010844,106.01572962924448,0.8342527970671654,1.614179103585664,0.15886124968528748,0.5688387868376907,29,12,5,1,7,0,1,0,3,21,23,99,7,"Michael Helman",24605,680737
"Tyler Fitzgerald","SFG",72,243,4,19,14,9,0.069958847,0.288065843,0.110599079,0.298611111,0.216589861,0.278481012,0.32718894,0.2687346812038985,0.24227597844248583,72.0704018792264,0.6423618551343679,-7.401510420538724,0.4338454604148865,0.1143266711520343,27,32,10,1,17,0,2,1,6,70,47,217,7,"Tyler Fitzgerald",26208,666149
"Kameron Misner","TBR",71,217,5,27,22,8,0.073732718,0.31797235,0.131979695,0.296,0.213197969,0.273148148,0.345177664,0.2715268184741338,0.24677769343058267,70.70623682811436,0.15218447893857956,-7.339982963354203,3.1468613296747208,0.3352939223012405,27,27,9,1,16,0,1,2,1,69,42,197,7,"Kameron Misner",26374,670224
"Austin Martin","MIN",50,181,1,22,7,11,0.121546961,0.171270718,0.083333333,0.346774193,0.282051282,0.374301675,0.365384615,0.33281635205838933,0.34527822313361994,113.0505891082354,0.6454443801194429,3.4295215310345153,-0.23362630605697632,0.9644860508787253,26,34,8,1,22,0,1,0,2,31,44,156,7,"Austin Martin",27462,668885
"Ha-Seong Kim","- - -",48,191,5,19,17,6,0.083769633,0.204188481,0.111111111,0.271317829,0.233918128,0.303664921,0.345029239,0.28826026173786345,0.29698865201460756,82.38697485441735,0.5583129543811083,-3.412253618523259,-0.15064483880996704,0.296634926769961,29,31,4,0,16,0,2,2,0,39,40,171,7,"Ha-Seong Kim",27506,673490
"Alejandro Osuna","TEX",63,176,2,12,15,5,0.119318181,0.193181818,0.066225166,0.256410256,0.211920529,0.3125,0.278145695,0.2702827603476388,0.33609918106433956,72.13688775208433,-0.08312733471393585,-5.862954704078316,-0.47692060470581055,-0.02875327529713112,22,26,4,0,21,1,2,2,0,34,32,151,7,"Alejandro Osuna",27915,696030
"Samuel Basallo","BAL",31,118,4,10,15,0,0.050847457,0.254237288,0.165137615,0.186666666,0.165137614,0.228813559,0.330275229,0.24606878222045253,0.2862501306048894,55.495756208084444,0.07628336735069752,-6.113222915889678,-0.41099558770656586,-0.25189757321465395,20,8,6,0,6,0,3,0,0,30,18,109,7,"Samuel Basallo",28824,694212
"Graham Pauley","MIA",62,184,4,18,11,2,0.114130434,0.195652173,0.142857143,0.262295081,0.223602484,0.311475409,0.366459627,0.3001943393483188,0.29898325602213544,89.88688970160203,-0.7138698939234018,-2.9193176411372526,6.2828556299209595,0.9704937717686773,24,22,9,1,21,0,0,1,1,36,36,161,7,"Graham Pauley",31363,688363
"Sal Stewart","CIN",18,58,5,11,8,0,0.051724137,0.258620689,0.290909091,0.257142857,0.254545454,0.293103448,0.545454545,0.3547003300025545,0.3983049894634046,123.68617845634446,0.16835634969174862,1.7965917635812658,0.46655023097991943,0.42898786299298075,21,8,1,0,3,0,0,0,0,15,14,55,7,"Sal Stewart",31505,701398
"Dylan Beavers","BAL",35,137,4,16,14,2,0.189781021,0.262773722,0.172727273,0.3,0.227272727,0.375,0.4,0.3471219000570914,0.3436866087072036,125.1074673167621,-0.7275070194154978,3.32660783318181,-1.492203589528799,0.6702146569164754,23,15,5,1,26,0,0,0,1,36,25,110,7,"Dylan Beavers",31695,687637
"Ben Williamson","SEA",85,295,1,36,21,5,0.050847457,0.216949152,0.057761733,0.325471698,0.252707581,0.293515358,0.310469314,0.2690158878983898,0.26882470514356477,76.39023510768256,-0.13847166299819946,-8.347396009072174,1.8546335697174072,0.3747382193785926,24,56,13,0,15,0,1,0,2,64,70,277,7,"Ben Williamson",33197,810938
"Christian Moore","LAA",53,184,7,20,16,3,0.103260869,0.336956521,0.172839506,0.265957446,0.197530864,0.284153005,0.37037037,0.28815408580290164,0.28244024808289575,81.86421875274638,0.2013800423592329,-3.731644591780365,-0.6871431469917297,0.1959750847503407,22,19,5,1,19,0,1,1,1,62,32,162,7,"Christian Moore",34979,695681
"Christian Vázquez","MIN",65,214,3,14,14,1,0.084112149,0.163551401,0.084210526,0.214285714,0.189473684,0.271028037,0.27368421,0.24838403396517317,0.2708408854832159,54.888324933047926,-1.3418031185865402,-12.720048661865935,7.895089566707611,0.26008264531988873,34,26,7,0,18,0,4,2,0,35,36,190,6,"Christian Vazquez",9774,543877
"Anthony Santander","TOR",54,221,6,16,18,0,0.113122171,0.276018099,0.118556701,0.21875,0.175257731,0.271493212,0.293814432,0.2549884156747298,0.2654902544888583,60.79944767388719,-0.8752367794513702,-11.0859724765119,-5.744438886642456,-0.9435704404640523,30,23,5,0,25,1,1,1,0,61,34,194,6,"Anthony Santander",14551,623993
"Taylor Trammell","HOU",52,135,3,15,12,3,0.125925925,0.303703703,0.136752137,0.27027027,0.196581196,0.296296296,0.333333333,0.2822389381903189,0.27055796870478876,79.54297370805304,-1.620604682713747,-4.875588597020537,-1.3471216559410095,-0.1611732542164019,27,13,7,0,17,0,0,1,0,41,23,117,6,"Taylor Trammell",19960,666211
"Drew Waters","KCR",71,219,1,21,14,5,0.05022831,0.273972602,0.072815534,0.337931034,0.242718446,0.287671232,0.31553398,0.2678058825127066,0.26513749223700317,66.00853734841552,-0.8145383354276419,-9.588314334630663,-3.867154836654663,-0.6053158823857038,26,40,6,3,11,0,2,0,0,60,50,206,6,"Drew Waters",20505,671221
"Enmanuel Valdez","PIT",31,102,2,7,12,0,0.107843137,0.156862745,0.153846154,0.232876712,0.208791208,0.294117647,0.362637362,0.2898457307441562,0.32726235483206956,82.25527644095841,-0.936324704438448,-3.0815040930031783,0.4664071798324585,0.07966512808848211,26,11,4,2,11,0,0,0,0,16,19,91,6,"Enmanuel Valdez",21716,665839
"José Tena","WSN",50,169,0,19,16,3,0.088757396,0.218934911,0.111842105,0.318965517,0.243421052,0.313609467,0.355263157,0.2955702917110285,0.3021386387836502,88.08038685601943,0.07546420022845268,-2.3120340986255754,-2.978184401988983,0.0340440843228523,24,22,13,2,15,0,1,1,0,37,37,152,6,"Jose Tena",23691,677588
"Jhonkensy Noel","CLE",69,153,6,19,13,0,0.02614379,0.339869281,0.135135135,0.197802197,0.162162162,0.183006535,0.297297297,0.20661872352649963,0.20241653841305401,28.060262398607748,-0.1374429427087307,-13.110217026792057,-2.4981341660022736,-1.058043397752863,23,16,2,0,4,0,0,1,0,52,24,148,6,"Jhonkensy Noel",24257,678877
"Blaine Crim","- - -",20,74,5,10,12,0,0.081081081,0.378378378,0.261538461,0.235294117,0.2,0.27027027,0.461538461,0.3088715358360394,0.3216287348721478,86.05478601685539,-0.31989326886832714,-1.5310423761726135,-1.9245419651269913,-0.10010926837891161,28,6,2,0,6,0,1,2,0,28,13,65,6,"Blaine Crim",25714,688760
"Matthew Lugo","LAA",31,70,4,9,9,0,0,0.342857142,0.231884058,0.292682926,0.231884057,0.242857142,0.463768115,0.2985970548221043,0.26015774863106866,89.05798929683577,-0.06912269489839673,-0.9718732208593563,-3.9647821485996246,-0.2585323541208814,24,9,2,1,0,0,1,0,0,24,16,69,6,"Matthew Lugo",25980,683090
"John Rave","KCR",72,175,4,18,14,7,0.102857142,0.262857142,0.111111111,0.25,0.196078431,0.283236994,0.307189542,0.2665252547732667,0.30163572000902755,65.12636082438425,0.3937077149748802,-6.799256394184635,1.9529861211776733,0.12053907959168253,27,21,5,0,18,0,1,1,2,46,30,153,6,"John Rave",26284,670231
"Matt Mervis","MIA",42,134,7,15,14,0,0.082089552,0.373134328,0.208333333,0.21875,0.175,0.253731343,0.383333333,0.2740826848754309,0.22324437306339578,71.99956663433669,-0.4461865909397602,-4.893152060136374,-3.8582916855812073,-0.4392274712947657,27,10,4,0,11,1,2,1,0,50,21,120,6,"Matt Mervis",27845,670223
"Zack Gelof","ATH",30,101,2,12,7,1,0.06930693,0.455445544,0.097826087,0.311111111,0.173913043,0.23,0.27173913,0.22377453207969666,0.2187441635131836,35.87426803658957,-0.5706870816648006,-8.204232326463922,2.078183025121689,-0.27103613245433295,25,11,3,0,7,0,0,1,1,46,16,92,6,"Zack Gelof",29766,680869
"Denzel Clarke","ATH",47,159,3,18,8,6,0.037735849,0.383647798,0.141891892,0.369047619,0.229729729,0.27388535,0.371621621,0.2811638747051263,0.25361378177715715,75.40763845685255,1.8024928532540798,-2.8061168950872526,10.055979549884796,1.3017707396797982,25,21,8,2,6,0,3,0,2,61,34,148,6,"Denzel Clarke",29858,672016
"Chase Meidroth","CHW",122,505,5,54,23,14,0.08910891,0.142574257,0.066666667,0.29144385,0.253333333,0.328685258,0.32,0.2935514285032493,0.29963543701171874,86.50319468655016,-1.0828924011439085,-9.116209984111352,4.935964584350586,1.35098546761977,23,94,15,0,45,0,6,1,3,72,114,450,6,"Chase Meidroth",31580,805367
"Brice Matthews","HOU",13,47,4,6,9,1,0.042553191,0.425531914,0.285714286,0.166666666,0.166666666,0.222222222,0.452380952,0.28671287960476344,0.29433274269104004,82.62490451757965,0.4234640561044216,-0.5390290613619324,0.022805914282798767,0.1127241367456335,23,3,0,0,2,0,1,0,2,20,7,42,6,"Brice Matthews",33280,694728
"Justin Turner","CHC",80,191,3,14,18,2,0.089005235,0.193717277,0.094674556,0.255639097,0.218934911,0.287958115,0.313609467,0.267948830627022,0.2972557507260308,70.93097183619945,-0.1182559635490179,-6.698743724156657,-2.3336228132247925,-0.27393341431097,40,27,7,0,17,0,1,4,0,37,37,169,5,"Justin Turner",5235,457759
"Donovan Solano","- - -",71,179,3,10,21,0,0.044692737,0.223463687,0.090361446,0.304,0.246987951,0.290502793,0.337349397,0.2766620353613486,0.258718042733283,81.80695663917052,-0.7553670480847359,-4.643278225950656,-1.8619972500018775,-0.03510938500118904,37,33,4,1,8,0,3,2,0,40,41,166,5,"Donovan Solano",8623,456781
"Jose Iglesias","SDP",112,343,3,29,36,5,0.069970845,0.163265306,0.065359478,0.269076305,0.228758169,0.297935103,0.294117647,0.2682885932008074,0.2810311176367765,73.11010681379402,-0.7101030815392733,-11.641543774326797,-1.9723709225654602,-0.22525386351058085,35,56,11,0,24,0,7,2,4,56,70,306,5,"Jose Iglesias",10231,578428
"Chris Taylor","- - -",58,125,2,15,12,2,0.04,0.336,0.115044248,0.271428571,0.185840707,0.256,0.300884955,0.24974580526351928,0.26984885025024413,55.95829022445114,-0.2054718043655157,-6.712126054686143,-1.0360764414072037,-0.3566012656763063,34,12,7,0,5,0,6,1,0,42,21,113,5,"Chris Taylor",13757,621035
