Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,NameASCII,PlayerId,MLBAMID
"Marcus Semien","TEX",162,753,29,122,100,14,0.095617529,0.146082337,0.201492538,0.291044776,0.276119402,0.348404255,0.47761194,0.35423160789809754,0.333,126.30261466507851,1.2804029937833548,25.0119733458238,11.947639465332031,6.264188500097424,32,112,40,4,72,1,5,5,0,110,185,670,"Marcus Semien",12533,543760
"Julio Rodríguez","SEA",155,714,32,102,103,37,0.06582633,0.245098039,0.209480123,0.32962138,0.275229357,0.333333333,0.48470948,0.3474612170356815,0.345,127.93797307317917,5.219545184168965,29.121074211833946,4.301451921463013,5.777922530348129,22,109,37,2,47,6,11,2,0,175,180,654,"Julio Rodriguez",23697,677594
"Ronald Acuña Jr.","ATL",159,735,41,149,106,73,0.108843537,0.114285714,0.258164853,0.3378119,0.337480559,0.41632653,0.595645412,0.4275971621763511,0.46,170.99252674776318,8.84935781499371,73.49190047599204,-7.540440708398819,9.066894201733332,25,137,35,4,80,3,9,3,0,84,217,643,"Ronald Acuna Jr.",18401,660670
"Bobby Witt Jr.","KCR",158,694,30,97,96,49,0.057636887,0.174351585,0.218408736,0.295180722,0.276131045,0.318903318,0.494539781,0.3433004379100193,0.369,114.26390534923259,7.594655794557184,19.45590681706524,14.861186981201172,5.798636058744261,23,108,28,11,40,1,4,8,1,121,177,641,"Bobby Witt Jr.",25764,677951
"Trea Turner","PHI",155,691,26,102,76,30,0.06512301,0.2170767,0.192488263,0.310344827,0.266040688,0.319826338,0.458528951,0.3331583995258514,0.33,108.28890643173433,9.406666482333094,16.502341922833857,2.54459810256958,4.240608732535911,30,104,35,5,45,2,6,1,0,150,170,639,"Trea Turner",16252,607208
"Steven Kwan","CLE",158,718,5,93,54,21,0.097493036,0.104456824,0.101880878,0.294326241,0.268025078,0.340306834,0.369905956,0.31304805753947973,0.317,98.9767621398649,4.282346201129258,3.40204027936376,4.470825672149658,3.2438723495269293,25,123,36,7,70,2,3,6,1,75,171,638,"Steven Kwan",24610,680757
"Freddie Freeman","LAD",161,730,29,131,102,23,0.098630136,0.165753424,0.235478807,0.369918699,0.331240188,0.409589041,0.566718995,0.4105788874426924,0.408,162.49068474850915,4.522586770821363,61.03665889424108,-7.350088596343994,7.826928707298722,33,121,59,2,72,12,16,5,0,121,211,637,"Freddie Freeman",5361,518692
"Austin Riley","ATL",159,715,37,117,97,3,0.082517482,0.24055944,0.23427673,0.324200913,0.28144654,0.345454545,0.51572327,0.3627266293671899,0.365,127.50434813977395,0.6398202027194202,25.00254481936231,1.9801795482635498,5.113263832898221,26,107,32,3,59,4,9,11,0,172,179,636,"Austin Riley",18360,663586
"Lane Thomas","WSN",157,682,28,101,86,20,0.052785923,0.258064516,0.200636943,0.324825986,0.267515923,0.315249266,0.468152866,0.3339757422023505,0.319,109.79530938252354,1.6600176114588976,9.936027295525948,-1.315382480621338,3.1704301793621754,27,101,36,3,36,0,11,7,0,176,168,628,"Lane Thomas",16939,657041
"Nick Castellanos","PHI",157,671,29,79,106,11,0.053651266,0.275707898,0.204472843,0.337320574,0.271565495,0.311475409,0.476038338,0.33461243660368256,0.32,109.26366987832698,-2.799796167295426,4.90079466814583,-14.259909629821777,1.3402624670039196,31,102,37,2,36,0,3,6,0,185,170,626,"Nick Castellanos",11737,592206
"Teoscar Hernández","SEA",160,678,26,70,93,7,0.056047197,0.311209439,0.1776,0.341772151,0.2576,0.305309734,0.4352,0.31650540761693696,0.336,106.4818230290265,-4.384046537801623,0.8816938253616344,-4.648416519165039,1.9462205988676042,30,104,29,2,38,2,8,7,0,211,161,625,"Teoscar Hernandez",13066,606192
"Nathaniel Lowe","TEX",161,724,17,89,82,1,0.128453038,0.227900552,0.152487961,0.328828828,0.261637239,0.360497237,0.4141252,0.340253044693754,0.339,116.61376610496129,-4.8556916690431535,9.556805549701574,-7.8103814125061035,2.6535060340628096,27,105,38,3,93,2,5,3,0,165,163,623,"Nathaniel Lowe",19566,663993
"Alex Bregman","HOU",161,724,25,103,98,3,0.127071823,0.120165745,0.178456592,0.26953125,0.262057877,0.363259668,0.440514469,0.35115803582374816,0.351,125.69187050422708,-4.146612528245896,18.14117037703689,2.242734171450138,4.511989020908134,29,106,28,4,92,1,8,2,0,87,163,622,"Alex Bregman",17678,608324
"Nico Hoerner","CHC",150,688,9,98,68,43,0.07122093,0.120639534,0.100161551,0.312030075,0.282714054,0.34643377,0.382875605,0.3221246324251833,0.311,104.04409487572211,6.848802006803453,10.295698417951993,12.793046236038208,4.633482579099674,26,135,27,4,49,0,14,5,1,83,175,619,"Nico Hoerner",21479,663538
"George Springer","TOR",154,683,21,87,72,20,0.08784773,0.183016105,0.146818923,0.291489361,0.257748776,0.327459618,0.404567699,0.3197040668305229,0.332,103.69432255745023,-0.39159352192655206,2.631754161604057,-7.946807950735092,1.8089475211413386,33,111,25,1,60,1,5,3,0,125,158,613,"George Springer",12856,543807
"José Ramírez","CLE",156,691,24,87,80,28,0.105643994,0.105643994,0.193126023,0.284615384,0.281505728,0.356005788,0.474631751,0.3458393339975354,0.359,121.70511462149315,2.478682385291904,20.449701631181338,2.1373231410980225,4.618669300634405,30,107,36,5,73,22,1,6,0,73,172,611,"Jose Ramirez",13510,608070
"Joey Meneses","WSN",154,657,13,71,89,0,0.05783866,0.197869101,0.126022913,0.329087048,0.274959083,0.321156773,0.400981996,0.3144766769997061,0.288,96.72344464671129,-5.179082767572254,-7.845949640092773,-16.79789650440216,-0.23132854049526408,31,118,36,1,38,0,5,3,0,130,168,611,"Joey Meneses",14366,608841
"Matt Olson","ATL",162,720,54,127,139,1,0.144444444,0.231944444,0.320723685,0.301790281,0.282894736,0.388888888,0.603618421,0.4127573844756973,0.392,161.0441746192641,0.19634263776242733,54.646003650695796,-13.421172857284546,6.550392462751485,29,88,27,3,104,8,4,4,0,167,172,608,"Matt Olson",14344,621566
"Spencer Torkelson","DET",159,684,31,88,94,3,0.097953216,0.25,0.212871287,0.268948655,0.232673267,0.312865497,0.445544554,0.32570952534850134,0.349,107.70043368246431,0.09992949990555644,6.411012110160451,-15.311820983886719,1.4548095081830104,23,75,34,1,67,1,6,5,0,171,141,606,"Spencer Torkelson",27465,679529
"Francisco Lindor","NYM",160,687,31,108,98,31,0.096069868,0.199417758,0.215946844,0.27664399,0.254152823,0.336244541,0.470099667,0.34553246638865237,0.346,120.70967257682375,3.741762423887849,21.367545774181117,10.717775583267212,5.527210461624374,29,87,33,2,66,1,12,7,0,137,153,602,"Francisco Lindor",12916,596019
"Vladimir Guerrero Jr.","TOR",156,682,26,78,94,5,0.098240469,0.146627565,0.179401993,0.277083333,0.264119601,0.34457478,0.443521594,0.33973505181787284,0.378,117.57823732145904,-4.189685245044529,10.174873061260227,-20.641173362731934,1.291853561450175,24,103,30,0,67,5,9,4,0,100,159,602,"Vladimir Guerrero Jr.",19611,665489
"Eugenio Suárez","SEA",162,694,22,68,96,2,0.100864553,0.308357348,0.158862876,0.313672922,0.232441471,0.32276657,0.391304347,0.31329350486956,0.324,104.25558283150109,-2.4404645296745002,1.0982953664170174,10.080703735351562,3.4913630587198297,31,88,29,0,70,0,15,11,0,214,139,598,"Eugenio Suarez",12552,553993
"Xander Bogaerts","SDP",155,665,19,83,58,19,0.084210526,0.165413533,0.154362416,0.3192389,0.285234899,0.350375939,0.439597315,0.3428031110225764,0.318,119.04400292067581,0.9241237645037472,16.613235015935103,7.1124184131622314,4.619063291554579,30,118,31,2,56,0,7,6,0,110,170,596,"Xander Bogaerts",12161,593428
"Ozzie Albies","ATL",148,660,33,96,109,13,0.069696969,0.162121212,0.233221476,0.288793103,0.280201342,0.335866261,0.513422818,0.35837077603834433,0.34,124.58425300023946,3.2873245901428163,23.388405426479743,-4.83082389831543,4.086774715953938,26,99,30,5,46,2,8,8,0,107,167,596,"Ozzie Albies",16556,645277
"Gleyber Torres","NYY",158,672,25,90,68,13,0.09970238,0.145833333,0.179530202,0.288100208,0.273489932,0.34672619,0.453020134,0.34551027771972476,0.362,120.23409052487575,-1.2689222944900393,15.023495560194029,-2.361614942550659,3.563892722178315,26,108,28,2,67,0,3,6,0,98,163,596,"Gleyber Torres",16997,650402
"Paul Goldschmidt","STL",154,687,25,89,80,11,0.126637554,0.234352256,0.178752108,0.326829268,0.268128161,0.36297376,0.446880269,0.35015650163678563,0.367,121.75264744479477,0.15207075281068683,18.665518985031202,-8.132555484771729,3.378063177760808,35,103,31,0,87,6,3,3,0,161,159,593,"Paul Goldschmidt",9218,502671
"Brandon Nimmo","NYM",152,682,24,89,68,3,0.108504398,0.214076246,0.192567568,0.323943661,0.273648648,0.362701908,0.466216216,0.35877524379766634,0.352,129.58742098261013,-3.390455820132047,21.607813557201883,-2.9184166193008423,4.174460987518761,30,102,30,6,74,0,11,4,1,146,162,592,"Brandon Nimmo",12927,607043
"Anthony Santander","BAL",153,656,28,81,95,5,0.083841463,0.231707317,0.214890017,0.29879518,0.257191201,0.324695121,0.472081218,0.34042835690592993,0.319,119.32822556674675,-0.6743269013240933,14.518143643057476,-10.62823349237442,2.6343813216771736,28,82,41,1,55,1,6,4,0,152,152,591,"Anthony Santander",14551,623993
"Adley Rutschman","BAL",154,687,20,84,80,1,0.133915574,0.147016011,0.158163265,0.302966101,0.277210884,0.374090247,0.435374149,0.35164259393834857,0.373,127.10105906444134,-1.8871625610627234,20.42160497654079,10.158187525346875,5.401990026390837,25,111,31,1,92,6,2,5,0,101,163,588,"Adley Rutschman",26288,668939
"Ty France","SEA",158,665,12,79,58,1,0.064661654,0.175939849,0.115843271,0.294117647,0.250425894,0.336842105,0.366269165,0.31482523464618767,0.342,105.31725831444028,-4.333931623026729,-0.09709241327164175,-10.269668698310852,1.2435624150896472,28,103,32,0,43,0,34,1,0,117,147,587,"Ty France",17982,664034
"Jeff McNeil","NYM",156,648,10,75,55,10,0.060185185,0.100308641,0.107692307,0.288499025,0.27008547,0.333333333,0.377777777,0.3141714795615322,0.294,99.6857633009006,0.6482582478784025,0.3959970998581013,1.9185912609100342,2.4264047598270544,31,119,25,4,39,0,18,3,3,65,158,585,"Jeff McNeil",15362,643446
"Kyle Schwarber","PHI",160,720,47,108,104,0,0.175,0.298611111,0.276923077,0.208588957,0.196581196,0.343055555,0.473504273,0.35009074886362035,0.364,119.64008547045147,-4.511705553624779,13.006689982083639,-27.759604454040527,0.9684315473361651,30,48,19,1,126,5,6,3,0,215,115,585,"Kyle Schwarber",16478,656941
"Bryson Stott","PHI",151,640,15,78,62,31,0.0609375,0.15625,0.138461538,0.311715481,0.28034188,0.328638497,0.418803418,0.32291157725836417,0.309,101.41959894132513,4.962330788373947,6.087878990680105,14.178565502166748,4.18941283610554,25,115,32,2,39,1,7,8,1,100,164,585,"Bryson Stott",26294,681082
"Mookie Betts","LAD",152,693,39,126,107,14,0.138528138,0.154401154,0.272260274,0.316027088,0.306506849,0.408369408,0.578767123,0.4164887061153633,0.407,166.45253366277686,0.6825087256729603,57.73350549453792,-4.0701093673706055,7.699251799452093,30,99,40,1,96,3,8,5,0,107,179,584,"Mookie Betts",13611,605141
"Christian Walker","ARI",157,661,33,86,103,11,0.093797276,0.192133131,0.238831615,0.272093023,0.257731958,0.333333333,0.496563573,0.3510426535998305,0.339,119.22736315245533,1.1860214667394757,16.930912030864384,-0.7757129669189453,3.85060340948631,32,79,36,2,62,3,8,8,0,127,150,582,"Christian Walker",13419,572233
"Spencer Steer","CIN",156,665,23,74,86,15,0.102255639,0.209022556,0.192439862,0.318396226,0.271477663,0.356390977,0.463917525,0.3548397187003516,0.333,116.9069019896074,-0.5411841766908765,13.387309078475234,-17.190335750579834,1.87397208344284,25,95,37,3,68,0,11,4,0,139,158,582,"Spencer Steer",26323,668715
"Ezequiel Tovar","COL",153,615,15,79,73,11,0.040650406,0.269918699,0.154905335,0.327543424,0.253012048,0.287112561,0.407917383,0.2984804341882516,0.291,72.45812469577325,-0.8140104841440916,-21.797952685457403,17.991211414337158,1.7041881088077997,21,91,37,4,25,0,4,3,2,166,147,581,"Ezequiel Tovar",24064,678662
"Rafael Devers","BOS",153,656,33,90,100,5,0.094512195,0.19207317,0.229310345,0.29245283,0.270689655,0.350609756,0.5,0.3591708377603407,0.38,123.9441988195994,-3.1987917623482645,15.62194964608349,-4.201032400131226,3.3853545354110213,26,90,34,0,62,10,11,3,0,126,157,580,"Rafael Devers",17350,646240
"Ian Happ","CHC",158,691,21,86,84,14,0.143270622,0.221418234,0.18275862,0.298543689,0.248275862,0.360347322,0.431034482,0.3452609887316888,0.35,119.5543420068093,1.1461286614648998,17.885521906592572,-7.170909956097603,3.40972979255596,28,84,35,4,99,2,6,6,0,153,144,580,"Ian Happ",17919,664023
"Bryan De La Cruz","MIA",153,626,19,60,78,4,0.063897763,0.22683706,0.153713299,0.307328605,0.257340241,0.304,0.41105354,0.30868623609542845,0.331,89.83967967457812,-3.73074008570984,-11.610267871127558,-12.807522296905518,-0.3138232129934389,26,98,32,0,40,0,1,5,0,142,149,579,"Bryan De La Cruz",19600,650559
"Jeremy Peña","HOU",150,634,10,81,52,13,0.067823343,0.203470031,0.117850953,0.323462414,0.263431542,0.323809523,0.381282495,0.3096046154942535,0.31,96.89028404344769,0.6872599748894572,-1.6750808661988748,7.900092363357544,2.7918922176451924,25,107,32,3,43,1,9,1,1,129,152,577,"Jeremy Pena",21636,665161
"Fernando Tatis Jr.","SDP",141,635,25,91,78,29,0.083464566,0.222047244,0.191304348,0.298543689,0.257391304,0.321766561,0.448695652,0.3317382063023299,0.364,111.62626590023154,3.0449678250588477,12.190993885386908,7.379637718200684,4.103086756643904,24,89,33,1,53,0,3,3,1,141,148,575,"Fernando Tatis Jr.",19709,665487
"Kyle Tucker","HOU",157,674,29,97,112,30,0.118694362,0.136498516,0.233449477,0.289416846,0.283972125,0.368815592,0.517421602,0.3719799092837742,0.386,140.12396740453156,4.051399237476289,36.455229139684945,-9.603715896606445,4.985696491775936,26,92,37,5,80,9,3,10,0,92,163,574,"Kyle Tucker",18345,663656
"Luis Arraez","MIA",147,617,10,71,69,3,0.056726094,0.055105348,0.114982578,0.362101313,0.353658536,0.392857142,0.468641114,0.3689238081867545,0.354,130.22199473472617,-1.3585781860165298,21.742207312090216,-9.349804997444153,3.3263027813784865,26,160,30,3,35,10,4,3,1,34,203,574,"Luis Arraez",18568,650333
"Bryan Reynolds","PIT",145,640,24,85,84,12,0.0828125,0.215625,0.196864111,0.303827751,0.263066202,0.3296875,0.459930313,0.3375911473480512,0.36,109.25251592723016,1.3057266478426754,8.641708921104868,-9.591952562332153,2.0737376984678058,28,91,31,5,53,2,7,6,0,138,151,574,"Bryan Reynolds",19326,668804
"Bo Bichette","TOR",135,601,20,69,73,5,0.044925124,0.191347753,0.168126095,0.354691075,0.306479859,0.339434276,0.474605954,0.34943794460344235,0.363,124.30352499374465,-1.408288583625108,16.093253584473487,2.685377836227417,3.9306984700259275,25,122,30,3,27,0,2,1,0,115,175,571,"Bo Bichette",19612,666182
"Ketel Marte","ARI",150,650,25,94,82,8,0.109230769,0.167692307,0.20913884,0.3,0.275922671,0.358461538,0.485061511,0.3608230847267457,0.342,125.78400940294456,-0.018910974729806185,20.74371427884126,0.28248894214630127,4.2990567912823545,29,97,26,9,71,2,5,5,0,109,157,569,"Ketel Marte",13613,606466
"Pete Alonso","NYM",154,658,46,92,118,4,0.098784194,0.229483282,0.286971831,0.205333333,0.216549295,0.317629179,0.503521126,0.34571548181077455,0.368,120.8323632195641,-0.6615207251161337,16.320246772464188,-10.14867353439331,2.844896369171903,28,54,21,2,65,6,21,4,0,151,123,568,"Pete Alonso",19251,624413
"Juan Soto","SDP",162,708,35,97,109,12,0.186440677,0.182203389,0.24471831,0.29584352,0.274647887,0.410183875,0.519366197,0.39487367174748716,0.408,153.95128280513023,-0.9007713166065514,46.42018262595208,-9.991708993911743,6.031452453395761,24,88,32,1,132,11,2,5,1,129,156,568,"Juan Soto",20123,665742
"Andrew Vaughn","CHW",152,615,21,67,80,0,0.058536585,0.209756097,0.171378091,0.299043062,0.25795053,0.313821138,0.429328621,0.32138382700400625,0.319,103.00929538204373,-4.472890930250287,-2.2553455670021956,-14.628801107406616,0.42243869745223916,25,93,30,2,36,0,11,2,0,129,146,566,"Andrew Vaughn",26197,683734
"Dansby Swanson","CHC",147,638,22,81,80,9,0.103448275,0.24137931,0.171681416,0.296675191,0.244247787,0.327586206,0.415929203,0.32462943338301486,0.345,105.72327379894897,2.3235763027332723,6.847170720565442,20.64250659942627,4.902919026133311,29,88,25,3,66,0,5,2,0,154,138,565,"Dansby Swanson",18314,621020
"Corbin Carroll","ARI",155,645,25,116,76,54,0.088372093,0.193798449,0.221238938,0.324582338,0.284955752,0.361502347,0.50619469,0.3702759255996692,0.344,132.12104433132953,12.25186649756506,37.91843617286703,-6.081303119659424,5.3601543500996,22,96,30,10,57,1,13,4,6,125,161,565,"Corbin Carroll",25878,682998
"CJ Abrams","WSN",151,614,18,83,64,47,0.052117263,0.19218241,0.1669627,0.279069767,0.245115452,0.299509001,0.412078152,0.30628167907592696,0.304,91.22964772585296,9.203270270023495,2.5320717140496516,-0.3179025650024414,2.30118998331081,22,86,28,6,32,2,13,3,3,118,138,563,"CJ Abrams",25768,682928
"Andrew Benintendi","CHW",151,621,5,72,45,13,0.083735909,0.14331723,0.09430605,0.301486199,0.261565836,0.325806451,0.355871886,0.2989925690782749,0.31,87.48942370842818,1.613694166764617,-7.695272905455397,-17.08719301223755,-0.3446148087607876,28,106,34,2,52,5,3,3,1,89,147,562,"Andrew Benintendi",17901,643217
"Nolan Arenado","STL",144,612,26,71,93,3,0.066993464,0.165032679,0.192857143,0.278911564,0.266071428,0.315359477,0.458928571,0.32727103247084766,0.32,106.41059108241215,-2.095621787942946,2.7647328074120683,3.606878161430359,2.7089831529814554,32,95,26,2,41,5,3,8,0,101,149,560,"Nolan Arenado",9777,571448
"Gunnar Henderson","BAL",150,622,28,100,82,10,0.090032154,0.255627009,0.233928572,0.305851063,0.255357142,0.324758842,0.489285714,0.34575130091005285,0.346,123.01767473230231,5.800576468463987,22.955327190392218,3.311205893754959,4.749288368365853,22,77,29,9,56,1,3,3,0,159,143,560,"Gunnar Henderson",26289,683002
"Justin Turner","BOS",146,626,23,86,96,4,0.081469648,0.175718849,0.179211469,0.303944315,0.275985663,0.345047923,0.455197132,0.34565746612823045,0.336,114.57778473496607,-5.213153976015747,5.721333824145367,-16.605130910873413,1.0584483567866267,38,100,31,0,51,0,11,6,0,110,154,558,"Justin Turner",5235,457759
"Alec Bohm","PHI",145,611,20,74,97,4,0.06873977,0.153846153,0.163082437,0.295555555,0.274193548,0.327332242,0.437275985,0.3292119661315543,0.343,105.64327993718072,-3.2883800845593214,0.9832266474759468,-7.1583452224731445,1.4544663555683854,26,102,31,0,42,1,5,6,0,94,153,558,"Alec Bohm",21618,664761
"Andrés Giménez","CLE",153,616,15,76,62,30,0.051948051,0.181818181,0.147217235,0.288683602,0.251346499,0.31372549,0.398563734,0.3091371307036364,0.297,96.26601302436137,4.112058530561626,1.3560148956917448,15.61156439781189,3.8014727695079555,24,93,27,5,32,3,20,3,4,112,140,557,"Andres Gimenez",19950,665926
"Ryan McMahon","COL",152,627,23,80,70,5,0.10845295,0.315789473,0.190990991,0.326409495,0.239639639,0.322169059,0.43063063,0.324937269115448,0.335,90.19436814702976,-3.0623852075077593,-10.678992822133882,7.498245477676392,1.8072699147137345,28,76,31,3,68,2,1,3,0,198,133,555,"Ryan McMahon",15112,641857
"Adolis García","TEX",148,632,39,108,107,9,0.102848101,0.276898734,0.263063063,0.279538904,0.245045045,0.327531645,0.508108108,0.3541630371650563,0.366,126.25508678697113,1.4072901005856693,21.28942951540436,2.9133849143981934,4.5777447618760085,30,68,29,0,65,0,6,6,0,175,136,555,"Adolis Garcia",19287,666969
"Willy Adames","MIL",149,638,24,73,80,5,0.111285266,0.258620689,0.189873418,0.259459459,0.216998191,0.309748427,0.406871609,0.31140037183686503,0.335,93.92127602489927,-1.0323142143897712,-5.836851408881134,17.370026111602783,3.3117764473444513,27,65,29,2,71,1,6,6,0,165,120,553,"Willy Adames",15986,642715
"Lourdes Gurriel Jr.","ARI",145,592,24,65,82,5,0.055743243,0.173986486,0.201451906,0.28169014,0.261343012,0.309121621,0.462794918,0.3293454382827036,0.324,104.68189336599534,0.13230584794655442,3.566000583815872,-4.173678398132324,1.945260485399583,29,83,35,2,33,1,6,2,0,103,144,551,"Lourdes Gurriel Jr.",19238,666971
"Randy Arozarena","TBR",151,654,23,95,83,22,0.122324159,0.23853211,0.170598911,0.310344827,0.254083484,0.363914373,0.424682395,0.3465814043697865,0.351,125.01129865887994,0.4869502782821655,20.086521424252386,-11.959088802337646,3.0500874239808557,28,95,19,3,80,1,18,5,0,156,140,551,"Randy Arozarena",19290,668227
"Carlos Santana","- - -",146,619,23,78,86,6,0.105008077,0.168012924,0.189090909,0.25526932,0.24,0.31825525,0.429090909,0.3233136384475597,0.308,100.49405787701296,0.5475298594683409,0.9263969952782429,-7.243913769721985,1.4673729331119665,37,75,33,1,65,0,0,4,0,104,132,550,"Carlos Santana",2396,467793
"Christian Yelich","MIL",144,632,19,106,76,28,0.123417721,0.221518987,0.169090909,0.341836734,0.278181818,0.370253164,0.447272727,0.3534285181045532,0.362,122.09628018015732,7.254349168855697,24.55469179666404,-8.031571418046951,3.7890317366733948,31,99,34,1,78,7,3,1,0,140,153,550,"Christian Yelich",11477,592885
"Whit Merrifield","TOR",145,592,11,66,67,26,0.06081081,0.170608108,0.109689214,0.31292517,0.272394881,0.317567567,0.382084095,0.30411335926944927,0.276,92.88806140627705,1.2817323226481676,-3.763048275981708,-3.5400216579437256,1.2990756317464154,34,111,27,0,36,2,3,6,0,101,149,547,"Whit Merrifield",11281,593160
"Josh Bell","- - -",150,617,22,52,74,0,0.102106969,0.217179902,0.171846435,0.28680203,0.246800731,0.325203252,0.418647166,0.3227294126303705,0.345,103.20502822785767,-4.646494207903743,-2.1217244916560714,-15.109591081738472,0.3865478288656241,30,85,28,0,63,2,2,3,0,134,135,547,"Josh Bell",13145,605137
"Alex Verdugo","BOS",142,602,13,81,54,5,0.07475083,0.154485049,0.157509158,0.294382022,0.263736263,0.323920265,0.421245421,0.3218606857214117,0.331,98.08371462135175,-0.499766290653497,-1.8820247468024158,-4.4170777797698975,1.4334340156991023,27,89,37,5,45,1,6,5,0,93,144,546,"Alex Verdugo",17027,657077
"Luis Robert Jr.","CHW",145,595,38,90,80,20,0.050420168,0.28907563,0.278388279,0.313609467,0.263736263,0.315254237,0.542124542,0.35812751604960513,0.35,128.4771516630258,-0.16440954711288214,20.13793025029533,8.739216089248657,4.917149992522295,25,69,36,1,30,5,12,2,0,172,144,546,"Luis Robert Jr.",20043,673357
"Manny Machado","SDP",138,601,30,75,91,3,0.083194675,0.181364392,0.20441989,0.268292682,0.257826887,0.319467554,0.462246777,0.33389812022447585,0.332,113.07423801263108,-2.4141391832381487,7.3202637027406965,6.383285045623779,3.402834687757644,30,89,21,0,50,1,2,6,0,109,140,543,"Manny Machado",11493,592518
"Anthony Volpe","NYY",159,601,21,62,60,24,0.086522462,0.277870216,0.17375231,0.259154929,0.208872458,0.283333333,0.382624768,0.2902497473359108,0.305,81.9318056323796,3.3932065749540925,-9.618126789555793,7.481567323207855,1.8450878846673595,22,65,23,4,52,0,5,2,1,167,113,541,"Anthony Volpe",27647,683011
"José Abreu","HOU",141,594,18,62,90,0,0.07070707,0.218855218,0.146296296,0.276381909,0.237037037,0.296296296,0.383333333,0.2951691372800637,0.314,86.88473767465517,-2.5230311225168407,-11.857637404101213,-12.939487934112549,-0.4385388174448701,36,86,23,1,42,1,6,6,0,130,128,540,"Jose Abreu",15676,547989
"William Contreras","MIL",141,611,17,86,78,6,0.103109656,0.206219312,0.168518519,0.348370927,0.288888888,0.367213114,0.457407407,0.3572947347634717,0.335,124.68813064475664,-1.579540484584868,17.107816201143102,19.815275847911835,5.752112251939131,25,100,38,1,63,2,5,2,1,126,156,540,"William Contreras",20503,661388
"Salvador Perez","KCR",140,580,23,59,80,0,0.03275862,0.23275862,0.167286245,0.293814432,0.25464684,0.292387543,0.421933085,0.30205226653105727,0.325,85.67389362697327,-5.183801668230444,-15.139890052799142,-8.451570868492126,-0.3662563408102146,33,93,21,0,19,6,13,8,0,135,137,538,"Salvador Perez",7304,521692
"Ha-Seong Kim","SDP",152,626,17,84,60,38,0.119808306,0.198083067,0.137546468,0.305970149,0.260223048,0.351046698,0.397769516,0.3300074593674752,0.313,110.46600054447109,4.145952126476914,12.262540920042614,8.92543911933899,4.233870260696653,27,100,23,0,75,1,3,5,5,124,140,538,"Ha-Seong Kim",27506,673490
"Masataka Yoshida","BOS",140,580,15,71,72,8,0.058620689,0.139655172,0.156424581,0.316027088,0.288640595,0.337931034,0.445065176,0.33851500636544724,0.325,109.62718931419822,-1.9269912182353437,4.763532027326901,-18.48624038696289,0.6178310107242054,29,104,33,3,34,0,7,2,0,81,155,537,"Masataka Yoshida",31837,807799
"J.P. Crawford","SEA",145,638,19,94,65,2,0.147335423,0.195924764,0.172284645,0.31377551,0.265917602,0.379527559,0.438202247,0.35902475502212716,0.34,135.95291471861393,-0.12399827595800161,27.360471406946594,-0.28658199310302734,4.884588344133593,28,88,35,0,94,1,5,2,3,125,142,534,"J.P. Crawford",15491,641487
"MJ Melendez","KCR",148,602,16,65,56,6,0.102990033,0.282392026,0.163227017,0.31054131,0.234521575,0.315614617,0.397748592,0.3101689737041791,0.325,91.29976128286789,0.5029276171699166,-5.772744404996858,-12.375122979283333,0.25190478442814457,24,75,29,5,62,2,3,4,0,170,125,533,"MJ Melendez",22197,669004
"Marcell Ozuna","ATL",144,592,40,84,100,0,0.096283783,0.226351351,0.284905661,0.293296089,0.273584905,0.346283783,0.558490566,0.3809485860080687,0.393,139.72005950623986,-2.0998141849413514,27.030827752692193,-15.496166571974754,3.156064196243844,32,75,29,1,57,1,3,2,0,134,145,530,"Marcell Ozuna",10324,542303
"Dominic Smith","WSN",153,586,12,57,46,1,0.080204778,0.155290102,0.111954459,0.286384976,0.254269449,0.325938566,0.366223908,0.30643117957644994,0.32,91.32987049553259,-5.89840012229979,-12.192616351433388,-8.026676177978516,-0.030690368350977604,28,100,21,1,47,1,10,2,0,91,134,527,"Dominic Smith",15653,642086
"Daulton Varsho","TOR",158,581,20,65,61,16,0.077452667,0.232358003,0.168880456,0.256,0.220113851,0.284974093,0.388994307,0.29256000492033357,0.302,84.88017826309598,2.3491622335277498,-8.176644256380317,9.037309408187866,2.0754731116210268,26,70,23,3,45,0,4,3,1,135,116,527,"Daulton Varsho",19918,662139
"Yandy Díaz","TBR",137,600,22,95,78,0,0.108333333,0.156666666,0.192380952,0.367396593,0.329523809,0.41,0.521904761,0.40172955542802813,0.383,163.2356909775227,-4.386008228641003,41.07573630083057,-11.656437158584595,4.98833474670384,31,116,35,0,65,0,8,2,0,94,173,525,"Yandy Diaz",16578,650490
"Keibert Ruiz","WSN",136,562,18,55,67,1,0.055160142,0.103202846,0.14913958,0.262806236,0.26003824,0.307829181,0.40917782,0.31036640573525387,0.322,93.96798383676798,-5.5592047749087214,-9.758895122033385,-14.20876932144165,-0.48578716228449503,24,94,24,0,31,1,6,2,0,58,136,523,"Keibert Ruiz",19610,660688
